y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2012/2,896,8.57,108.17,60,0.57,7.21,109,1.04,13.1,49,0.47,5.89
2012/3,924,8.76,103.47,66,0.62,7.36,123,1.16,13.71,57,0.54,6.35
2012/4,840,7.9,96.35,86,0.81,9.83,121,1.13,13.82,35,0.33,4
2012/5,448,4.18,49.34,75,0.7,8.24,124,1.15,13.63,49,0.46,5.39
2012/6,501,4.65,56.78,79,0.73,8.93,119,1.1,13.46,40,0.37,4.52
2012/7,816,7.55,89.08,56,0.52,6.09,115,1.06,12.51,59,0.54,6.42
2012/8,765,7.02,82.89,87,0.8,9.39,131,1.2,14.14,44,0.4,4.75
2012/9,1123,10.23,124.86,66,0.6,7.3,101,0.92,11.17,35,0.32,3.87
2012/10,924,8.34,98.41,94,0.84,9.97,149,1.34,15.8,55,0.49,5.83
2012/11,669,5.99,73.02,85,0.76,9.25,130,1.16,14.15,45,0.4,4.9
2012/12,667,5.93,70.03,70,0.62,7.33,119,1.06,12.46,49,0.43,5.13
2013/1,644,5.69,67.04,78,0.69,8.1,131,1.15,13.6,53,0.47,5.5
2013/2,436,3.83,49.96,72,0.63,8.24,112,0.98,12.81,40,0.35,4.58
2013/3,676,5.92,69.7,58,0.51,5.96,107,0.93,11,49,0.43,5.04
2013/4,734,6.39,77.74,56,0.49,5.91,111,0.96,11.72,55,0.48,5.81
2013/5,567,4.9,57.75,67,0.58,6.81,112,0.97,11.38,45,0.39,4.57
2013/6,402,3.46,42.1,41,0.35,4.29,80,0.69,8.36,39,0.34,4.08
2013/7,659,5.65,66.56,57,0.49,5.74,98,0.84,9.87,41,0.35,4.13
2013/8,616,5.25,61.87,67,0.57,6.71,97,0.83,9.72,30,0.26,3.01
2013/9,1079,9.16,111.4,66,0.56,6.78,106,0.9,10.89,40,0.34,4.11
2013/10,610,5.13,60.39,64,0.54,6.32,117,0.98,11.55,53,0.44,5.23
2013/11,503,4.21,51.2,89,0.74,9.04,139,1.16,14.12,50,0.42,5.08
2013/12,676,5.63,66.31,59,0.49,5.77,108,0.9,10.56,49,0.41,4.79
2014/1,548,4.54,53.45,91,0.75,8.86,136,1.12,13.24,45,0.37,4.38
2014/2,488,4.02,52.36,28,0.23,3,90,0.74,9.66,62,0.51,6.65
2014/3,547,4.49,52.78,66,0.54,6.37,124,1.02,11.97,58,0.48,5.6
2014/4,660,5.4,65.48,65,0.53,6.45,118,0.96,11.71,53,0.43,5.26
2014/5,556,4.52,53.12,50,0.41,4.78,109,0.88,10.41,59,0.48,5.64
2014/6,435,3.52,42.77,54,0.44,5.31,109,0.88,10.72,55,0.44,5.41
2014/7,669,5.4,63.38,61,0.49,5.78,116,0.93,10.99,55,0.44,5.21
2014/8,473,3.8,44.61,66,0.53,6.22,120,0.96,11.32,54,0.43,5.09
2014/9,1067,8.53,103.34,84,0.67,8.14,129,1.03,12.49,45,0.36,4.36
2014/10,406,3.22,37.83,102,0.81,9.5,146,1.16,13.6,44,0.35,4.1
2014/11,402,3.18,38.58,94,0.74,9.02,140,1.1,13.44,46,0.36,4.42
2014/12,759,5.98,70.18,99,0.78,9.15,158,1.24,14.61,59,0.46,5.46
2015/1,464,3.63,42.77,52,0.41,4.78,116,0.91,10.67,64,0.5,5.89
2015/2,290,2.26,29.49,45,0.35,4.57,100,0.78,10.16,55,0.43,5.59
2015/3,447,3.48,40.97,44,0.34,4.03,125,0.97,11.44,81,0.63,7.41
2015/4,499,3.87,47.09,57,0.44,5.37,112,0.87,10.55,55,0.43,5.18
2015/5,216,1.67,19.65,47,0.36,4.27,110,0.85,10,63,0.49,5.73
2015/6,192,1.48,18.02,46,0.35,4.31,113,0.87,10.6,67,0.52,6.28
2015/7,630,4.85,57.13,56,0.43,5.07,124,0.95,11.22,68,0.52,6.15
2015/8,638,4.89,57.58,48,0.37,4.32,101,0.77,9.09,53,0.41,4.77
2015/9,806,6.15,74.8,44,0.33,4.07,105,0.8,9.71,61,0.46,5.64
2015/10,364,2.76,32.49,68,0.51,6.06,140,1.06,12.48,72,0.55,6.42
2015/11,263,1.99,24.19,61,0.46,5.61,115,0.87,10.57,54,0.41,4.96
2015/12,267,2.01,23.72,78,0.59,6.92,135,1.02,11.98,57,0.43,5.06
2016/1,196,1.48,17.43,76,0.57,6.75,133,1,11.82,57,0.43,5.06
2016/2,-35,-0.26,-3.32,24,0.18,2.28,80,0.6,7.59,56,0.42,5.31
2016/3,38,0.29,3.37,28,0.21,2.49,122,0.92,10.83,94,0.71,8.35
2016/4,88,0.66,8.07,16,0.12,1.47,88,0.66,8.07,72,0.54,6.6
2016/5,64,0.48,5.68,58,0.44,5.14,118,0.89,10.47,60,0.45,5.32
2016/6,35,0.26,3.21,41,0.31,3.76,107,0.8,9.8,66,0.5,6.05
2016/7,263,1.97,23.31,50,0.38,4.43,102,0.77,9.03,52,0.39,4.61
2016/8,208,1.56,18.4,17,0.13,1.5,88,0.66,7.78,71,0.53,6.28
2016/9,763,5.71,69.65,51,0.38,4.64,109,0.81,9.92,58,0.43,5.28
2016/10,268,1.99,23.54,90,0.67,7.9,145,1.08,12.72,55,0.41,4.83
2016/11,171,1.27,15.49,82,0.61,7.42,127,0.94,11.5,45,0.33,4.07
2016/12,256,1.9,22.41,79,0.59,6.91,141,1.04,12.33,62,0.46,5.42
2017/1,109,0.81,9.5,37,0.27,3.22,98,0.73,8.54,61,0.45,5.31
2017/2,12,0.09,1.16,31,0.23,2.99,107,0.79,10.31,76,0.56,7.33
2017/3,107,0.79,9.32,36,0.27,3.13,119,0.88,10.36,83,0.61,7.22
2017/4,98,0.72,8.81,38,0.28,3.41,97,0.72,8.72,59,0.44,5.3
2017/5,95,0.7,8.26,34,0.25,2.95,90,0.66,7.82,56,0.41,4.87
2017/6,28,0.21,2.51,44,0.32,3.95,107,0.79,9.6,63,0.46,5.65
2017/7,253,1.87,21.97,28,0.21,2.43,97,0.71,8.42,69,0.51,5.99
2017/8,188,1.38,16.3,40,0.29,3.47,105,0.77,9.1,65,0.48,5.63
2017/9,808,5.94,72.28,40,0.29,3.57,98,0.72,8.74,58,0.43,5.17
2017/10,230,1.68,19.79,61,0.45,5.25,126,0.92,10.83,65,0.47,5.59
2017/11,213,1.55,18.91,65,0.47,5.77,119,0.87,10.56,54,0.39,4.79
2017/12,201,1.46,17.24,59,0.43,5.06,118,0.86,10.12,59,0.43,5.06
2018/1,121,0.88,10.36,59,0.43,5.05,127,0.92,10.87,68,0.49,5.82
2018/2,48,0.35,4.55,18,0.13,1.71,83,0.6,7.86,65,0.47,6.16
2018/3,17,0.12,1.45,30,0.22,2.57,114,0.83,9.75,84,0.61,7.19
2018/4,88,0.64,7.78,56,0.41,4.95,104,0.76,9.19,48,0.35,4.24
2018/5,130,0.94,11.11,50,0.36,4.27,113,0.82,9.66,63,0.46,5.38
2018/6,-23,-0.17,-2.03,34,0.25,3,84,0.61,7.41,50,0.36,4.41
2018/7,115,0.83,9.82,36,0.26,3.07,114,0.83,9.73,78,0.57,6.66
2018/8,74,0.54,6.32,46,0.33,3.93,106,0.77,9.04,60,0.43,5.12
2018/9,698,5.06,61.53,33,0.24,2.9,92,0.66,8.09,59,0.43,5.19
2018/10,121,0.87,10.27,77,0.55,6.53,128,0.92,10.86,51,0.37,4.33
2018/11,118,0.85,10.34,31,0.22,2.72,87,0.63,7.62,56,0.4,4.91
2018/12,310,2.23,26.27,39,0.28,3.3,102,0.73,8.63,63,0.45,5.33
2019/1,211,1.52,17.84,27,0.19,2.28,102,0.73,8.62,75,0.54,6.34
2019/2,-58,-0.42,-5.42,30,0.22,2.8,94,0.67,8.79,64,0.46,5.98
2019/3,-39,-0.28,-3.29,15,0.11,1.27,94,0.67,7.94,79,0.57,6.67
2019/4,77,0.55,6.72,25,0.18,2.18,101,0.72,8.81,76,0.55,6.63
2019/5,-24,-0.17,-2.03,19,0.14,1.6,90,0.65,7.6,71,0.51,5.99
2019/6,-159,-1.14,-13.87,38,0.27,3.32,96,0.69,8.38,58,0.42,5.06
2019/7,84,0.6,7.1,48,0.34,4.06,108,0.78,9.13,60,0.43,5.07
2019/8,-46,-0.33,-3.89,35,0.25,2.96,100,0.72,8.45,65,0.47,5.49
2019/9,668,4.79,58.34,54,0.39,4.7,116,0.83,10.11,62,0.45,5.4
2019/10,58,0.41,4.88,25,0.18,2.1,97,0.69,8.16,72,0.51,6.05
2019/11,104,0.74,9.04,64,0.46,5.56,112,0.8,9.73,48,0.34,4.17
2019/12,36,0.26,3.02,35,0.25,2.94,101,0.72,8.48,66,0.47,5.54
2020/1,68,0.49,5.73,1,0.01,0.08,65,0.46,5.47,64,0.46,5.39
2020/2,-172,-1.23,-15.48,7,0.05,0.63,90,0.64,8.1,83,0.59,7.47
2020/3,-130,-0.93,-10.96,20,0.14,1.69,88,0.63,7.42,68,0.49,5.73
2020/4,-147,-1.05,-12.81,14,0.1,1.22,87,0.62,7.59,73,0.52,6.37
2020/5,-121,-0.87,-10.22,5,0.04,0.42,71,0.51,6,66,0.47,5.58
2020/6,-95,-0.68,-8.3,38,0.27,3.32,91,0.65,7.95,53,0.38,4.63
2020/7,40,0.29,3.38,26,0.19,2.2,76,0.54,6.43,50,0.36,4.23
2020/8,75,0.54,6.34,12,0.09,1.01,75,0.54,6.34,63,0.45,5.33
2020/9,626,4.48,54.67,25,0.18,2.18,87,0.62,7.58,62,0.44,5.4
2020/10,91,0.65,7.66,48,0.34,4.04,104,0.74,8.75,56,0.4,4.71
2020/11,70,0.5,6.08,23,0.16,2,89,0.63,7.73,66,0.47,5.73
2020/12,107,0.76,8.99,47,0.33,3.95,112,0.8,9.41,65,0.46,5.46
2021/1,-61,-0.43,-5.11,8,0.06,0.67,64,0.46,5.36,56,0.4,4.69
2021/2,-25,-0.18,-2.32,21,0.15,1.95,70,0.5,6.49,49,0.35,4.55
2021/3,-105,-0.75,-8.8,21,0.15,1.76,86,0.61,7.21,65,0.46,5.45
2021/4,-81,-0.58,-7.02,44,0.31,3.81,106,0.76,9.19,62,0.44,5.37
2021/5,-97,-0.69,-8.14,29,0.21,2.43,94,0.67,7.89,65,0.46,5.46
2021/6,-253,-1.8,-21.95,38,0.27,3.3,97,0.69,8.42,59,0.42,5.12
2021/7,-211,-1.51,-17.75,-15,-0.11,-1.26,59,0.42,4.97,74,0.53,6.23
2021/8,240,1.72,20.22,18,0.13,1.52,87,0.62,7.32,69,0.49,5.81
2021/9,852,6.09,74.04,40,0.28,3.47,106,0.75,9.18,66,0.47,5.72
2021/10,324,2.3,27.08,11,0.08,0.92,75,0.53,6.26,64,0.45,5.34
2021/11,147,1.04,12.67,28,0.2,2.41,87,0.62,7.49,59,0.42,5.08
2021/12,212,1.5,17.66,39,0.28,3.25,98,0.69,8.16,59,0.42,4.91
2022/1,-34,-0.24,-2.83,10,0.07,0.83,77,0.54,6.41,67,0.47,5.57
2022/2,-324,-2.29,-29.85,-6,-0.04,-0.55,64,0.45,5.9,70,0.5,6.46
2022/3,-441,-3.12,-36.78,-9,-0.06,-0.75,79,0.56,6.6,88,0.62,7.35
2022/4,-230,-1.63,-19.88,9,0.06,0.78,74,0.53,6.4,65,0.46,5.62
2022/5,-187,-1.33,-15.67,-14,-0.1,-1.17,61,0.43,5.11,75,0.53,6.29
2022/6,-176,-1.25,-15.26,-20,-0.14,-1.74,73,0.52,6.33,93,0.66,8.07
2022/7,82,0.59,6.89,-19,-0.14,-1.6,63,0.45,5.29,82,0.58,6.89
2022/8,65,0.46,5.46,-12,-0.09,-1.01,67,0.48,5.62,79,0.56,6.63
2022/9,549,3.91,47.61,-4,-0.03,-0.35,66,0.47,5.71,70,0.5,6.06
2022/10,95,0.67,7.94,9,0.06,0.75,80,0.57,6.69,71,0.5,5.93
2022/11,195,1.38,16.83,14,0.1,1.21,84,0.6,7.25,70,0.5,6.04
2022/12,162,1.15,13.52,-3,-0.02,-0.25,67,0.47,5.59,70,0.5,5.84
2023/1,670,4.74,55.83,-24,-0.17,-2,47,0.33,3.91,71,0.5,5.9
2023/2,198,1.39,18.18,-37,-0.26,-3.4,55,0.39,5.05,92,0.65,8.44
2023/3,292,2.05,24.18,-45,-0.32,-3.72,64,0.45,5.3,109,0.77,9.02
2023/4,262,1.84,22.38,-39,-0.27,-3.33,41,0.29,3.5,80,0.56,6.83
2023/5,168,1.18,13.86,-10,-0.07,-0.82,65,0.46,5.36,75,0.53,6.18
2023/6,57,0.4,4.85,-7,-0.05,-0.6,75,0.52,6.38,82,0.57,6.98
