y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2010/5,-44,-0.03,-0.34,164,0.11,1.26,839,0.55,6.46,675,0.44,5.2
2010/6,-259,-0.17,-2.06,107,0.07,0.85,811,0.53,6.46,704,0.46,5.6
2010/7,922,0.6,7.1,43,0.03,0.33,802,0.52,6.18,759,0.5,5.85
2010/8,366,0.24,2.82,56,0.04,0.43,895,0.59,6.89,839,0.55,6.46
2010/9,30,0.02,0.24,157,0.1,1.25,933,0.61,7.42,776,0.51,6.17
2010/10,274,0.18,2.11,213,0.14,1.64,954,0.62,7.34,741,0.48,5.7
2010/11,463,0.3,3.68,271,0.18,2.16,1019,0.67,8.1,748,0.49,5.95
2010/12,-109,-0.04,-0.46,88,0.03,0.37,1731,0.62,7.35,1643,0.59,6.97
2011/1,-50,-0.02,-0.21,-175,-0.06,-0.74,1575,0.57,6.69,1750,0.63,7.43
2011/2,-504,-0.18,-2.37,-173,-0.06,-0.81,1354,0.49,6.36,1527,0.55,7.18
2011/3,-95,-0.03,-0.4,95,0.03,0.4,1973,0.71,8.38,1878,0.68,7.97
2011/4,147,0.05,0.65,23,0.01,0.1,1599,0.58,7.02,1576,0.57,6.92
2011/5,-131,-0.05,-0.56,75,0.03,0.32,1720,0.62,7.3,1645,0.59,6.98
2011/6,-389,-0.14,-1.71,118,0.04,0.52,1682,0.61,7.38,1564,0.56,6.86
2011/7,186,0.07,0.79,340,0.12,1.44,1731,0.62,7.35,1391,0.5,5.91
2011/8,191,0.07,0.81,263,0.09,1.12,1818,0.66,7.72,1555,0.56,6.6
2011/9,319,0.12,1.4,559,0.2,2.45,2023,0.73,8.88,1464,0.53,6.42
2011/10,369,0.13,1.57,460,0.17,1.95,1929,0.7,8.19,1469,0.53,6.24
2011/11,329,0.12,1.44,500,0.18,2.19,1969,0.71,8.64,1469,0.53,6.44
2011/12,615,0.22,2.61,481,0.17,2.04,2038,0.73,8.65,1557,0.56,6.61
2012/1,455,0.16,1.94,150,0.05,0.64,1726,0.62,7.34,1576,0.57,6.71
2012/2,-94,-0.03,-0.43,148,0.05,0.67,1904,0.69,8.66,1756,0.63,7.99
2012/3,-245,-0.09,-1.04,352,0.13,1.5,2072,0.75,8.82,1720,0.62,7.32
2012/4,63,0.02,0.28,314,0.11,1.38,1918,0.69,8.43,1604,0.58,7.05
2012/5,81,0.03,0.34,283,0.1,1.2,1926,0.69,8.2,1643,0.59,6.99
2012/6,752,0.27,3.31,760,0.27,3.34,2181,0.79,9.59,1421,0.51,6.25
2012/7,252,0.09,1.07,208,0.07,0.88,1842,0.66,7.84,1634,0.59,6.95
2012/8,470,0.17,2,515,0.19,2.19,2104,0.76,8.95,1589,0.57,6.76
2012/9,346,0.12,1.52,539,0.19,2.37,2058,0.74,9.04,1519,0.55,6.67
2012/10,578,0.21,2.46,956,0.34,4.06,2574,0.93,10.94,1618,0.58,6.88
2012/11,769,0.28,3.38,878,0.32,3.86,2358,0.85,10.36,1480,0.53,6.5
2012/12,762,0.27,3.24,915,0.33,3.89,2300,0.83,9.77,1385,0.5,5.89
2013/1,139,0.05,0.59,458,0.16,1.94,2334,0.84,9.89,1876,0.68,7.95
2013/2,298,0.11,1.4,207,0.07,0.97,1695,0.61,7.95,1488,0.54,6.98
2013/3,-160,-0.06,-0.68,232,0.08,0.98,1836,0.66,7.78,1604,0.58,6.8
2013/4,-143,-0.05,-0.63,105,0.04,0.46,1633,0.59,7.15,1528,0.55,6.69
2013/5,127,0.05,0.54,169,0.06,0.72,1717,0.62,7.28,1548,0.56,6.56
2013/6,172,0.06,0.75,73,0.03,0.32,1532,0.55,6.71,1459,0.53,6.39
2013/7,324,0.12,1.37,149,0.05,0.63,1850,0.67,7.84,1701,0.61,7.21
2013/8,32,0.01,0.14,91,0.03,0.39,1608,0.58,6.81,1517,0.55,6.43
2013/9,-202,-0.07,-0.88,133,0.05,0.58,1721,0.62,7.53,1588,0.57,6.95
2013/10,181,0.07,0.77,210,0.08,0.89,1919,0.69,8.13,1709,0.61,7.24
2013/11,136,0.05,0.6,336,0.12,1.47,1873,0.67,8.2,1537,0.55,6.73
2013/12,314,0.11,1.33,186,0.07,0.79,1908,0.69,8.08,1722,0.62,7.29
2014/1,-87,-0.03,-0.37,-92,-0.03,-0.39,1630,0.59,6.9,1722,0.62,7.29
2014/2,-137,-0.05,-0.64,-136,-0.05,-0.64,1681,0.6,7.88,1817,0.65,8.52
2014/3,-984,-0.35,-4.17,19,0.01,0.08,1855,0.67,7.86,1836,0.66,7.78
2014/4,-537,-0.19,-2.35,191,0.07,0.84,1876,0.68,8.22,1685,0.61,7.38
2014/5,-717,-0.26,-3.04,67,0.02,0.28,1707,0.61,7.24,1640,0.59,6.95
2014/6,-119,-0.04,-0.52,156,0.06,0.68,1740,0.63,7.62,1584,0.57,6.94
2014/7,-56,-0.02,-0.24,197,0.07,0.84,1910,0.69,8.1,1713,0.62,7.26
2014/8,78,0.03,0.33,95,0.03,0.4,1713,0.62,7.26,1618,0.58,6.86
2014/9,143,0.05,0.63,255,0.09,1.12,1971,0.71,8.63,1716,0.62,7.52
2014/10,312,0.11,1.32,537,0.19,2.28,2174,0.78,9.22,1637,0.59,6.94
2014/11,382,0.14,1.67,481,0.17,2.11,1931,0.7,8.46,1450,0.52,6.35
2014/12,837,0.3,3.55,468,0.17,1.98,2332,0.84,9.88,1864,0.67,7.9
2015/1,363,0.13,1.54,154,0.06,0.65,1879,0.68,7.96,1725,0.62,7.31
2015/2,172,0.06,0.81,28,0.01,0.13,1561,0.56,7.32,1533,0.55,7.19
2015/3,-391,-0.14,-1.66,44,0.02,0.19,2012,0.72,8.52,1968,0.71,8.34
2015/4,-222,-0.08,-0.97,45,0.02,0.2,1703,0.61,7.46,1658,0.6,7.26
2015/5,-121,-0.04,-0.51,90,0.03,0.38,1659,0.6,7.03,1569,0.56,6.65
2015/6,42,0.02,0.18,22,0.01,0.1,1833,0.66,8.03,1811,0.65,7.93
2015/7,-559,-0.2,-2.37,-9,-0,-0.04,1816,0.65,7.7,1825,0.66,7.73
2015/8,-328,-0.12,-1.39,215,0.08,0.91,1786,0.64,7.57,1571,0.57,6.66
2015/9,-78,-0.03,-0.34,250,0.09,1.09,1855,0.67,8.12,1605,0.58,7.03
2015/10,379,0.14,1.61,451,0.16,1.91,2185,0.79,9.26,1734,0.62,7.35
2015/11,263,0.09,1.15,331,0.12,1.45,2001,0.72,8.76,1670,0.6,7.31
2015/12,406,0.15,1.72,340,0.12,1.44,2179,0.78,9.23,1839,0.66,7.79
2016/1,-189,-0.07,-0.8,17,0.01,0.07,1769,0.64,7.52,1752,0.63,7.44
2016/2,-155,-0.06,-0.7,-250,-0.09,-1.14,1644,0.59,7.47,1894,0.68,8.6
2016/3,-334,-0.12,-1.42,-324,-0.12,-1.38,1956,0.7,8.31,2280,0.82,9.69
2016/4,-133,-0.05,-0.58,-77,-0.03,-0.34,1645,0.59,7.22,1722,0.62,7.56
2016/5,-323,-0.12,-1.37,-42,-0.02,-0.18,1672,0.6,7.11,1714,0.62,7.28
2016/6,308,0.11,1.35,-89,-0.03,-0.39,1620,0.58,7.11,1709,0.62,7.51
2016/7,193,0.07,0.82,30,0.01,0.13,1738,0.63,7.39,1708,0.61,7.26
2016/8,33,0.01,0.14,93,0.03,0.4,1859,0.67,7.9,1766,0.64,7.5
2016/9,14,0.01,0.06,134,0.05,0.59,1795,0.65,7.88,1661,0.6,7.29
2016/10,43,0.02,0.18,241,0.09,1.02,1994,0.72,8.47,1753,0.63,7.45
2016/11,395,0.14,1.73,322,0.12,1.41,1990,0.72,8.74,1668,0.6,7.32
2016/12,601,0.22,2.55,337,0.12,1.43,2075,0.75,8.82,1738,0.63,7.38
2017/1,-39,-0.01,-0.17,-45,-0.02,-0.19,1542,0.55,6.53,1587,0.57,6.72
2017/2,-280,-0.1,-1.31,-177,-0.06,-0.83,1669,0.6,7.83,1846,0.66,8.66
2017/3,-326,-0.12,-1.38,-194,-0.07,-0.82,1966,0.71,8.33,2160,0.78,9.15
2017/4,8,0,0.04,-66,-0.02,-0.29,1502,0.54,6.58,1568,0.56,6.87
2017/5,-319,-0.11,-1.35,-19,-0.01,-0.08,1643,0.59,6.96,1662,0.6,7.04
2017/6,-392,-0.14,-1.72,-185,-0.07,-0.81,1613,0.58,7.06,1798,0.65,7.87
2017/7,-150,-0.05,-0.64,-318,-0.11,-1.35,1514,0.55,6.42,1832,0.66,7.76
2017/8,-309,-0.11,-1.31,-220,-0.08,-0.93,1818,0.65,7.71,2038,0.73,8.64
2017/9,-543,-0.2,-2.38,-43,-0.02,-0.19,1692,0.61,7.41,1735,0.62,7.6
2017/10,-230,-0.08,-0.98,-38,-0.01,-0.16,1742,0.63,7.39,1780,0.64,7.55
2017/11,55,0.02,0.24,123,0.04,0.54,1803,0.65,7.9,1680,0.61,7.36
2017/12,66,0.02,0.28,74,0.03,0.31,1756,0.63,7.45,1682,0.61,7.13
2018/1,-126,-0.05,-0.53,-145,-0.05,-0.61,1929,0.69,8.18,2074,0.75,8.79
2018/2,-420,-0.15,-1.97,-200,-0.07,-0.94,1524,0.55,7.16,1724,0.62,8.09
2018/3,-431,-0.16,-1.83,-259,-0.09,-1.1,1825,0.66,7.74,2084,0.75,8.84
2018/4,-617,-0.22,-2.7,-226,-0.08,-0.99,1501,0.54,6.58,1727,0.62,7.57
2018/5,-995,-0.36,-4.22,-129,-0.05,-0.55,1648,0.59,6.99,1777,0.64,7.54
2018/6,-391,-0.14,-1.71,-237,-0.09,-1.04,1438,0.52,6.31,1675,0.6,7.35
2018/7,-426,-0.15,-1.81,-230,-0.08,-0.98,1595,0.58,6.77,1825,0.66,7.75
2018/8,-413,-0.15,-1.75,-62,-0.02,-0.26,1656,0.6,7.03,1718,0.62,7.29
2018/9,-273,-0.1,-1.2,-79,-0.03,-0.35,1603,0.58,7.03,1682,0.61,7.38
2018/10,-196,-0.07,-0.83,-113,-0.04,-0.48,1805,0.65,7.66,1918,0.69,8.14
2018/11,377,0.14,1.65,211,0.08,0.93,1890,0.68,8.29,1679,0.61,7.37
2018/12,532,0.19,2.26,80,0.03,0.34,1693,0.61,7.19,1613,0.58,6.85
2019/1,74,0.03,0.31,-189,-0.07,-0.8,1840,0.66,7.81,2029,0.73,8.61
2019/2,-11,-0,-0.05,-277,-0.1,-1.3,1391,0.5,6.54,1668,0.6,7.84
2019/3,-325,-0.12,-1.38,-359,-0.13,-1.52,1526,0.55,6.48,1885,0.68,8
2019/4,-42,-0.02,-0.18,-282,-0.1,-1.24,1551,0.56,6.8,1833,0.66,8.04
2019/5,-203,-0.07,-0.86,-143,-0.05,-0.61,1613,0.58,6.85,1756,0.63,7.46
2019/6,151,0.05,0.66,-165,-0.06,-0.72,1443,0.52,6.33,1608,0.58,7.05
2019/7,414,0.15,1.76,-263,-0.09,-1.12,1750,0.63,7.43,2013,0.73,8.55
2019/8,195,0.07,0.83,-99,-0.04,-0.42,1615,0.58,6.86,1714,0.62,7.28
2019/9,-587,-0.21,-2.57,-268,-0.1,-1.18,1601,0.58,7.02,1869,0.67,8.2
2019/10,-72,-0.03,-0.31,-142,-0.05,-0.6,1703,0.61,7.23,1845,0.67,7.83
2019/11,-67,-0.02,-0.29,-61,-0.02,-0.27,1654,0.6,7.26,1715,0.62,7.52
2019/12,138,0.05,0.59,-126,-0.05,-0.53,1760,0.63,7.47,1886,0.68,8.01
2020/1,1373,0.5,5.85,-470,-0.17,-2,1375,0.5,5.85,1845,0.67,7.85
2020/2,-255,-0.09,-1.16,-519,-0.19,-2.36,1532,0.55,6.97,2051,0.74,9.33
2020/3,-332,-0.12,-1.41,-496,-0.18,-2.11,1542,0.56,6.56,2038,0.73,8.67
2020/4,-583,-0.21,-2.56,-213,-0.08,-0.94,1493,0.54,6.57,1706,0.62,7.5
2020/5,-567,-0.2,-2.41,-325,-0.12,-1.38,1352,0.49,5.76,1677,0.6,7.14
2020/6,-988,-0.36,-4.35,-155,-0.06,-0.68,1599,0.58,7.04,1754,0.63,7.72
2020/7,-1192,-0.43,-5.08,-384,-0.14,-1.64,1435,0.52,6.11,1819,0.66,7.75
2020/8,-1220,-0.44,-5.2,-258,-0.09,-1.1,1472,0.53,6.27,1730,0.62,7.37
2020/9,-1503,-0.54,-6.62,-118,-0.04,-0.52,1666,0.6,7.34,1784,0.64,7.86
2020/10,-548,-0.2,-2.34,54,0.02,0.23,1683,0.61,7.18,1629,0.59,6.95
2020/11,-631,-0.23,-2.78,-46,-0.02,-0.2,1786,0.65,7.87,1832,0.66,8.08
2020/12,-820,-0.3,-3.5,147,0.05,0.63,1994,0.72,8.51,1847,0.67,7.88
2021/1,-1641,-0.59,-6.99,-986,-0.36,-4.2,1128,0.41,4.8,2114,0.76,9
2021/2,-1234,-0.45,-5.82,-479,-0.17,-2.26,1327,0.48,6.26,1806,0.65,8.52
2021/3,-1595,-0.58,-6.8,-420,-0.15,-1.79,1627,0.59,6.94,2047,0.74,8.73
2021/4,-1434,-0.52,-6.32,-399,-0.14,-1.76,1340,0.49,5.91,1739,0.63,7.66
2021/5,-1534,-0.56,-6.54,-422,-0.15,-1.8,1521,0.55,6.49,1943,0.7,8.29
2021/6,-1289,-0.47,-5.69,-317,-0.11,-1.4,1687,0.61,7.44,2004,0.73,8.84
2021/7,-1714,-0.62,-7.32,-459,-0.17,-1.96,1423,0.52,6.08,1882,0.68,8.04
2021/8,-1961,-0.71,-8.38,-417,-0.15,-1.78,1453,0.53,6.21,1870,0.68,7.99
2021/9,-2213,-0.8,-9.78,-186,-0.07,-0.82,1585,0.58,7.01,1771,0.64,7.83
2021/10,-2024,-0.74,-8.66,-241,-0.09,-1.03,1601,0.58,6.85,1842,0.67,7.89
2021/11,-2354,-0.86,-10.42,-276,-0.1,-1.22,1696,0.62,7.51,1972,0.72,8.73
2021/12,-2248,-0.82,-9.64,-272,-0.1,-1.17,1664,0.61,7.14,1936,0.71,8.3
2022/1,-2659,-0.97,-11.41,-464,-0.17,-1.99,1501,0.55,6.44,1965,0.72,8.43
2022/2,-4030,-1.47,-19.16,-667,-0.24,-3.17,1183,0.43,5.63,1850,0.68,8.8
2022/3,-6220,-2.27,-26.75,-763,-0.28,-3.28,1459,0.53,6.28,2222,0.81,9.57
2022/4,-5695,-2.08,-25.36,-509,-0.19,-2.27,1274,0.47,5.68,1783,0.65,7.95
2022/5,-1953,-0.72,-8.44,-957,-0.35,-4.13,1094,0.4,4.73,2051,0.75,8.86
2022/6,-957,-0.35,-4.27,-1348,-0.49,-6.02,1266,0.46,5.66,2614,0.96,11.68
2022/7,-273,-0.1,-1.18,-1120,-0.41,-4.84,1236,0.45,5.34,2356,0.87,10.19
2022/8,-191,-0.07,-0.83,-842,-0.31,-3.64,1356,0.5,5.86,2198,0.81,9.5
2022/9,3,0,0.01,-531,-0.2,-2.37,1493,0.55,6.67,2024,0.74,9.04
2022/10,779,0.29,3.37,-695,-0.26,-3.01,1373,0.5,5.94,2068,0.76,8.94
2022/11,1705,0.63,7.62,-689,-0.25,-3.08,1470,0.54,6.56,2159,0.79,9.64
2022/12,2937,1.08,12.69,-744,-0.27,-3.21,1428,0.52,6.17,2172,0.8,9.38
