y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2010/6,-56,-5.61,-68.24,2,0.2,2.44,5,0.5,6.11,3,0.3,3.67
2010/7,-3,-0.3,-3.56,7,0.71,8.3,11,1.11,13.05,4,0.4,4.74
2010/8,23,2.32,27.28,6,0.6,7.11,10,1.01,11.85,4,0.4,4.74
2010/9,8,0.8,9.78,1,0.1,1.22,5,0.5,6.11,4,0.4,4.89
2010/10,-26,-2.61,-30.75,1,0.1,1.18,6,0.6,7.1,5,0.5,5.92
2010/11,13,1.31,15.93,5,0.5,6.12,8,0.81,9.79,3,0.3,3.67
2010/12,0,0,0,8,0.8,9.47,10,1.01,11.84,2,0.2,2.37
2011/1,15,1.51,17.76,4,0.4,4.73,5,0.5,5.92,1,0.1,1.18
2011/2,-22,-2.21,-28.8,6,0.6,7.86,8,0.8,10.48,2,0.2,2.62
2011/3,33,3.32,39.1,10,1,11.83,14,1.41,16.56,4,0.4,4.73
2011/4,21,2.11,25.63,8,0.8,9.75,15,1.5,18.29,7,0.7,8.53
2011/5,0,0,0,12,1.2,14.14,15,1.5,17.68,3,0.3,3.54
2011/6,19,1.9,23.14,9,0.9,10.95,11,1.1,13.38,2,0.2,2.43
2011/7,-19,-1.9,-22.35,1,0.1,1.18,9,0.9,10.6,8,0.8,9.42
2011/8,19,1.9,22.39,7,0.7,8.24,10,1,11.77,3,0.3,3.53
2011/9,48,4.8,58.34,11,1.1,13.34,15,1.49,18.19,4,0.4,4.85
2011/10,26,2.59,30.44,3,0.3,3.51,11,1.09,12.86,8,0.79,9.35
2011/11,20,1.98,24.13,5,0.5,6.03,11,1.09,13.26,6,0.59,7.23
2011/12,2,0.2,2.33,7,0.69,8.16,8,0.79,9.32,1,0.1,1.17
2012/1,27,2.67,31.54,10,0.99,11.67,12,1.19,14,2,0.2,2.33
2012/2,2,0.2,2.49,11,1.09,13.7,13,1.28,16.19,2,0.2,2.49
2012/3,-4,-0.39,-4.66,2,0.2,2.33,7,0.69,8.16,5,0.49,5.83
2012/4,-6,-0.59,-7.23,5,0.49,6.02,11,1.09,13.25,6,0.59,7.23
2012/5,47,4.64,54.81,6,0.59,6.98,10,0.99,11.63,4,0.39,4.65
2012/6,81,7.96,97.15,14,1.37,16.72,15,1.47,17.92,1,0.1,1.19
2012/7,371,36.18,427.21,13,1.25,14.7,17,1.63,19.23,4,0.38,4.52
2012/8,170,16,188.92,9,0.84,9.92,13,1.21,14.33,4,0.37,4.41
2012/9,143,13.25,161.63,9,0.83,10.11,12,1.1,13.47,3,0.28,3.37
2012/10,121,11.06,130.62,12,1.09,12.88,15,1.36,16.1,3,0.27,3.22
2012/11,138,12.48,152.25,16,1.44,17.54,19,1.71,20.83,3,0.27,3.29
2012/12,114,10.18,120.22,8,0.71,8.39,10,0.89,10.49,2,0.18,2.1
2013/1,107,9.46,111.39,14,1.23,14.51,17,1.5,17.61,3,0.26,3.11
2013/2,95,8.32,108.47,10,0.87,11.37,12,1.05,13.64,2,0.17,2.27
2013/3,83,7.21,84.89,3,0.26,3.06,8,0.69,8.15,5,0.43,5.1
2013/4,42,3.62,44.07,4,0.34,4.19,10,0.86,10.47,6,0.52,6.28
2013/5,65,5.59,65.77,11,0.94,11.1,19,1.63,19.17,8,0.69,8.07
2013/6,69,5.9,71.74,8,0.68,8.29,13,1.11,13.48,5,0.43,5.18
2013/7,98,8.33,98.03,-2,-0.17,-1.99,9,0.76,8.97,11,0.93,10.96
2013/8,86,7.25,85.31,6,0.5,5.93,14,1.18,13.84,8,0.67,7.91
2013/9,86,7.19,87.52,7,0.58,7.1,14,1.17,14.2,7,0.58,7.1
2013/10,38,3.16,37.16,12,1,11.72,14,1.16,13.67,2,0.17,1.95
2013/11,32,2.65,32.23,7,0.58,7.04,12,0.99,12.07,5,0.41,5.03
2013/12,54,4.46,52.5,10,0.82,9.7,11,0.91,10.67,1,0.08,0.97
2014/1,30,2.47,29.04,4,0.33,3.87,11,0.9,10.63,7,0.57,6.77
2014/2,33,2.71,35.23,1,0.08,1.07,10,0.82,10.67,9,0.74,9.61
2014/3,83,6.79,79.65,7,0.57,6.72,12,0.98,11.52,5,0.41,4.8
2014/4,31,2.52,30.6,11,0.89,10.86,16,1.3,15.79,5,0.41,4.94
2014/5,23,1.86,21.92,0,0,0,9,0.73,8.58,9,0.73,8.58
2014/6,61,4.93,59.87,12,0.97,11.78,17,1.37,16.69,5,0.4,4.91
2014/7,35,2.82,33.12,10,0.8,9.46,16,1.29,15.14,6,0.48,5.68
2014/8,-23,-1.85,-21.75,13,1.04,12.29,15,1.2,14.19,2,0.16,1.89
2014/9,43,3.46,41.99,15,1.2,14.65,17,1.36,16.6,2,0.16,1.95
2014/10,31,2.48,29.21,11,0.88,10.36,15,1.2,14.13,4,0.32,3.77
2014/11,16,1.28,15.55,20,1.6,19.44,23,1.84,22.35,3,0.24,2.92
2014/12,-22,-1.76,-20.69,6,0.48,5.64,12,0.96,11.29,6,0.48,5.64
2015/1,32,2.56,30.13,18,1.44,16.93,25,2,23.51,7,0.56,6.58
2015/2,-4,-0.32,-4.16,9,0.72,9.36,12,0.96,12.48,3,0.24,3.12
2015/3,-30,-2.39,-28.18,9,0.72,8.46,16,1.28,15.05,7,0.56,6.58
2015/4,-19,-1.52,-18.49,10,0.8,9.74,12,0.96,11.69,2,0.16,1.95
2015/5,-9,-0.72,-8.49,4,0.32,3.77,7,0.56,6.6,3,0.24,2.83
2015/6,20,1.6,19.5,11,0.88,10.72,14,1.12,13.64,3,0.24,2.92
2015/7,10,0.8,9.42,10,0.8,9.42,12,0.96,11.3,2,0.16,1.88
2015/8,18,1.44,16.95,5,0.4,4.7,9,0.72,8.47,4,0.32,3.76
2015/9,21,1.68,20.4,3,0.24,2.91,8,0.64,7.77,5,0.4,4.85
2015/10,2,0.16,1.88,8,0.64,7.51,14,1.12,13.14,6,0.48,5.63
2015/11,-1,-0.08,-0.97,10,0.8,9.7,13,1.04,12.61,3,0.24,2.91
2015/12,1,0.08,0.94,14,1.12,13.14,23,1.83,21.58,9,0.72,8.45
2016/1,-14,-1.12,-13.17,7,0.56,6.59,12,0.96,11.3,5,0.4,4.71
2016/2,-10,-0.8,-10.07,5,0.4,5.04,13,1.04,13.1,8,0.64,8.06
2016/3,7,0.56,6.6,4,0.32,3.77,9,0.72,8.48,5,0.4,4.71
2016/4,-8,-0.64,-7.79,5,0.4,4.87,10,0.8,9.74,5,0.4,4.87
2016/5,-4,-0.32,-3.77,4,0.32,3.77,10,0.8,9.43,6,0.48,5.66
2016/6,18,1.44,17.54,13,1.04,12.66,16,1.28,15.58,3,0.24,2.92
2016/7,-5,-0.4,-4.71,9,0.72,8.48,11,0.88,10.36,2,0.16,1.88
2016/8,19,1.52,17.9,13,1.04,12.24,18,1.44,16.95,5,0.4,4.71
2016/9,36,2.87,35,9,0.72,8.74,13,1.03,12.62,4,0.32,3.88
2016/10,12,0.95,11.26,10,0.79,9.38,16,1.27,15,6,0.48,5.63
2016/11,10,0.79,9.68,15,1.19,14.52,18,1.43,17.42,3,0.24,2.9
2016/12,-13,-1.03,-12.17,15,1.19,14.05,18,1.43,16.86,3,0.24,2.81
2017/1,54,4.29,50.48,5,0.4,4.66,8,0.63,7.46,3,0.24,2.8
2017/2,1,0.08,1.03,7,0.55,7.21,10,0.79,10.31,3,0.24,3.09
2017/3,28,2.21,26.06,8,0.63,7.44,12,0.95,11.16,4,0.32,3.72
2017/4,9,0.71,8.64,7,0.55,6.72,14,1.1,13.43,7,0.55,6.72
2017/5,9,0.71,8.35,4,0.32,3.71,12,0.95,11.13,8,0.63,7.42
2017/6,20,1.58,19.17,8,0.63,7.66,15,1.18,14.36,7,0.55,6.7
2017/7,11,0.87,10.19,0,0,0,7,0.55,6.48,7,0.55,6.48
2017/8,29,2.28,26.83,11,0.86,10.16,15,1.18,13.86,4,0.31,3.7
2017/9,10,0.78,9.54,15,1.18,14.3,18,1.41,17.16,3,0.24,2.86
2017/10,57,4.46,52.57,3,0.23,2.76,9,0.7,8.28,6,0.47,5.52
2017/11,18,1.4,17.08,4,0.31,3.79,9,0.7,8.53,5,0.39,4.74
2017/12,39,3.04,35.76,3,0.23,2.75,10,0.78,9.16,7,0.54,6.41
2018/1,26,2.02,23.77,4,0.31,3.65,10,0.78,9.13,6,0.47,5.48
2018/2,-4,-0.31,-4.04,1,0.08,1.01,9,0.7,9.09,8,0.62,8.08
2018/3,21,1.63,19.16,11,0.85,10.03,17,1.32,15.5,6,0.46,5.47
2018/4,35,2.71,32.95,7,0.54,6.58,12,0.93,11.28,5,0.39,4.7
2018/5,45,3.47,40.89,4,0.31,3.63,5,0.39,4.54,1,0.08,0.91
2018/6,41,3.15,38.36,5,0.38,4.67,8,0.61,7.47,3,0.23,2.8
2018/7,32,2.45,28.88,3,0.23,2.7,8,0.61,7.21,5,0.38,4.51
2018/8,-2,-0.15,-1.8,8,0.61,7.2,9,0.69,8.1,1,0.08,0.9
2018/9,-16,-1.22,-14.89,-3,-0.23,-2.79,4,0.31,3.72,7,0.54,6.52
2018/10,4,0.31,3.61,7,0.54,6.31,13,1,11.72,6,0.46,5.41
2018/11,-20,-1.53,-18.63,10,0.77,9.32,17,1.3,15.85,7,0.54,6.53
2018/12,14,1.07,12.64,12,0.92,10.83,21,1.61,18.95,9,0.69,8.12
2019/1,23,1.76,20.74,9,0.69,8.11,12,0.92,10.81,3,0.23,2.7
2019/2,-6,-0.46,-5.98,3,0.23,2.99,8,0.61,7.98,5,0.38,4.98
2019/3,-20,-1.53,-18.01,4,0.31,3.61,11,0.84,9.91,7,0.54,6.31
2019/4,3,0.23,2.8,8,0.61,7.46,11,0.84,10.25,3,0.23,2.8
2019/5,39,2.99,35.17,12,0.92,10.81,17,1.3,15.31,5,0.38,4.5
2019/6,0,0,0,4,0.31,3.72,10,0.76,9.29,6,0.46,5.57
2019/7,-33,-2.52,-29.67,9,0.69,8.1,13,0.99,11.7,4,0.31,3.6
2019/8,11,0.84,9.92,7,0.54,6.31,15,1.15,13.52,8,0.61,7.21
2019/9,-13,-0.99,-12.1,18,1.38,16.76,21,1.61,19.55,3,0.23,2.79
2019/10,29,2.22,26.14,-2,-0.15,-1.8,8,0.61,7.2,10,0.77,9.01
2019/11,4,0.31,3.72,6,0.46,5.58,10,0.76,9.29,4,0.31,3.72
2020/1,-9,-0.69,-8.12,1,0.08,0.9,7,0.53,6.32,6,0.46,5.41
2020/2,-21,-1.61,-20.26,5,0.38,4.83,10,0.77,9.66,5,0.38,4.83
2020/3,-25,-1.91,-22.6,3,0.23,2.71,14,1.07,12.67,11,0.84,9.95
2020/4,11,0.84,10.3,4,0.31,3.74,10,0.77,9.36,6,0.46,5.61
2020/5,-9,-0.69,-8.15,3,0.23,2.72,9,0.69,8.15,6,0.46,5.43
2020/6,13,1,12.17,4,0.31,3.74,9,0.69,8.42,5,0.38,4.68
2020/7,74,5.67,66.95,5,0.38,4.51,10,0.76,9.02,5,0.38,4.51
2020/8,-34,-2.59,-30.59,4,0.31,3.6,10,0.76,9.01,6,0.46,5.41
2020/9,43,3.29,40.08,2,0.15,1.86,9,0.69,8.37,7,0.53,6.51
2020/10,17,1.29,15.28,5,0.38,4.49,10,0.76,8.98,5,0.38,4.49
2020/11,50,3.8,46.39,6,0.46,5.56,10,0.76,9.26,4,0.3,3.7
2020/12,80,6.06,71.56,4,0.3,3.57,9,0.68,8.03,5,0.38,4.46
2021/1,24,1.81,21.28,1,0.08,0.89,5,0.38,4.43,4,0.3,3.54
2021/2,-7,-0.53,-6.86,2,0.15,1.96,7,0.53,6.86,5,0.38,4.9
2021/3,40,3.01,35.42,1,0.08,0.88,9,0.68,7.96,8,0.6,7.07
2021/4,67,5.02,61.13,0,0,0,8,0.6,7.28,8,0.6,7.28
2021/5,34,2.54,29.87,5,0.37,4.39,11,0.82,9.65,6,0.45,5.26
2021/6,-13,-0.97,-11.77,6,0.45,5.44,9,0.67,8.15,3,0.22,2.72
2021/7,25,1.86,21.93,9,0.67,7.89,11,0.82,9.64,2,0.15,1.75
2021/8,-29,-2.16,-25.39,8,0.6,7.01,14,1.04,12.27,6,0.45,5.26
2021/9,9,0.67,8.16,-3,-0.22,-2.72,8,0.6,7.25,11,0.82,9.97
2021/10,87,6.48,76.28,6,0.45,5.24,12,0.89,10.49,6,0.45,5.24
2021/11,61,4.51,54.91,6,0.44,5.39,12,0.89,10.78,6,0.44,5.39
2021/12,68,5.01,58.97,3,0.22,2.6,7,0.51,6.06,4,0.29,3.46
2022/1,20,1.47,17.26,6,0.44,5.17,9,0.66,7.76,3,0.22,2.59
2022/2,-3,-0.22,-2.86,0,0,0,5,0.37,4.77,5,0.37,4.77
2022/3,49,3.59,42.23,3,0.22,2.58,9,0.66,7.74,6,0.44,5.16
2022/4,41,2.99,36.38,-1,-0.07,-0.89,5,0.36,4.43,6,0.44,5.32
2022/5,30,2.18,25.69,-2,-0.15,-1.71,6,0.44,5.13,8,0.58,6.84
2022/6,41,2.97,36.19,5,0.36,4.41,9,0.65,7.93,4,0.29,3.53
2022/7,66,4.77,56.22,1,0.07,0.85,11,0.79,9.35,10,0.72,8.5
2022/8,13,0.94,11.02,3,0.22,2.54,8,0.58,6.78,5,0.36,4.24
2022/9,36,2.59,31.51,2,0.14,1.75,9,0.65,7.87,7,0.5,6.12
2022/10,38,2.73,32.1,6,0.43,5.06,12,0.86,10.12,6,0.43,5.06
2022/11,13,0.93,11.32,0,0,0,13,0.93,11.31,13,0.93,11.31
2022/12,-6,-0.43,-5.05,2,0.14,1.68,8,0.57,6.73,6,0.43,5.05
2023/1,7,0.5,5.89,4,0.29,3.37,10,0.71,8.42,6,0.43,5.05
2023/2,-7,-0.5,-6.52,9,0.64,8.39,14,1,13.05,5,0.36,4.66
