y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2011/10,-177,-0.77,-9.12,-36,-0.16,-1.85,131,0.57,6.75,167,0.73,8.6
2011/11,-24,-0.11,-1.28,3,0.01,0.16,172,0.75,9.16,169,0.74,9
2011/12,-140,-0.61,-7.22,-40,-0.18,-2.06,149,0.65,7.68,189,0.83,9.74
2012/1,-172,-0.75,-8.9,-47,-0.21,-2.43,150,0.66,7.76,197,0.86,10.19
2012/2,-184,-0.81,-10.18,-66,-0.29,-3.65,154,0.68,8.52,220,0.96,12.18
2012/3,-162,-0.71,-8.39,-66,-0.29,-3.42,143,0.63,7.41,209,0.92,10.83
2012/4,-194,-0.85,-10.39,-57,-0.25,-3.05,153,0.67,8.2,210,0.92,11.25
2012/5,-178,-0.78,-9.23,-56,-0.25,-2.91,140,0.62,7.27,196,0.86,10.17
2012/6,-206,-0.91,-11.05,-29,-0.13,-1.56,142,0.62,7.62,171,0.75,9.18
2012/7,-180,-0.79,-9.35,-65,-0.29,-3.38,141,0.62,7.33,206,0.91,10.71
2012/8,-236,-1.04,-12.27,-46,-0.2,-2.39,164,0.72,8.53,210,0.93,10.93
2012/9,-157,-0.69,-8.45,-20,-0.09,-1.08,151,0.67,8.13,171,0.75,9.2
2012/10,-108,-0.48,-5.63,-40,-0.18,-2.08,189,0.83,9.85,229,1.01,11.93
2012/11,-130,-0.57,-7,-9,-0.04,-0.48,188,0.83,10.13,197,0.87,10.61
2012/12,-131,-0.58,-6.83,-66,-0.29,-3.44,143,0.63,7.46,209,0.92,10.9
2013/1,-159,-0.7,-8.27,-48,-0.21,-2.5,172,0.76,8.95,220,0.97,11.45
2013/2,-46,-0.2,-2.65,-70,-0.31,-4.04,117,0.52,6.75,187,0.83,10.78
2013/3,-149,-0.66,-7.76,-38,-0.17,-1.98,160,0.71,8.34,198,0.88,10.32
2013/4,-64,-0.28,-3.45,-55,-0.24,-2.96,137,0.61,7.38,192,0.85,10.34
2013/5,-276,-1.22,-14.39,-85,-0.38,-4.43,125,0.55,6.52,210,0.93,10.96
2013/6,-151,-0.67,-8.14,-66,-0.29,-3.56,110,0.49,5.94,176,0.78,9.5
2013/7,-137,-0.61,-7.16,-65,-0.29,-3.4,132,0.59,6.9,197,0.87,10.29
2013/8,-133,-0.59,-6.95,-57,-0.25,-2.98,126,0.56,6.59,183,0.81,9.57
2013/9,-148,-0.66,-8,-61,-0.27,-3.3,141,0.63,7.62,202,0.9,10.92
2013/10,-53,-0.24,-2.77,-53,-0.24,-2.77,158,0.7,8.27,211,0.94,11.04
2013/11,-61,-0.27,-3.3,-76,-0.34,-4.11,115,0.51,6.22,191,0.85,10.33
2013/12,-54,-0.24,-2.83,-26,-0.12,-1.36,164,0.73,8.59,190,0.85,9.95
2014/1,-83,-0.37,-4.35,-77,-0.34,-4.03,136,0.61,7.12,213,0.95,11.16
2014/2,15,0.07,0.87,-100,-0.44,-5.8,130,0.58,7.54,230,1.02,13.34
2014/3,-78,-0.35,-4.09,-72,-0.32,-3.77,149,0.66,7.81,221,0.98,11.58
2014/4,128,0.57,6.93,-92,-0.41,-4.98,138,0.61,7.47,230,1.02,12.45
2014/5,102,0.45,5.34,-29,-0.13,-1.52,138,0.61,7.23,167,0.74,8.74
2014/6,136,0.6,7.35,-28,-0.12,-1.51,148,0.66,8,176,0.78,9.52
2014/7,129,0.57,6.75,-39,-0.17,-2.04,154,0.68,8.06,193,0.86,10.09
2014/8,-109,-0.48,-5.7,-61,-0.27,-3.19,133,0.59,6.96,194,0.86,10.15
2014/9,-130,-0.58,-7.03,-48,-0.21,-2.6,160,0.71,8.65,208,0.92,11.25
2014/10,-124,-0.55,-6.49,-64,-0.28,-3.35,155,0.69,8.12,219,0.97,11.47
2014/11,-88,-0.39,-4.76,-63,-0.28,-3.41,148,0.66,8.01,211,0.94,11.42
2014/12,-249,-1.11,-13.05,-89,-0.4,-4.67,150,0.67,7.86,239,1.06,12.53
2015/1,-252,-1.12,-13.22,-69,-0.31,-3.62,146,0.65,7.66,215,0.96,11.28
2015/2,-126,-0.56,-7.33,-69,-0.31,-4.01,105,0.47,6.11,174,0.78,10.12
2015/3,0,0,0,0,0,0,146,0.65,7.68,229,1.02,12.04
2015/4,0,0,0,0,0,0,99,0.44,5.38,238,1.06,12.94
2015/5,0,0,0,0,0,0,110,0.49,5.8,181,0.81,9.54
2015/6,-137,-0.61,-7.46,-96,-0.43,-5.23,124,0.56,6.76,220,0.99,11.99
2015/7,-164,-0.73,-8.65,-86,-0.39,-4.54,126,0.56,6.65,212,0.95,11.19
2015/8,-58,-0.26,-3.06,-61,-0.27,-3.22,124,0.56,6.55,185,0.83,9.77
2015/9,-57,-0.26,-3.11,-6,-0.03,-0.33,153,0.69,8.35,159,0.71,8.68
2015/10,-202,-0.91,-10.67,-62,-0.28,-3.28,143,0.64,7.56,205,0.92,10.83
2015/11,-63,-0.28,-3.44,-4,-0.02,-0.22,173,0.78,9.45,177,0.79,9.67
2015/12,-193,-0.87,-10.21,-70,-0.31,-3.7,156,0.7,8.25,226,1.02,11.96
2016/1,-208,-0.94,-11.04,-64,-0.29,-3.4,141,0.63,7.49,205,0.92,10.89
2016/2,-126,-0.57,-7.16,-106,-0.48,-6.02,101,0.45,5.74,207,0.93,11.76
2016/3,-144,-0.65,-7.65,-141,-0.64,-7.5,146,0.66,7.76,287,1.29,15.26
2016/4,-157,-0.71,-8.63,-66,-0.3,-3.63,128,0.58,7.04,194,0.87,10.67
2016/5,-184,-0.83,-9.79,-92,-0.41,-4.9,124,0.56,6.6,216,0.97,11.5
2016/6,-129,-0.58,-7.1,-80,-0.36,-4.4,130,0.59,7.16,210,0.95,11.56
2016/7,-96,-0.43,-5.12,-108,-0.49,-5.76,118,0.53,6.29,226,1.02,12.05
2016/8,-84,-0.38,-4.48,-95,-0.43,-5.07,113,0.51,6.03,208,0.94,11.09
2016/9,-125,-0.56,-6.89,-67,-0.3,-3.69,131,0.59,7.22,198,0.89,10.92
2016/10,-101,-0.46,-5.39,-58,-0.26,-3.1,152,0.69,8.11,210,0.95,11.21
2016/11,-156,-0.71,-8.61,-77,-0.35,-4.25,121,0.55,6.68,198,0.9,10.93
2016/12,-140,-0.63,-7.48,-73,-0.33,-3.9,150,0.68,8.02,223,1.01,11.92
2017/1,-90,-0.41,-4.8,-86,-0.39,-4.59,97,0.44,5.17,183,0.83,9.76
2017/2,-80,-0.36,-4.72,-72,-0.33,-4.25,132,0.6,7.8,204,0.92,12.05
2017/3,-167,-0.76,-8.91,-81,-0.37,-4.32,143,0.65,7.63,224,1.02,11.96
2017/4,-221,-1,-12.2,-94,-0.43,-5.19,110,0.5,6.07,204,0.93,11.26
2017/5,-53,-0.24,-2.83,-77,-0.35,-4.12,107,0.49,5.72,184,0.84,9.84
2017/6,-108,-0.49,-5.97,-76,-0.35,-4.2,116,0.53,6.41,192,0.87,10.61
2017/7,-109,-0.5,-5.83,-108,-0.49,-5.78,123,0.56,6.58,231,1.05,12.36
2017/8,-95,-0.43,-5.08,-110,-0.5,-5.89,111,0.5,5.94,221,1,11.83
2017/9,-163,-0.74,-9.02,-41,-0.19,-2.27,141,0.64,7.8,182,0.83,10.07
2017/10,-30,-0.14,-1.61,-42,-0.19,-2.25,132,0.6,7.07,174,0.79,9.32
2017/11,-59,-0.27,-3.27,-44,-0.2,-2.44,150,0.68,8.31,194,0.88,10.75
2017/12,-87,-0.4,-4.66,-64,-0.29,-3.43,122,0.56,6.54,186,0.85,9.97
2018/1,-73,-0.33,-3.92,-72,-0.33,-3.86,137,0.62,7.35,209,0.95,11.21
2018/2,-31,-0.14,-1.84,-101,-0.46,-6,94,0.43,5.58,195,0.89,11.58
2018/3,30,0.14,1.61,-74,-0.34,-3.97,145,0.66,7.78,219,1,11.75
2018/4,162,0.74,8.98,-61,-0.28,-3.38,113,0.51,6.26,174,0.79,9.64
2018/5,116,0.53,6.22,-73,-0.33,-3.91,117,0.53,6.27,190,0.86,10.18
2018/6,-101,-0.46,-5.59,-77,-0.35,-4.26,108,0.49,5.98,185,0.84,10.25
2018/7,-59,-0.27,-3.16,-79,-0.36,-4.24,126,0.57,6.76,205,0.93,10.99
2018/8,-95,-0.43,-5.09,-44,-0.2,-2.36,133,0.61,7.13,177,0.81,9.49
2018/9,-147,-0.67,-8.15,-66,-0.3,-3.66,120,0.55,6.65,186,0.85,10.31
2018/10,-74,-0.34,-3.97,-56,-0.26,-3.01,153,0.7,8.21,209,0.95,11.22
2018/11,-123,-0.56,-6.82,-74,-0.34,-4.11,115,0.52,6.38,189,0.86,10.49
2018/12,-226,-1.03,-12.14,-49,-0.22,-2.63,118,0.54,6.34,167,0.76,8.98
2019/1,-228,-1.04,-12.26,-66,-0.3,-3.55,156,0.71,8.39,222,1.01,11.95
2019/2,-178,-0.81,-10.61,-100,-0.46,-5.96,90,0.41,5.37,190,0.87,11.33
2019/3,-257,-1.18,-13.85,-128,-0.59,-6.9,100,0.46,5.39,228,1.04,12.29
2019/4,-137,-0.63,-7.64,-117,-0.54,-6.52,113,0.52,6.3,230,1.05,12.83
2019/5,-183,-0.84,-9.88,-94,-0.43,-5.08,113,0.52,6.1,207,0.95,11.18
2019/6,-215,-0.99,-12,-61,-0.28,-3.41,108,0.5,6.03,169,0.78,9.44
2019/7,-181,-0.83,-9.79,-85,-0.39,-4.6,112,0.51,6.06,197,0.9,10.66
2019/8,-132,-0.61,-7.14,-43,-0.2,-2.33,146,0.67,7.9,189,0.87,10.23
2019/9,-242,-1.11,-13.54,-47,-0.22,-2.63,142,0.65,7.95,189,0.87,10.58
2019/10,-92,-0.42,-4.99,-64,-0.29,-3.47,151,0.7,8.19,215,0.99,11.66
2019/11,-108,-0.5,-6.05,-62,-0.29,-3.48,120,0.55,6.73,182,0.84,10.2
2019/12,-185,-0.85,-10.04,-60,-0.28,-3.26,143,0.66,7.76,203,0.94,11.02
2020/1,-148,-0.68,-8.06,-75,-0.35,-4.09,98,0.45,5.34,173,0.8,9.43
2020/2,-180,-0.83,-10.49,-95,-0.44,-5.54,123,0.57,7.17,218,1.01,12.71
2020/3,0,0,0,0,0,0,115,0.53,6.27,220,1.02,12
2020/4,-144,-0.67,-8.12,-113,-0.52,-6.38,89,0.41,5.02,202,0.93,11.4
2020/5,-119,-0.55,-6.5,-46,-0.21,-2.51,114,0.53,6.23,160,0.74,8.74
2020/6,-105,-0.49,-5.93,-61,-0.28,-3.45,118,0.55,6.67,179,0.83,10.11
2020/7,-172,-0.8,-9.4,-116,-0.54,-6.34,104,0.48,5.69,220,1.02,12.03
2020/8,-94,-0.44,-5.14,-53,-0.25,-2.9,121,0.56,6.62,174,0.81,9.52
2020/9,-191,-0.89,-10.8,-84,-0.39,-4.75,113,0.52,6.39,197,0.91,11.15
2020/10,-15,-0.07,-0.82,-51,-0.24,-2.79,118,0.55,6.47,169,0.78,9.26
2020/11,-117,-0.54,-6.62,-78,-0.36,-4.42,120,0.56,6.8,198,0.92,11.21
2020/12,-90,-0.42,-4.93,-65,-0.3,-3.56,131,0.61,7.18,196,0.91,10.75
2021/1,-148,-0.69,-8.1,-105,-0.49,-5.75,102,0.47,5.58,207,0.96,11.33
2021/2,-130,-0.6,-7.88,-107,-0.5,-6.49,94,0.44,5.7,201,0.93,12.18
2021/3,-238,-1.11,-13.03,-103,-0.48,-5.64,116,0.54,6.36,219,1.02,12
2021/4,-146,-0.68,-8.27,-84,-0.39,-4.76,95,0.44,5.38,179,0.83,10.14
2021/5,-171,-0.8,-9.38,-120,-0.56,-6.59,96,0.45,5.27,216,1.01,11.86
2021/6,-154,-0.72,-8.74,-62,-0.29,-3.52,134,0.63,7.61,196,0.91,11.13
2021/7,-142,-0.66,-7.8,-104,-0.49,-5.72,95,0.44,5.22,199,0.93,10.94
2021/8,-176,-0.82,-9.68,-124,-0.58,-6.82,99,0.46,5.45,223,1.04,12.27
2021/9,-138,-0.64,-7.85,-16,-0.07,-0.91,131,0.61,7.45,147,0.69,8.36
2021/10,-100,-0.47,-5.51,-42,-0.2,-2.31,135,0.63,7.44,177,0.83,9.75
2021/11,-184,-0.86,-10.47,-136,-0.64,-7.75,99,0.46,5.64,235,1.1,13.38
2021/12,-148,-0.69,-8.16,-87,-0.41,-4.8,120,0.56,6.62,207,0.97,11.42
2022/1,-90,-0.42,-4.97,-65,-0.3,-3.59,112,0.52,6.18,177,0.83,9.77
2022/2,-124,-0.58,-7.58,-116,-0.54,-7.09,87,0.41,5.32,203,0.95,12.41
2022/3,-140,-0.66,-7.73,-85,-0.4,-4.7,141,0.66,7.79,226,1.06,12.49
2022/4,-73,-0.34,-4.17,-98,-0.46,-5.6,101,0.47,5.77,199,0.93,11.37
2022/5,-35,-0.16,-1.94,-145,-0.68,-8.02,104,0.49,5.75,249,1.17,13.77
2022/6,-120,-0.56,-6.86,-181,-0.85,-10.35,106,0.5,6.06,287,1.35,16.4
2022/7,87,0.41,4.81,-107,-0.5,-5.92,106,0.5,5.86,213,1,11.78
2022/8,-67,-0.31,-3.71,-125,-0.59,-6.91,133,0.62,7.36,258,1.21,14.27
