y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2018/11,1984,0.71,8.62,661,0.24,2.87,2017,0.72,8.76,1356,0.48,5.89
2018/12,2656,0.95,11.16,700,0.25,2.94,1960,0.7,8.23,1260,0.45,5.29
2019/1,2512,0.9,10.55,504,0.18,2.12,2140,0.76,8.98,1636,0.58,6.87
2019/2,919,0.33,4.27,165,0.06,0.77,1533,0.55,7.12,1368,0.49,6.35
2019/3,894,0.32,3.75,261,0.09,1.09,1772,0.63,7.43,1511,0.54,6.34
2019/4,785,0.28,3.4,350,0.12,1.52,1777,0.63,7.7,1427,0.51,6.18
2019/5,541,0.19,2.27,219,0.08,0.92,1748,0.62,7.33,1529,0.54,6.41
2019/6,674,0.24,2.92,185,0.07,0.8,1549,0.55,6.71,1364,0.49,5.91
2019/7,929,0.33,3.89,196,0.07,0.82,1809,0.64,7.58,1613,0.57,6.76
2019/8,581,0.21,2.43,284,0.1,1.19,1660,0.59,6.95,1376,0.49,5.76
2019/9,778,0.28,3.37,383,0.14,1.66,1874,0.67,8.11,1491,0.53,6.45
2019/10,890,0.32,3.73,465,0.17,1.95,1953,0.69,8.17,1488,0.53,6.23
2019/11,827,0.29,3.58,377,0.13,1.63,1745,0.62,7.55,1368,0.49,5.92
2019/12,1037,0.37,4.34,496,0.18,2.07,2042,0.73,8.54,1546,0.55,6.47
2020/1,443,0.16,1.86,-103,-0.04,-0.43,1404,0.5,5.89,1507,0.54,6.32
2020/2,348,0.12,1.56,-4,-0,-0.02,1586,0.56,7.11,1590,0.56,7.13
2020/3,615,0.22,2.58,121,0.04,0.51,1784,0.63,7.48,1663,0.59,6.97
2020/4,74,0.03,0.32,75,0.03,0.32,1556,0.55,6.74,1481,0.53,6.41
2020/5,-247,-0.09,-1.04,70,0.02,0.29,1382,0.49,5.79,1312,0.47,5.5
2020/6,423,0.15,1.83,385,0.14,1.67,1724,0.61,7.47,1339,0.48,5.8
2020/7,-125,-0.04,-0.52,-43,-0.02,-0.18,1454,0.52,6.09,1497,0.53,6.27
2020/8,27,0.01,0.11,113,0.04,0.47,1480,0.53,6.2,1367,0.49,5.73
2020/9,-40,-0.01,-0.17,275,0.1,1.19,1663,0.59,7.2,1388,0.49,6.01
2020/10,768,0.27,3.22,300,0.11,1.26,1675,0.59,7.02,1375,0.49,5.76
2020/11,1123,0.4,4.86,348,0.12,1.51,1758,0.62,7.61,1410,0.5,6.1
2020/12,2117,0.75,8.87,570,0.2,2.39,2147,0.76,8.99,1577,0.56,6.6
2021/1,156,0.06,0.65,-580,-0.21,-2.42,1055,0.37,4.4,1635,0.58,6.82
2021/2,521,0.18,2.41,-159,-0.06,-0.73,1321,0.47,6.1,1480,0.52,6.84
2021/3,-142,-0.05,-0.59,-23,-0.01,-0.1,1582,0.56,6.6,1605,0.57,6.7
2021/4,-343,-0.12,-1.48,22,0.01,0.09,1504,0.53,6.49,1482,0.53,6.39
2021/5,-865,-0.31,-3.61,-54,-0.02,-0.23,1550,0.55,6.47,1604,0.57,6.7
2021/6,-184,-0.07,-0.79,249,0.09,1.07,1828,0.65,7.89,1579,0.56,6.81
2021/7,-849,-0.3,-3.54,-125,-0.04,-0.52,1416,0.5,5.91,1541,0.55,6.44
2021/8,-942,-0.33,-3.93,13,0,0.05,1505,0.53,6.29,1492,0.53,6.23
2021/9,-1746,-0.62,-7.54,129,0.05,0.56,1592,0.57,6.88,1463,0.52,6.32
2021/10,-916,-0.33,-3.83,160,0.06,0.67,1654,0.59,6.92,1494,0.53,6.25
2021/11,-1055,-0.37,-4.56,141,0.05,0.61,1670,0.59,7.22,1529,0.54,6.61
2021/12,-932,-0.33,-3.9,85,0.03,0.36,1627,0.58,6.81,1542,0.55,6.45
2022/1,-1182,-0.42,-4.95,102,0.04,0.43,1658,0.59,6.94,1556,0.55,6.51
2022/2,-2023,-0.72,-9.38,-403,-0.14,-1.87,1097,0.39,5.09,1500,0.53,6.96
2022/3,-3900,-1.39,-16.34,-101,-0.04,-0.42,1706,0.61,7.15,1807,0.64,7.58
2022/4,-5316,-1.89,-23.05,-18,-0.01,-0.08,1442,0.51,6.26,1460,0.52,6.34
2022/5,-1757,-0.63,-7.39,-499,-0.18,-2.1,1198,0.43,5.04,1697,0.61,7.14
2022/6,27,0.01,0.12,-646,-0.23,-2.81,1437,0.51,6.25,2083,0.74,9.05
2022/7,1642,0.59,6.91,-389,-0.14,-1.64,1417,0.51,5.96,1806,0.64,7.59
2022/8,1709,0.61,7.18,-362,-0.13,-1.52,1447,0.52,6.08,1809,0.65,7.6
