y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2013/5,392,0.92,10.82,214,0.5,5.91,399,0.94,11.01,185,0.43,5.11
2013/6,194,0.45,5.53,165,0.39,4.7,364,0.85,10.37,199,0.47,5.67
2013/7,87,0.2,2.4,159,0.37,4.38,393,0.92,10.83,234,0.55,6.45
2013/8,128,0.3,3.53,196,0.46,5.4,412,0.96,11.36,216,0.51,5.95
2013/9,296,0.69,8.43,187,0.44,5.32,384,0.9,10.93,197,0.46,5.61
2013/10,289,0.68,7.96,295,0.69,8.12,465,1.09,12.8,170,0.4,4.68
2013/11,230,0.54,6.54,212,0.5,6.03,411,0.96,11.68,199,0.46,5.66
2013/12,403,0.94,11.08,252,0.59,6.93,459,1.07,12.62,207,0.48,5.69
2014/1,351,0.82,9.65,216,0.5,5.93,409,0.95,11.23,193,0.45,5.3
2014/2,184,0.43,5.59,192,0.45,5.84,442,1.03,13.43,250,0.58,7.6
2014/3,194,0.45,5.32,220,0.51,6.04,455,1.06,12.48,235,0.55,6.45
2014/4,208,0.48,5.89,231,0.54,6.55,461,1.07,13.06,230,0.54,6.52
2014/5,234,0.54,6.41,200,0.47,5.48,398,0.93,10.91,198,0.46,5.43
2014/6,387,0.9,10.95,231,0.54,6.54,430,1,12.17,199,0.46,5.63
2014/7,254,0.59,6.95,246,0.57,6.73,469,1.09,12.84,223,0.52,6.1
2014/8,349,0.81,9.55,261,0.61,7.14,447,1.04,12.23,186,0.43,5.09
2014/9,385,0.89,10.87,276,0.64,7.79,485,1.13,13.7,209,0.49,5.9
2014/10,307,0.71,8.38,246,0.57,6.72,451,1.05,12.32,205,0.48,5.6
2014/11,265,0.61,7.47,289,0.67,8.15,473,1.1,13.34,184,0.43,5.19
2014/12,387,0.9,10.55,354,0.82,9.65,583,1.35,15.9,229,0.53,6.24
2015/1,271,0.63,7.39,212,0.49,5.78,431,1,11.74,219,0.51,5.97
2015/2,107,0.25,3.23,163,0.38,4.92,338,0.78,10.19,175,0.4,5.28
2015/3,90,0.21,2.45,196,0.45,5.34,467,1.08,12.72,271,0.63,7.38
2015/4,103,0.24,2.9,185,0.43,5.2,397,0.92,11.17,212,0.49,5.96
2015/5,133,0.31,3.62,177,0.41,4.82,368,0.85,10.02,191,0.44,5.2
2015/6,168,0.39,4.72,208,0.48,5.85,428,0.99,12.03,220,0.51,6.18
2015/7,106,0.24,2.88,188,0.43,5.11,403,0.93,10.96,215,0.5,5.85
2015/8,125,0.29,3.4,216,0.5,5.87,407,0.94,11.07,191,0.44,5.19
2015/9,257,0.59,7.22,149,0.34,4.18,366,0.84,10.28,217,0.5,6.09
2015/10,233,0.54,6.33,212,0.49,5.76,441,1.02,11.98,229,0.53,6.22
2015/11,193,0.45,5.42,240,0.55,6.73,449,1.04,12.6,209,0.48,5.86
2015/12,286,0.66,7.76,261,0.6,7.08,481,1.11,13.05,220,0.51,5.97
2016/1,198,0.46,5.39,181,0.42,4.92,398,0.92,10.82,217,0.5,5.9
2016/2,21,0.05,0.61,95,0.22,2.76,360,0.83,10.46,265,0.61,7.7
2016/3,213,0.49,5.79,123,0.28,3.34,405,0.93,11.01,282,0.65,7.66
2016/4,182,0.42,5.11,120,0.28,3.37,362,0.83,10.16,242,0.56,6.79
2016/5,281,0.65,7.63,149,0.34,4.05,386,0.89,10.48,237,0.55,6.44
2016/6,283,0.65,7.94,153,0.35,4.29,360,0.83,10.09,207,0.48,5.8
2016/7,250,0.57,6.78,177,0.41,4.8,354,0.81,9.6,177,0.41,4.8
2016/8,317,0.73,8.59,195,0.45,5.28,405,0.93,10.98,210,0.48,5.69
2016/9,415,0.95,11.62,132,0.3,3.69,333,0.76,9.32,201,0.46,5.62
2016/10,270,0.62,7.31,188,0.43,5.09,405,0.93,10.96,217,0.5,5.87
2016/11,387,0.89,10.82,179,0.41,5,390,0.89,10.9,211,0.48,5.89
2016/12,460,1.05,12.43,190,0.43,5.13,439,1,11.86,249,0.57,6.73
2017/1,416,0.95,11.2,134,0.31,3.61,331,0.76,8.91,197,0.45,5.3
2017/2,265,0.61,7.89,129,0.29,3.84,360,0.82,10.72,231,0.53,6.88
2017/3,304,0.69,8.17,120,0.27,3.22,405,0.92,10.88,285,0.65,7.66
2017/4,202,0.46,5.61,90,0.21,2.5,310,0.71,8.6,220,0.5,6.11
2017/5,339,0.77,9.1,64,0.15,1.72,307,0.7,8.24,243,0.55,6.52
2017/6,436,0.99,12.09,157,0.36,4.35,384,0.87,10.64,227,0.52,6.29
2017/7,136,0.31,3.65,111,0.25,2.97,322,0.73,8.63,211,0.48,5.65
2017/8,312,0.71,8.36,145,0.33,3.88,387,0.88,10.37,242,0.55,6.48
2017/9,351,0.8,9.71,169,0.38,4.67,337,0.77,9.32,168,0.38,4.65
2017/10,311,0.71,8.32,177,0.4,4.73,382,0.87,10.22,205,0.47,5.48
2017/11,308,0.7,8.51,174,0.39,4.81,388,0.88,10.72,214,0.49,5.91
2017/12,415,0.94,11.09,156,0.35,4.17,374,0.85,9.99,218,0.49,5.82
2018/1,507,1.15,13.53,163,0.37,4.35,385,0.87,10.27,222,0.5,5.92
2018/2,178,0.4,5.25,75,0.17,2.21,291,0.66,8.59,216,0.49,6.37
2018/3,498,1.13,13.27,80,0.18,2.13,376,0.85,10.01,296,0.67,7.88
2018/4,255,0.58,7.01,69,0.16,1.9,297,0.67,8.17,228,0.52,6.27
2018/5,468,1.06,12.45,123,0.28,3.27,336,0.76,8.93,213,0.48,5.66
2018/6,313,0.71,8.6,109,0.25,2.99,313,0.71,8.59,204,0.46,5.6
2018/7,230,0.52,6.11,90,0.2,2.39,318,0.72,8.44,228,0.51,6.05
2018/8,388,0.87,10.3,128,0.29,3.4,340,0.77,9.02,212,0.48,5.62
2018/9,437,0.98,11.98,149,0.34,4.08,327,0.74,8.96,178,0.4,4.88
2018/10,369,0.83,9.78,113,0.25,2.99,341,0.77,9.03,228,0.51,6.04
2018/11,332,0.75,9.08,131,0.29,3.58,348,0.78,9.52,217,0.49,5.93
2018/12,528,1.19,13.97,147,0.33,3.89,347,0.78,9.17,200,0.45,5.29
2019/1,355,0.8,9.38,88,0.2,2.32,356,0.8,9.4,268,0.6,7.08
2019/2,220,0.49,6.43,21,0.05,0.61,264,0.59,7.71,243,0.54,7.1
2019/3,357,0.8,9.42,71,0.16,1.87,309,0.69,8.15,238,0.53,6.28
2019/4,134,0.3,3.65,87,0.19,2.37,303,0.68,8.25,216,0.48,5.88
2019/5,380,0.85,10.02,97,0.22,2.56,339,0.76,8.93,242,0.54,6.38
2019/6,278,0.62,7.57,86,0.19,2.34,295,0.66,8.03,209,0.47,5.69
2019/7,125,0.28,3.29,75,0.17,1.97,355,0.79,9.34,280,0.63,7.37
2019/8,297,0.66,7.81,123,0.27,3.24,331,0.74,8.71,208,0.46,5.47
2019/9,171,0.38,4.65,98,0.22,2.66,305,0.68,8.29,207,0.46,5.62
2019/10,255,0.57,6.7,145,0.32,3.81,366,0.82,9.62,221,0.49,5.81
2019/11,265,0.59,7.19,114,0.25,3.09,324,0.72,8.79,210,0.47,5.7
2019/12,331,0.74,8.69,124,0.28,3.25,371,0.83,9.74,247,0.55,6.48
2020/1,310,0.69,8.16,75,0.17,1.97,289,0.64,7.6,214,0.48,5.63
2020/2,138,0.31,3.88,41,0.09,1.15,300,0.67,8.43,259,0.58,7.28
2020/3,174,0.39,4.57,50,0.11,1.31,293,0.65,7.7,243,0.54,6.38
2020/4,168,0.37,4.56,84,0.19,2.28,290,0.65,7.87,206,0.46,5.59
2020/5,213,0.47,5.59,59,0.13,1.55,271,0.6,7.11,212,0.47,5.57
2020/6,215,0.48,5.83,143,0.32,3.88,314,0.7,8.51,171,0.38,4.64
2020/7,92,0.2,2.41,57,0.13,1.5,273,0.61,7.16,216,0.48,5.67
2020/8,175,0.39,4.59,80,0.18,2.1,296,0.66,7.76,216,0.48,5.66
2020/9,329,0.73,8.91,74,0.16,2,286,0.63,7.75,212,0.47,5.74
2020/10,176,0.39,4.61,89,0.2,2.33,308,0.68,8.07,219,0.49,5.74
2020/11,240,0.53,6.5,115,0.26,3.11,320,0.71,8.66,205,0.45,5.55
2020/12,379,0.84,9.92,113,0.25,2.96,343,0.76,8.97,230,0.51,6.02
2021/1,243,0.54,6.34,-16,-0.04,-0.42,208,0.46,5.42,224,0.5,5.84
2021/2,102,0.23,2.94,38,0.08,1.1,256,0.57,7.39,218,0.48,6.29
2021/3,111,0.25,2.89,62,0.14,1.62,333,0.74,8.68,271,0.6,7.06
2021/4,361,0.8,9.72,74,0.16,1.99,265,0.59,7.13,191,0.42,5.14
2021/5,221,0.49,5.75,41,0.09,1.07,279,0.62,7.26,238,0.53,6.2
2021/6,169,0.37,4.54,125,0.28,3.36,355,0.78,9.54,230,0.51,6.18
2021/7,188,0.42,4.89,59,0.13,1.53,258,0.57,6.71,199,0.44,5.18
2021/8,-26,-0.06,-0.68,57,0.13,1.48,279,0.62,7.25,222,0.49,5.77
2021/9,101,0.22,2.71,72,0.16,1.93,310,0.68,8.33,238,0.53,6.39
2021/10,-38,-0.08,-0.99,72,0.16,1.87,308,0.68,8.01,236,0.52,6.14
2021/11,-179,-0.4,-4.81,62,0.14,1.67,295,0.65,7.93,233,0.51,6.26
2021/12,-25,-0.06,-0.65,65,0.14,1.69,305,0.67,7.93,240,0.53,6.24
2022/1,-54,-0.12,-1.4,84,0.19,2.19,306,0.68,7.96,222,0.49,5.78
2022/2,-531,-1.17,-15.29,-15,-0.03,-0.43,207,0.46,5.97,222,0.49,6.4
2022/3,-366,-0.81,-9.53,13,0.03,0.34,299,0.66,7.79,286,0.63,7.45
2022/4,-1195,-2.65,-32.19,33,0.07,0.89,260,0.58,7.01,227,0.5,6.12
2022/5,-147,-0.33,-3.84,-41,-0.09,-1.07,192,0.43,5.02,233,0.52,6.09
2022/6,117,0.26,3.16,-95,-0.21,-2.57,232,0.52,6.27,327,0.73,8.83
2022/7,191,0.42,4.99,-43,-0.1,-1.12,236,0.52,6.17,279,0.62,7.29
2022/8,181,0.4,4.73,-19,-0.04,-0.5,251,0.56,6.56,270,0.6,7.05
2022/9,57,0.13,1.54,30,0.07,0.81,268,0.59,7.23,238,0.53,6.42
2022/10,310,0.69,8.1,36,0.08,0.94,280,0.62,7.31,244,0.54,6.37
2022/11,487,1.08,13.13,5,0.01,0.13,266,0.59,7.17,261,0.58,7.03
2022/12,783,1.73,20.41,1,0,0.03,255,0.56,6.64,254,0.56,6.62
2023/1,455,1.01,11.84,-38,-0.08,-0.99,217,0.48,5.64,255,0.56,6.63
2023/2,192,0.42,5.53,-73,-0.16,-2.1,206,0.45,5.93,279,0.62,8.03
2023/3,416,0.92,10.81,-57,-0.13,-1.48,256,0.56,6.65,313,0.69,8.13
2023/4,288,0.64,7.73,-4,-0.01,-0.11,213,0.47,5.71,217,0.48,5.82
2023/5,352,0.78,9.13,-64,-0.14,-1.66,211,0.46,5.47,275,0.61,7.13
2023/6,427,0.94,11.44,-36,-0.08,-0.96,221,0.49,5.92,257,0.57,6.88
