y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2010/10,-683,-0.78,-9.19,-130,-0.15,-1.75,448,0.51,6.03,578,0.66,7.78
2010/11,-615,-0.7,-8.55,-158,-0.18,-2.2,466,0.53,6.48,624,0.71,8.68
2010/12,-572,-0.65,-7.71,-208,-0.24,-2.8,434,0.5,5.85,642,0.73,8.65
2011/1,-616,-0.71,-8.3,-314,-0.36,-4.23,417,0.48,5.62,731,0.84,9.86
2011/2,-631,-0.72,-9.42,-210,-0.24,-3.14,380,0.44,5.68,590,0.68,8.81
2011/3,-800,-0.92,-10.8,-292,-0.33,-3.94,485,0.56,6.55,777,0.89,10.49
2011/4,-895,-1.03,-12.5,-234,-0.27,-3.27,421,0.48,5.88,655,0.75,9.15
2011/5,-950,-1.09,-12.85,-211,-0.24,-2.86,431,0.5,5.83,642,0.74,8.69
2011/6,-790,-0.91,-11.05,-206,-0.24,-2.88,418,0.48,5.85,624,0.72,8.73
2011/7,-689,-0.79,-9.34,-144,-0.17,-1.95,425,0.49,5.76,569,0.66,7.71
2011/8,-1025,-1.18,-13.9,-203,-0.23,-2.75,448,0.52,6.08,651,0.75,8.83
2011/9,-968,-1.12,-13.58,-150,-0.17,-2.11,491,0.57,6.89,641,0.74,9
2011/10,-630,-0.73,-8.56,-145,-0.17,-1.97,488,0.56,6.64,633,0.73,8.61
2011/11,-536,-0.62,-7.53,-201,-0.23,-2.83,483,0.56,6.79,684,0.79,9.62
2011/12,-450,-0.52,-6.13,-209,-0.24,-2.85,467,0.54,6.36,676,0.78,9.2
2012/1,-448,-0.52,-6.12,-210,-0.24,-2.87,444,0.51,6.07,654,0.76,8.93
2012/2,-541,-0.63,-7.9,-148,-0.17,-2.16,513,0.59,7.5,661,0.77,9.66
2012/3,-594,-0.69,-8.12,-189,-0.22,-2.58,487,0.56,6.66,676,0.78,9.25
2012/4,-583,-0.68,-8.24,-173,-0.2,-2.45,449,0.52,6.35,622,0.72,8.8
2012/5,-435,-0.5,-5.96,-107,-0.12,-1.47,558,0.65,7.64,665,0.77,9.11
2012/6,-555,-0.64,-7.86,-129,-0.15,-1.83,489,0.57,6.92,618,0.72,8.75
2012/7,-614,-0.71,-8.42,-212,-0.25,-2.91,462,0.54,6.33,674,0.78,9.24
2012/8,-715,-0.83,-9.81,-144,-0.17,-1.98,534,0.62,7.33,678,0.79,9.3
2012/9,-621,-0.72,-8.81,-47,-0.05,-0.67,554,0.64,7.86,601,0.7,8.53
2012/10,-357,-0.42,-4.9,-5,-0.01,-0.07,666,0.78,9.15,671,0.78,9.22
2012/11,-327,-0.38,-4.64,-22,-0.03,-0.31,613,0.71,8.71,635,0.74,9.02
2012/12,-298,-0.35,-4.1,-56,-0.07,-0.77,516,0.6,7.1,572,0.67,7.87
2013/1,-502,-0.58,-6.89,-217,-0.25,-2.98,533,0.62,7.31,750,0.87,10.29
2013/2,-370,-0.43,-5.62,-180,-0.21,-2.74,384,0.45,5.84,564,0.66,8.57
2013/3,-552,-0.64,-7.58,-278,-0.32,-3.82,389,0.45,5.34,667,0.78,9.16
2013/4,-495,-0.58,-7.03,-271,-0.32,-3.85,388,0.45,5.51,659,0.77,9.36
2013/5,-789,-0.92,-10.85,-264,-0.31,-3.63,412,0.48,5.67,676,0.79,9.3
2013/6,-388,-0.45,-5.52,-229,-0.27,-3.26,351,0.41,4.99,580,0.68,8.25
2013/7,-556,-0.65,-7.65,-241,-0.28,-3.32,420,0.49,5.78,661,0.77,9.1
2013/8,-563,-0.66,-7.75,-194,-0.23,-2.67,389,0.46,5.36,583,0.68,8.03
2013/9,-619,-0.72,-8.82,-120,-0.14,-1.71,455,0.53,6.48,575,0.67,8.19
2013/10,-477,-0.56,-6.58,-159,-0.19,-2.19,470,0.55,6.48,629,0.74,8.68
2013/11,-293,-0.34,-4.18,-171,-0.2,-2.44,439,0.51,6.26,610,0.72,8.7
2013/12,-551,-0.65,-7.61,-231,-0.27,-3.19,419,0.49,5.79,650,0.76,8.98
2014/1,-512,-0.6,-7.07,-280,-0.33,-3.87,393,0.46,5.43,673,0.79,9.3
2014/2,-342,-0.4,-5.24,-311,-0.37,-4.76,425,0.5,6.51,736,0.86,11.27
2014/3,-305,-0.36,-4.22,-269,-0.32,-3.72,461,0.54,6.38,730,0.86,10.1
2014/4,-196,-0.23,-2.8,-259,-0.3,-3.7,436,0.51,6.23,695,0.82,9.94
2014/5,-238,-0.28,-3.29,-295,-0.35,-4.08,352,0.41,4.87,647,0.76,8.95
2014/6,-166,-0.2,-2.37,-178,-0.21,-2.55,417,0.49,5.96,595,0.7,8.51
2014/7,-361,-0.42,-5,-252,-0.3,-3.49,470,0.55,6.51,722,0.85,10
2014/8,-372,-0.44,-5.15,-228,-0.27,-3.16,398,0.47,5.51,626,0.74,8.67
2014/9,-468,-0.55,-6.7,-161,-0.19,-2.31,493,0.58,7.06,654,0.77,9.37
2014/10,-213,-0.25,-2.95,-136,-0.16,-1.89,524,0.62,7.27,660,0.78,9.15
2014/11,-309,-0.36,-4.43,-166,-0.2,-2.38,462,0.54,6.62,628,0.74,9
2014/12,-887,-1.04,-12.31,-191,-0.23,-2.65,542,0.64,7.52,733,0.86,10.17
2015/1,-762,-0.9,-10.58,-275,-0.32,-3.82,433,0.51,6.02,708,0.84,9.84
2015/2,-505,-0.6,-7.77,-215,-0.25,-3.31,373,0.44,5.74,588,0.69,9.05
2015/3,-871,-1.03,-12.11,-282,-0.33,-3.92,507,0.6,7.05,789,0.93,10.98
2015/4,-700,-0.83,-10.07,-300,-0.35,-4.32,402,0.48,5.79,702,0.83,10.1
2015/5,-634,-0.75,-8.83,-206,-0.24,-2.87,393,0.47,5.48,599,0.71,8.35
2015/6,-464,-0.55,-6.69,-288,-0.34,-4.15,428,0.51,6.17,716,0.85,10.32
2015/7,-459,-0.54,-6.4,-247,-0.29,-3.45,435,0.52,6.07,682,0.81,9.52
2015/8,-546,-0.65,-7.62,-244,-0.29,-3.41,434,0.51,6.06,678,0.8,9.47
2015/9,-551,-0.65,-7.95,-193,-0.23,-2.79,446,0.53,6.44,639,0.76,9.23
2015/10,-328,-0.39,-4.58,-149,-0.18,-2.08,501,0.59,7,650,0.77,9.09
2015/11,-428,-0.51,-6.18,-213,-0.25,-3.08,444,0.53,6.42,657,0.78,9.49
2015/12,-416,-0.49,-5.82,-236,-0.28,-3.3,470,0.56,6.58,706,0.84,9.88
2016/1,-322,-0.38,-4.52,-336,-0.4,-4.72,431,0.51,6.05,767,0.91,10.77
2016/2,-523,-0.62,-7.85,-350,-0.42,-5.25,378,0.45,5.67,728,0.87,10.93
2016/3,-648,-0.77,-9.1,-401,-0.48,-5.64,464,0.55,6.52,865,1.03,12.16
2016/4,-421,-0.5,-6.12,-316,-0.38,-4.59,387,0.46,5.62,703,0.84,10.22
2016/5,-338,-0.4,-4.75,-277,-0.33,-3.9,419,0.5,5.89,696,0.83,9.79
2016/6,-417,-0.5,-6.06,-364,-0.43,-5.29,349,0.42,5.08,713,0.85,10.37
2016/7,-418,-0.5,-5.89,-281,-0.34,-3.96,429,0.51,6.04,710,0.85,10
2016/8,-466,-0.56,-6.56,-268,-0.32,-3.78,431,0.51,6.07,699,0.83,9.85
2016/9,-652,-0.78,-9.5,-244,-0.29,-3.55,425,0.51,6.19,669,0.8,9.75
2016/10,-349,-0.42,-4.92,-194,-0.23,-2.74,462,0.55,6.52,656,0.78,9.25
2016/11,-456,-0.54,-6.65,-203,-0.24,-2.96,451,0.54,6.58,654,0.78,9.54
2016/12,-451,-0.54,-6.37,-181,-0.22,-2.56,503,0.6,7.1,684,0.82,9.66
2017/1,-383,-0.46,-5.4,-244,-0.29,-3.44,372,0.45,5.24,616,0.74,8.68
2017/2,-602,-0.72,-9.39,-369,-0.44,-5.76,386,0.46,6.03,755,0.9,11.79
2017/3,-616,-0.74,-8.69,-373,-0.45,-5.26,455,0.55,6.42,828,0.99,11.68
2017/4,-589,-0.71,-8.59,-336,-0.4,-4.9,353,0.42,5.15,689,0.83,10.05
2017/5,-608,-0.73,-8.59,-291,-0.35,-4.11,414,0.5,5.85,705,0.85,9.96
2017/6,-505,-0.61,-7.38,-352,-0.42,-5.14,367,0.44,5.36,719,0.86,10.5
2017/7,-362,-0.43,-5.12,-288,-0.35,-4.07,381,0.46,5.39,669,0.8,9.46
2017/8,-498,-0.6,-7.05,-356,-0.43,-5.04,461,0.55,6.52,817,0.98,11.56
2017/9,-556,-0.67,-8.13,-343,-0.41,-5.02,370,0.45,5.41,713,0.86,10.43
2017/10,-376,-0.45,-5.33,-269,-0.32,-3.81,449,0.54,6.36,718,0.86,10.17
2017/11,-394,-0.47,-5.77,-300,-0.36,-4.39,444,0.53,6.5,744,0.9,10.9
2017/12,-364,-0.44,-5.16,-268,-0.32,-3.8,372,0.45,5.28,640,0.77,9.08
2018/1,-464,-0.56,-6.58,-377,-0.45,-5.35,435,0.52,6.17,812,0.98,11.52
2018/2,-381,-0.46,-5.99,-331,-0.4,-5.2,380,0.46,5.97,711,0.86,11.18
2018/3,-440,-0.53,-6.25,-364,-0.44,-5.17,378,0.46,5.37,742,0.9,10.54
2018/4,-130,-0.16,-1.91,-370,-0.45,-5.43,320,0.39,4.7,690,0.83,10.13
2018/5,-61,-0.07,-0.87,-296,-0.36,-4.21,400,0.48,5.68,696,0.84,9.89
2018/6,-188,-0.23,-2.76,-299,-0.36,-4.39,344,0.42,5.05,643,0.78,9.44
2018/7,-192,-0.23,-2.73,-273,-0.33,-3.88,402,0.49,5.72,675,0.82,9.6
2018/8,-484,-0.58,-6.88,-302,-0.36,-4.3,374,0.45,5.32,676,0.82,9.61
2018/9,-548,-0.66,-8.06,-285,-0.34,-4.19,360,0.44,5.29,645,0.78,9.49
2018/10,-272,-0.33,-3.87,-250,-0.3,-3.56,448,0.54,6.38,698,0.84,9.94
2018/11,-456,-0.55,-6.71,-243,-0.29,-3.58,404,0.49,5.95,647,0.78,9.52
2018/12,-917,-1.11,-13.07,-256,-0.31,-3.65,354,0.43,5.05,610,0.74,8.7
2019/1,-819,-0.99,-11.68,-312,-0.38,-4.45,460,0.56,6.57,772,0.94,11.02
2019/2,-635,-0.77,-10.04,-286,-0.35,-4.52,351,0.43,5.55,637,0.77,10.07
2019/3,-696,-0.84,-9.95,-349,-0.42,-4.99,364,0.44,5.2,713,0.87,10.19
2019/4,-547,-0.66,-8.08,-330,-0.4,-4.88,365,0.44,5.4,695,0.84,10.27
2019/5,-439,-0.53,-6.28,-326,-0.4,-4.67,377,0.46,5.4,703,0.85,10.06
2019/6,-436,-0.53,-6.45,-285,-0.35,-4.22,323,0.39,4.78,608,0.74,9
2019/7,-638,-0.78,-9.14,-366,-0.45,-5.25,400,0.49,5.73,766,0.93,10.98
2019/8,-398,-0.48,-5.71,-289,-0.35,-4.14,408,0.5,5.85,697,0.85,10
2019/9,-643,-0.78,-9.53,-300,-0.37,-4.45,395,0.48,5.86,695,0.85,10.31
2019/10,-362,-0.44,-5.2,-254,-0.31,-3.65,462,0.56,6.63,716,0.87,10.28
2019/11,-364,-0.44,-5.4,-278,-0.34,-4.13,387,0.47,5.74,665,0.81,9.87
2019/12,-245,-0.3,-3.52,-254,-0.31,-3.65,472,0.58,6.78,726,0.89,10.43
2020/1,-691,-0.84,-9.96,-351,-0.43,-5.06,334,0.41,4.82,685,0.84,9.88
2020/2,-690,-0.84,-10.64,-413,-0.5,-6.37,343,0.42,5.29,756,0.92,11.66
2020/3,-610,-0.75,-8.81,-356,-0.44,-5.14,418,0.51,6.04,774,0.95,11.18
2020/4,-557,-0.68,-8.32,-385,-0.47,-5.75,323,0.4,4.82,708,0.87,10.57
2020/5,-463,-0.57,-6.69,-325,-0.4,-4.7,318,0.39,4.6,643,0.79,9.3
2020/6,-384,-0.47,-5.74,-357,-0.44,-5.34,348,0.43,5.2,705,0.86,10.54
2020/7,-422,-0.52,-6.11,-338,-0.41,-4.89,354,0.43,5.12,692,0.85,10.02
2020/8,-472,-0.58,-6.83,-302,-0.37,-4.37,349,0.43,5.05,651,0.8,9.43
2020/9,-685,-0.84,-10.26,-257,-0.32,-3.85,392,0.48,5.87,649,0.8,9.72
2020/10,-534,-0.66,-7.74,-297,-0.36,-4.31,384,0.47,5.57,681,0.84,9.88
2020/11,-500,-0.61,-7.5,-262,-0.32,-3.93,416,0.51,6.24,678,0.83,10.17
2020/12,-518,-0.64,-7.52,-312,-0.38,-4.53,462,0.57,6.71,774,0.95,11.24
2021/1,-680,-0.84,-9.85,-516,-0.64,-7.48,270,0.33,3.91,786,0.97,11.39
2021/2,-703,-0.87,-11.29,-444,-0.55,-7.13,300,0.37,4.82,744,0.92,11.95
2021/3,-826,-1.02,-11.99,-417,-0.51,-6.06,378,0.47,5.49,795,0.98,11.54
2021/4,-684,-0.84,-10.27,-375,-0.46,-5.63,310,0.38,4.66,685,0.85,10.29
2021/5,-635,-0.78,-9.23,-366,-0.45,-5.32,329,0.41,4.79,695,0.86,10.11
2021/6,-499,-0.62,-7.5,-329,-0.41,-4.95,408,0.5,6.14,737,0.91,11.09
2021/7,-661,-0.82,-9.62,-382,-0.47,-5.56,310,0.38,4.52,692,0.86,10.08
2021/8,-811,-1,-11.82,-326,-0.4,-4.75,332,0.41,4.84,658,0.81,9.59
2021/9,-854,-1.06,-12.87,-258,-0.32,-3.89,380,0.47,5.73,638,0.79,9.62
2021/10,-588,-0.73,-8.59,-272,-0.34,-3.97,407,0.5,5.95,679,0.84,9.92
2021/11,-540,-0.67,-8.15,-311,-0.39,-4.7,374,0.46,5.65,685,0.85,10.35
2021/12,-737,-0.92,-10.78,-423,-0.53,-6.19,360,0.45,5.27,783,0.97,11.46
2022/1,-653,-0.81,-9.56,-396,-0.49,-5.8,337,0.42,4.93,733,0.91,10.73
2022/2,-764,-0.95,-12.39,-445,-0.55,-7.22,256,0.32,4.15,701,0.87,11.37
2022/3,-1109,-1.38,-16.26,-492,-0.61,-7.22,347,0.43,5.09,839,1.05,12.31
2022/4,-537,-0.67,-8.15,-397,-0.5,-6.03,259,0.32,3.93,656,0.82,9.96
2022/5,-176,-0.22,-2.59,-504,-0.63,-7.41,304,0.38,4.47,808,1.01,11.87
2022/6,-880,-1.1,-13.36,-777,-0.97,-11.81,252,0.31,3.83,1029,1.29,15.63
2022/7,-183,-0.23,-2.69,-606,-0.76,-8.92,295,0.37,4.34,901,1.13,13.26
2022/8,-480,-0.6,-7.06,-494,-0.62,-7.27,322,0.4,4.74,816,1.02,12.01
