y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2016/4,-481,-0.93,-11.32,-248,-0.48,-5.84,221,0.43,5.2,469,0.9,11.04
2016/5,-328,-0.63,-7.48,-290,-0.56,-6.61,220,0.42,5.02,510,0.98,11.63
2016/6,-359,-0.69,-8.46,-227,-0.44,-5.35,224,0.43,5.28,451,0.87,10.63
2016/7,-115,-0.22,-2.62,-183,-0.35,-4.18,249,0.48,5.68,432,0.84,9.86
2016/8,-309,-0.6,-7.05,-234,-0.45,-5.34,236,0.46,5.39,470,0.91,10.73
2016/9,-384,-0.74,-9.06,-165,-0.32,-3.9,244,0.47,5.76,409,0.79,9.66
2016/10,-313,-0.61,-7.15,-209,-0.4,-4.78,254,0.49,5.81,463,0.9,10.59
2016/11,-383,-0.74,-9.05,-209,-0.41,-4.94,266,0.52,6.29,475,0.92,11.23
2016/12,-515,-1,-11.79,-214,-0.42,-4.9,264,0.51,6.05,478,0.93,10.95
2017/1,-308,-0.6,-7.04,-258,-0.5,-5.9,201,0.39,4.59,459,0.89,10.49
2017/2,-295,-0.57,-7.47,-216,-0.42,-5.47,229,0.44,5.8,445,0.86,11.27
2017/3,-583,-1.13,-13.34,-295,-0.57,-6.75,268,0.52,6.13,563,1.09,12.89
2017/4,-362,-0.7,-8.57,-177,-0.34,-4.19,210,0.41,4.97,387,0.75,9.16
2017/5,-379,-0.74,-8.69,-254,-0.49,-5.82,217,0.42,4.97,471,0.92,10.8
2017/6,-311,-0.61,-7.37,-241,-0.47,-5.71,224,0.44,5.31,465,0.91,11.02
2017/7,-290,-0.57,-6.65,-216,-0.42,-4.96,229,0.45,5.26,445,0.87,10.21
2017/8,-244,-0.48,-5.6,-195,-0.38,-4.48,262,0.51,6.02,457,0.89,10.5
2017/9,-484,-0.94,-11.49,-248,-0.48,-5.89,212,0.41,5.03,460,0.9,10.92
2017/10,-267,-0.52,-6.14,-199,-0.39,-4.58,270,0.53,6.21,469,0.92,10.79
2017/11,-277,-0.54,-6.58,-233,-0.46,-5.54,228,0.45,5.42,461,0.9,10.96
2017/12,-338,-0.66,-7.78,-206,-0.4,-4.74,253,0.49,5.83,459,0.9,10.57
2018/1,-376,-0.74,-8.66,-271,-0.53,-6.24,244,0.48,5.62,515,1.01,11.87
2018/2,-308,-0.6,-7.86,-317,-0.62,-8.09,183,0.36,4.67,500,0.98,12.76
2018/3,-480,-0.94,-11.07,-315,-0.62,-7.27,228,0.45,5.26,543,1.06,12.53
2018/4,-341,-0.67,-8.13,-268,-0.53,-6.4,181,0.36,4.32,449,0.88,10.71
2018/5,-317,-0.62,-7.32,-247,-0.48,-5.71,213,0.42,4.92,460,0.9,10.63
2018/6,-199,-0.39,-4.75,-230,-0.45,-5.49,181,0.36,4.32,411,0.81,9.82
2018/7,-432,-0.85,-9.99,-312,-0.61,-7.22,180,0.35,4.16,492,0.97,11.38
2018/8,-357,-0.7,-8.26,-257,-0.51,-5.95,195,0.38,4.51,452,0.89,10.46
2018/9,-334,-0.66,-7.99,-196,-0.39,-4.69,210,0.41,5.03,406,0.8,9.72
2018/10,-258,-0.51,-5.98,-222,-0.44,-5.15,258,0.51,5.98,480,0.95,11.13
2018/11,-318,-0.63,-7.62,-173,-0.34,-4.15,263,0.52,6.3,436,0.86,10.45
2018/12,-394,-0.78,-9.14,-170,-0.34,-3.95,223,0.44,5.18,393,0.77,9.12
2019/1,-509,-1,-11.82,-271,-0.53,-6.3,286,0.56,6.64,557,1.1,12.94
2019/2,-353,-0.7,-9.08,-175,-0.35,-4.5,216,0.43,5.56,391,0.77,10.07
2019/3,-421,-0.83,-9.79,-260,-0.51,-6.05,248,0.49,5.77,508,1,11.82
2019/4,-377,-0.75,-9.07,-248,-0.49,-5.97,239,0.47,5.75,487,0.96,11.72
2019/5,-373,-0.74,-8.69,-193,-0.38,-4.5,235,0.47,5.48,428,0.85,9.97
2019/6,-285,-0.56,-6.87,-192,-0.38,-4.63,212,0.42,5.11,404,0.8,9.74
2019/7,-297,-0.59,-6.93,-266,-0.53,-6.21,238,0.47,5.55,504,1,11.76
2019/8,-347,-0.69,-8.1,-244,-0.48,-5.7,205,0.41,4.79,449,0.89,10.48
2019/9,-333,-0.66,-8.04,-199,-0.39,-4.8,258,0.51,6.23,457,0.91,11.03
2019/10,-288,-0.57,-6.73,-229,-0.45,-5.35,267,0.53,6.24,496,0.98,11.6
2019/11,-128,-0.25,-3.09,-143,-0.28,-3.46,266,0.53,6.43,409,0.81,9.88
2019/12,-244,-0.48,-5.71,-182,-0.36,-4.26,296,0.59,6.93,478,0.95,11.18
2020/1,-395,-0.79,-9.27,-276,-0.55,-6.48,217,0.43,5.09,493,0.98,11.57
2020/2,-333,-0.66,-8.36,-295,-0.59,-7.41,223,0.44,5.6,518,1.03,13.01
2020/3,-378,-0.75,-8.88,-208,-0.41,-4.89,249,0.5,5.85,457,0.91,10.74
2020/4,-233,-0.46,-5.66,-181,-0.36,-4.4,255,0.51,6.2,436,0.87,10.6
2020/5,-398,-0.79,-9.36,-220,-0.44,-5.18,222,0.44,5.23,442,0.88,10.4
2020/6,-164,-0.33,-3.99,-192,-0.38,-4.67,240,0.48,5.84,432,0.86,10.51
2020/7,-315,-0.63,-7.42,-216,-0.43,-5.09,234,0.47,5.51,450,0.9,10.6
2020/8,-243,-0.49,-5.73,-171,-0.34,-4.03,241,0.48,5.68,412,0.82,9.71
2020/9,-338,-0.68,-8.24,-184,-0.37,-4.49,242,0.48,5.9,426,0.85,10.38
2020/10,-199,-0.4,-4.7,-190,-0.38,-4.48,252,0.5,5.95,442,0.88,10.43
2020/11,-236,-0.47,-5.76,-185,-0.37,-4.51,260,0.52,6.34,445,0.89,10.86
2020/12,-400,-0.8,-9.45,-186,-0.37,-4.39,287,0.57,6.78,473,0.95,11.18
2021/1,-587,-1.18,-13.84,-362,-0.73,-8.54,143,0.29,3.37,505,1.01,11.91
2021/2,-395,-0.79,-10.32,-254,-0.51,-6.64,219,0.44,5.72,473,0.95,12.36
2021/3,-468,-0.94,-11.05,-271,-0.54,-6.4,244,0.49,5.77,515,1.03,12.17
2021/4,-390,-0.78,-9.53,-276,-0.55,-6.75,205,0.41,5.01,481,0.97,11.76
2021/5,-469,-0.94,-11.1,-253,-0.51,-5.99,192,0.39,4.54,445,0.89,10.53
2021/6,-416,-0.84,-10.18,-223,-0.45,-5.46,274,0.55,6.71,497,1,12.17
2021/7,-316,-0.64,-7.49,-283,-0.57,-6.71,204,0.41,4.84,487,0.98,11.55
2021/8,-778,-1.57,-18.45,-263,-0.53,-6.24,216,0.44,5.13,479,0.97,11.37
2021/9,-794,-1.6,-19.49,-201,-0.41,-4.94,254,0.51,6.24,455,0.92,11.18
2021/10,-575,-1.16,-13.68,-251,-0.51,-5.98,210,0.42,5,461,0.93,10.97
2021/11,-438,-0.89,-10.78,-228,-0.46,-5.61,253,0.51,6.23,481,0.97,11.84
2021/12,-539,-1.09,-12.85,-242,-0.49,-5.77,251,0.51,5.99,493,1,11.76
2022/1,-640,-1.3,-15.28,-291,-0.59,-6.95,210,0.43,5.02,501,1.02,11.97
2022/2,-473,-0.96,-12.52,-335,-0.68,-8.87,143,0.29,3.79,478,0.97,12.65
2022/3,-696,-1.41,-16.65,-328,-0.67,-7.85,229,0.47,5.48,557,1.13,13.33
2022/4,-683,-1.39,-16.91,-249,-0.51,-6.17,181,0.37,4.48,430,0.88,10.65
2022/5,-401,-0.82,-9.62,-338,-0.69,-8.11,164,0.33,3.94,502,1.02,12.05
2022/6,-416,-0.85,-10.32,-476,-0.97,-11.81,183,0.37,4.54,659,1.34,16.36
2022/7,-193,-0.39,-4.64,-429,-0.88,-10.31,165,0.34,3.97,594,1.21,14.28
2022/8,-305,-0.62,-7.33,-397,-0.81,-9.55,193,0.39,4.64,590,1.2,14.19
