y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2009/11,605,1.19,14.45,299,0.59,7.14,551,1.08,13.15,252,0.49,6.01
2009/12,824,1.62,19.02,296,0.58,6.83,576,1.13,13.29,280,0.55,6.46
2010/1,406,0.79,9.36,171,0.33,3.94,450,0.88,10.37,279,0.55,6.43
2010/2,320,0.63,8.16,92,0.18,2.34,369,0.72,9.41,277,0.54,7.06
2010/3,244,0.48,5.62,130,0.25,2.99,469,0.92,10.79,339,0.66,7.8
2010/4,295,0.58,7.01,161,0.31,3.83,431,0.84,10.24,270,0.53,6.42
2010/5,-292,-0.57,-6.71,98,0.19,2.25,376,0.73,8.65,278,0.54,6.39
2010/6,-2053,-4.01,-48.8,167,0.33,3.98,456,0.89,10.86,289,0.57,6.88
2010/7,1072,2.1,24.76,148,0.29,3.41,399,0.78,9.21,251,0.49,5.79
2010/8,770,1.51,17.75,135,0.26,3.11,416,0.81,9.58,281,0.55,6.47
2010/9,453,0.89,10.77,113,0.22,2.69,390,0.76,9.27,277,0.54,6.58
2010/10,256,0.5,5.89,163,0.32,3.75,412,0.8,9.47,249,0.49,5.72
2010/11,188,0.37,4.46,125,0.24,2.97,428,0.84,10.16,303,0.59,7.19
2010/12,474,0.92,10.89,145,0.28,3.33,435,0.85,9.99,290,0.57,6.66
2011/1,205,0.4,4.7,67,0.13,1.54,414,0.81,9.5,347,0.68,7.96
2011/2,293,0.57,7.44,47,0.09,1.19,353,0.69,8.96,306,0.6,7.77
2011/3,325,0.63,7.45,123,0.24,2.82,492,0.96,11.28,369,0.72,8.46
2011/4,390,0.76,9.23,71,0.14,1.68,415,0.81,9.82,344,0.67,8.14
2011/5,500,0.97,11.45,181,0.35,4.14,466,0.91,10.66,285,0.55,6.52
2011/6,316,0.61,7.47,197,0.38,4.66,453,0.88,10.7,256,0.5,6.05
2011/7,575,1.12,13.14,215,0.42,4.91,431,0.84,9.85,216,0.42,4.94
2011/8,524,1.02,11.97,202,0.39,4.61,484,0.94,11.05,282,0.55,6.44
2011/9,507,0.98,11.95,197,0.38,4.64,459,0.89,10.81,262,0.51,6.17
2011/10,464,0.9,10.57,218,0.42,4.97,459,0.89,10.46,241,0.47,5.49
2011/11,195,0.38,4.59,242,0.47,5.69,524,1.01,12.33,282,0.55,6.63
2011/12,332,0.64,7.56,263,0.51,5.98,531,1.03,12.08,268,0.52,6.1
2012/1,212,0.41,4.84,139,0.27,3.17,440,0.85,10.03,301,0.58,6.86
2012/2,518,1,12.62,196,0.38,4.77,498,0.96,12.13,302,0.58,7.36
2012/3,460,0.89,10.48,224,0.43,5.1,533,1.03,12.13,309,0.6,7.03
2012/4,350,0.67,8.23,180,0.35,4.23,484,0.93,11.38,304,0.59,7.15
2012/5,523,1.01,11.89,221,0.43,5.02,526,1.01,11.96,305,0.59,6.93
2012/6,530,1.02,12.44,252,0.48,5.91,524,1.01,12.29,272,0.52,6.38
2012/7,542,1.04,12.3,172,0.33,3.9,449,0.86,10.18,277,0.53,6.28
2012/8,802,1.54,18.18,272,0.52,6.16,563,1.08,12.75,291,0.56,6.59
2012/9,798,1.53,18.67,269,0.52,6.29,491,0.94,11.48,222,0.43,5.19
2012/10,479,0.92,10.83,286,0.55,6.46,585,1.12,13.22,299,0.57,6.75
2012/11,478,0.91,11.15,306,0.58,7.14,547,1.05,12.76,241,0.46,5.62
2012/12,660,1.26,14.89,297,0.57,6.7,564,1.08,12.72,267,0.51,6.02
2013/1,566,1.08,12.72,245,0.47,5.5,574,1.09,12.89,329,0.63,7.39
2013/2,361,0.69,8.97,147,0.28,3.65,433,0.83,10.76,286,0.55,7.1
2013/3,407,0.78,9.13,151,0.29,3.39,478,0.91,10.72,327,0.62,7.33
2013/4,498,0.95,11.53,161,0.31,3.73,436,0.83,10.09,275,0.52,6.37
2013/5,613,1.17,13.73,105,0.2,2.35,421,0.8,9.42,316,0.6,7.07
2013/6,482,0.92,11.14,104,0.2,2.4,374,0.71,8.64,270,0.51,6.24
2013/7,689,1.31,15.4,179,0.34,4,469,0.89,10.47,290,0.55,6.48
2013/8,767,1.45,17.12,140,0.27,3.12,449,0.85,10.01,309,0.59,6.89
2013/9,799,1.51,18.4,155,0.29,3.57,408,0.77,9.39,253,0.48,5.82
2013/10,379,0.72,8.43,178,0.34,3.96,458,0.87,10.19,280,0.53,6.23
2013/11,450,0.85,10.34,201,0.38,4.62,476,0.9,10.93,275,0.52,6.32
2013/12,482,0.91,10.71,152,0.29,3.38,457,0.86,10.15,305,0.58,6.77
2014/1,396,0.75,8.79,129,0.24,2.86,451,0.85,10.01,322,0.61,7.14
2014/2,421,0.79,10.33,81,0.15,1.99,414,0.78,10.16,333,0.63,8.17
2014/3,420,0.79,9.3,96,0.18,2.13,490,0.92,10.85,394,0.74,8.73
2014/4,751,1.41,17.17,176,0.33,4.02,495,0.93,11.32,319,0.6,7.29
2014/5,887,1.67,19.6,119,0.22,2.63,423,0.79,9.35,304,0.57,6.72
2014/6,490,0.92,11.17,141,0.26,3.21,417,0.78,9.51,276,0.52,6.29
2014/7,642,1.2,14.15,203,0.38,4.47,490,0.92,10.8,287,0.54,6.33
2014/8,814,1.52,17.92,206,0.39,4.53,467,0.87,10.28,261,0.49,5.75
2014/9,804,1.5,18.26,249,0.46,5.66,543,1.01,12.33,294,0.55,6.68
2014/10,428,0.8,9.4,237,0.44,5.2,500,0.93,10.98,263,0.49,5.77
2014/11,415,0.77,9.41,227,0.42,5.15,493,0.92,11.18,266,0.5,6.03
2014/12,676,1.26,14.81,252,0.47,5.52,572,1.06,12.53,320,0.6,7.01
2015/1,277,0.52,6.07,184,0.34,4.03,503,0.94,11.01,319,0.59,6.98
2015/2,71,0.13,1.72,136,0.25,3.3,406,0.75,9.84,270,0.5,6.54
2015/3,93,0.17,2.04,110,0.2,2.41,482,0.9,10.55,372,0.69,8.14
2015/4,82,0.15,1.85,73,0.14,1.65,403,0.75,9.11,330,0.61,7.46
2015/5,559,1.04,12.23,169,0.31,3.7,424,0.79,9.27,255,0.47,5.58
2015/6,461,0.86,10.41,161,0.3,3.63,461,0.86,10.41,300,0.56,6.77
2015/7,447,0.83,9.76,171,0.32,3.73,452,0.84,9.87,281,0.52,6.13
2015/8,573,1.06,12.5,204,0.38,4.45,469,0.87,10.23,265,0.49,5.78
2015/9,412,0.76,9.28,171,0.32,3.85,447,0.83,10.06,276,0.51,6.21
2015/10,473,0.87,10.3,255,0.47,5.55,525,0.97,11.43,270,0.5,5.88
2015/11,449,0.83,10.1,217,0.4,4.88,483,0.89,10.86,266,0.49,5.98
2015/12,515,0.95,11.2,214,0.39,4.65,529,0.98,11.5,315,0.58,6.85
2016/1,471,0.87,10.26,122,0.22,2.66,429,0.79,9.34,307,0.57,6.68
2016/2,308,0.57,7.17,50,0.09,1.16,397,0.73,9.23,347,0.64,8.07
2016/3,362,0.67,7.87,41,0.08,0.89,492,0.91,10.7,451,0.83,9.81
2016/4,417,0.77,9.37,95,0.17,2.13,420,0.77,9.43,325,0.6,7.3
2016/5,598,1.1,12.99,142,0.26,3.08,448,0.82,9.72,306,0.56,6.64
2016/6,426,0.78,9.55,182,0.33,4.08,465,0.85,10.42,283,0.52,6.34
2016/7,580,1.06,12.57,151,0.28,3.27,432,0.79,9.36,281,0.52,6.09
2016/8,470,0.86,10.18,158,0.29,3.42,483,0.89,10.45,325,0.6,7.03
2016/9,598,1.1,13.37,190,0.35,4.25,452,0.83,10.1,262,0.48,5.85
2016/10,400,0.73,8.65,248,0.45,5.36,544,1,11.75,296,0.54,6.4
2016/11,262,0.48,5.85,147,0.27,3.28,455,0.83,10.15,308,0.56,6.87
2016/12,547,1,11.81,233,0.43,5.03,539,0.99,11.63,306,0.56,6.6
2017/1,313,0.57,6.73,155,0.28,3.33,419,0.77,9.01,264,0.48,5.68
2017/2,296,0.54,7.04,55,0.1,1.31,357,0.65,8.49,302,0.55,7.18
2017/3,328,0.6,7.05,115,0.21,2.47,505,0.92,10.85,390,0.71,8.38
2017/4,242,0.44,5.37,48,0.09,1.06,350,0.64,7.76,302,0.55,6.7
2017/5,458,0.83,9.83,120,0.22,2.57,415,0.76,8.9,295,0.54,6.33
2017/6,462,0.84,10.24,92,0.17,2.04,376,0.68,8.33,284,0.52,6.29
2017/7,490,0.89,10.5,110,0.2,2.36,413,0.75,8.84,303,0.55,6.49
2017/8,551,1,11.79,90,0.16,1.93,409,0.74,8.75,319,0.58,6.82
2017/9,580,1.05,12.82,164,0.3,3.62,415,0.75,9.17,251,0.46,5.54
2017/10,246,0.45,5.25,92,0.17,1.96,401,0.73,8.56,309,0.56,6.6
2017/11,369,0.67,8.14,148,0.27,3.26,471,0.85,10.39,323,0.59,7.12
2017/12,353,0.64,7.53,123,0.22,2.62,422,0.76,9,299,0.54,6.38
2018/1,165,0.3,3.52,36,0.07,0.77,405,0.73,8.63,369,0.67,7.87
2018/2,154,0.28,3.63,-22,-0.04,-0.52,298,0.54,7.03,320,0.58,7.55
2018/3,389,0.7,8.29,3,0.01,0.06,392,0.71,8.35,389,0.7,8.29
2018/4,373,0.67,8.21,33,0.06,0.73,341,0.62,7.5,308,0.56,6.78
2018/5,728,1.32,15.49,110,0.2,2.34,410,0.74,8.72,300,0.54,6.38
2018/6,563,1.02,12.36,93,0.17,2.04,347,0.63,7.62,254,0.46,5.58
2018/7,533,0.96,11.32,96,0.17,2.04,395,0.71,8.38,299,0.54,6.35
2018/8,530,0.95,11.24,56,0.1,1.19,364,0.66,7.72,308,0.55,6.53
2018/9,452,0.81,9.9,75,0.13,1.64,330,0.59,7.22,255,0.46,5.58
2018/10,251,0.45,5.31,99,0.18,2.1,412,0.74,8.72,313,0.56,6.63
2018/11,315,0.57,6.89,110,0.2,2.41,414,0.74,9.05,304,0.55,6.65
2018/12,388,0.7,8.21,33,0.06,0.7,341,0.61,7.21,308,0.55,6.51
2019/1,339,0.61,7.17,102,0.18,2.16,447,0.8,9.45,345,0.62,7.29
2019/2,292,0.52,6.83,-8,-0.01,-0.19,301,0.54,7.04,309,0.55,7.23
2019/3,379,0.68,8,56,0.1,1.18,388,0.7,8.19,332,0.6,7.01
2019/4,487,0.87,10.62,-16,-0.03,-0.35,335,0.6,7.3,351,0.63,7.65
2019/5,810,1.45,17.08,65,0.12,1.37,376,0.67,7.92,311,0.56,6.55
2019/6,417,0.75,9.07,29,0.05,0.63,323,0.58,7.02,294,0.53,6.39
2019/7,985,1.76,20.72,38,0.07,0.8,362,0.65,7.61,324,0.58,6.81
2019/8,1087,1.94,22.83,71,0.13,1.49,346,0.62,7.26,275,0.49,5.77
2019/9,868,1.55,18.8,74,0.13,1.6,353,0.63,7.64,279,0.5,6.04
2019/10,430,0.76,9,109,0.19,2.28,436,0.77,9.12,327,0.58,6.84
2019/11,264,0.47,5.7,66,0.12,1.43,354,0.63,7.65,288,0.51,6.22
2019/12,565,1,11.81,87,0.15,1.82,431,0.76,9,344,0.61,7.19
2020/1,363,0.64,7.6,-16,-0.03,-0.33,324,0.57,6.78,340,0.6,7.12
2020/2,536,0.95,11.99,-50,-0.09,-1.12,335,0.59,7.49,385,0.68,8.61
2020/3,440,0.78,9.2,-21,-0.04,-0.44,346,0.61,7.23,367,0.65,7.67
2020/4,579,1.02,12.5,4,0.01,0.09,339,0.6,7.31,335,0.59,7.23
2020/5,583,1.03,12.16,5,0.01,0.1,301,0.53,6.28,296,0.52,6.17
2020/6,564,1,12.15,52,0.09,1.12,378,0.67,8.14,326,0.58,7.02
2020/7,809,1.43,16.85,42,0.07,0.87,335,0.59,6.97,293,0.52,6.1
2020/8,709,1.25,14.74,79,0.14,1.64,347,0.61,7.21,268,0.47,5.57
2020/9,683,1.2,14.66,53,0.09,1.14,354,0.62,7.59,301,0.53,6.46
2020/10,366,0.64,7.59,51,0.09,1.06,350,0.61,7.26,299,0.53,6.2
2020/11,500,0.88,10.71,96,0.17,2.06,399,0.7,8.54,303,0.53,6.49
2020/12,710,1.25,14.7,216,0.38,4.47,500,0.88,10.35,284,0.5,5.88
2021/1,207,0.36,4.27,-28,-0.05,-0.58,313,0.55,6.46,341,0.6,7.03
2021/2,309,0.54,7.05,-44,-0.08,-1,299,0.52,6.82,343,0.6,7.83
2021/3,483,0.85,9.95,30,0.05,0.62,375,0.66,7.73,345,0.6,7.11
2021/4,648,1.13,13.79,16,0.03,0.34,327,0.57,6.95,311,0.54,6.61
2021/5,450,0.79,9.26,-7,-0.01,-0.14,319,0.56,6.56,326,0.57,6.7
2021/6,371,0.65,7.88,19,0.03,0.4,381,0.66,8.09,362,0.63,7.69
2021/7,142,0.25,2.92,-24,-0.04,-0.49,323,0.56,6.63,347,0.61,7.13
2021/8,473,0.82,9.71,27,0.05,0.55,361,0.63,7.41,334,0.58,6.86
2021/9,654,1.14,13.87,92,0.16,1.95,371,0.65,7.86,279,0.49,5.91
2021/10,294,0.51,6.03,69,0.12,1.41,371,0.65,7.6,302,0.53,6.19
2021/11,325,0.57,6.88,56,0.1,1.18,390,0.68,8.25,334,0.58,7.07
2021/12,449,0.78,9.19,54,0.09,1.11,390,0.68,7.98,336,0.58,6.88
2022/1,174,0.3,3.56,62,0.11,1.27,397,0.69,8.12,335,0.58,6.85
2022/2,169,0.29,3.83,-12,-0.02,-0.27,322,0.56,7.29,334,0.58,7.56
2022/3,-177,-0.31,-3.62,-40,-0.07,-0.82,372,0.65,7.61,412,0.72,8.42
2022/4,-64,-0.11,-1.35,-30,-0.05,-0.63,303,0.53,6.4,333,0.58,7.04
2022/5,345,0.6,7.06,-42,-0.07,-0.86,314,0.55,6.42,356,0.62,7.28
2022/6,346,0.6,7.31,-152,-0.26,-3.21,300,0.52,6.33,452,0.78,9.54
2022/7,653,1.13,13.34,-93,-0.16,-1.9,312,0.54,6.37,405,0.7,8.27
2022/8,648,1.12,13.22,-95,-0.16,-1.94,326,0.56,6.65,421,0.73,8.59
2022/9,821,1.42,17.29,23,0.04,0.48,371,0.64,7.81,348,0.6,7.32
2022/10,454,0.78,9.24,-21,-0.04,-0.43,340,0.59,6.92,361,0.62,7.34
2022/11,651,1.12,13.68,-59,-0.1,-1.24,344,0.59,7.23,403,0.7,8.46
2022/12,903,1.56,18.34,-22,-0.04,-0.45,400,0.69,8.12,422,0.73,8.57
2023/1,1725,2.97,34.99,-76,-0.13,-1.54,306,0.53,6.2,382,0.66,7.74
2023/2,1109,1.9,24.83,-110,-0.19,-2.46,296,0.51,6.62,406,0.7,9.08
2023/3,1117,1.91,22.55,-47,-0.08,-0.95,403,0.69,8.13,450,0.77,9.07
2023/4,378,0.65,7.87,-32,-0.05,-0.67,318,0.54,6.62,350,0.6,7.28
2023/5,736,1.26,14.82,-58,-0.1,-1.17,345,0.59,6.94,403,0.69,8.11
2023/6,731,1.25,15.19,-56,-0.1,-1.16,322,0.55,6.69,378,0.65,7.85
