y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2011/8,-16,-0.17,-1.95,1,0.01,0.12,66,0.68,8.04,65,0.67,7.92
2011/9,137,1.42,17.25,5,0.05,0.63,77,0.8,9.69,72,0.74,9.06
2011/10,228,2.36,27.74,4,0.04,0.49,78,0.81,9.48,74,0.76,8.99
2011/11,84,0.87,10.54,9,0.09,1.13,85,0.88,10.66,76,0.78,9.53
2011/12,66,0.68,8,23,0.24,2.79,90,0.93,10.91,67,0.69,8.12
2012/1,91,0.94,11.06,-10,-0.1,-1.21,67,0.69,8.14,77,0.79,9.35
2012/2,20,0.21,2.6,-8,-0.08,-1.04,75,0.77,9.73,83,0.85,10.77
2012/3,184,1.89,22.33,2,0.02,0.24,85,0.87,10.31,83,0.85,10.07
2012/4,160,1.64,20.03,0,0,0,70,0.72,8.76,70,0.72,8.76
2012/5,27,0.28,3.27,-4,-0.04,-0.48,75,0.77,9.07,79,0.81,9.55
2012/6,85,0.87,10.62,34,0.35,4.25,93,0.95,11.62,59,0.6,7.37
2012/7,223,2.28,26.94,6,0.06,0.72,75,0.77,9.05,69,0.71,8.33
2012/8,70,0.71,8.44,15,0.15,1.81,77,0.79,9.28,62,0.63,7.47
2012/9,87,0.89,10.83,39,0.4,4.85,89,0.91,11.07,50,0.51,6.22
2012/10,508,5.18,61.14,20,0.2,2.4,86,0.87,10.32,66,0.67,7.92
2012/11,133,1.35,16.45,29,0.29,3.59,95,0.96,11.75,66,0.67,8.16
2012/12,98,0.99,11.72,27,0.27,3.23,91,0.92,10.88,64,0.65,7.65
2013/1,84,0.85,10.01,11,0.11,1.31,79,0.8,9.41,68,0.69,8.1
2013/2,-8,-0.08,-1.05,-12,-0.12,-1.58,56,0.57,7.38,68,0.69,8.96
2013/3,113,1.14,13.45,4,0.04,0.48,84,0.85,9.99,80,0.81,9.52
2013/4,85,0.86,10.44,11,0.11,1.35,63,0.64,7.74,52,0.52,6.39
2013/5,124,1.25,14.73,14,0.14,1.66,76,0.77,9.02,62,0.63,7.36
2013/6,35,0.35,4.29,16,0.16,1.96,72,0.73,8.83,56,0.56,6.86
2013/7,111,1.12,13.16,1,0.01,0.12,66,0.66,7.82,65,0.65,7.7
2013/8,75,0.75,8.89,-9,-0.09,-1.07,80,0.8,9.47,89,0.9,10.54
2013/9,54,0.54,6.61,0,0,0,62,0.62,7.58,62,0.62,7.58
2013/10,574,5.77,67.91,19,0.19,2.24,84,0.84,9.91,65,0.65,7.67
2013/11,143,1.43,17.38,9,0.09,1.09,71,0.71,8.62,62,0.62,7.53
2013/12,167,1.67,19.62,17,0.17,2,74,0.74,8.69,57,0.57,6.69
2014/1,185,1.84,21.7,-6,-0.06,-0.7,65,0.65,7.62,71,0.71,8.32
2014/2,24,0.24,3.11,-23,-0.23,-2.98,65,0.65,8.42,88,0.87,11.4
2014/3,203,2.02,23.73,10,0.1,1.17,83,0.82,9.7,73,0.72,8.53
2014/4,182,1.81,21.95,8,0.08,0.96,79,0.78,9.53,71,0.7,8.56
2014/5,162,1.6,18.87,-5,-0.05,-0.58,74,0.73,8.62,79,0.78,9.2
2014/6,-44,-0.43,-5.29,-2,-0.02,-0.24,65,0.64,7.82,67,0.66,8.06
2014/7,64,0.63,7.45,-12,-0.12,-1.4,88,0.87,10.24,100,0.99,11.64
2014/8,-66,-0.65,-7.68,-8,-0.08,-0.93,71,0.7,8.27,79,0.78,9.2
2014/9,372,3.68,44.68,-4,-0.04,-0.48,80,0.79,9.61,84,0.83,10.09
2014/10,66,0.65,7.65,18,0.18,2.09,93,0.92,10.79,75,0.74,8.7
2014/11,88,0.87,10.54,30,0.3,3.59,93,0.92,11.14,63,0.62,7.54
2014/12,122,1.2,14.12,26,0.26,3.01,87,0.86,10.07,61,0.6,7.06
2015/1,45,0.44,5.21,1,0.01,0.12,77,0.76,8.91,76,0.75,8.79
2015/2,47,0.46,6.02,14,0.14,1.79,73,0.72,9.35,59,0.58,7.55
2015/3,6,0.06,0.69,-7,-0.07,-0.81,81,0.8,9.36,88,0.86,10.17
2015/4,-14,-0.14,-1.67,-16,-0.16,-1.91,76,0.75,9.08,92,0.9,10.99
2015/5,-4,-0.04,-0.46,-3,-0.03,-0.35,68,0.67,7.86,71,0.7,8.21
2015/6,-85,-0.83,-10.16,-16,-0.16,-1.91,56,0.55,6.69,72,0.71,8.61
2015/7,24,0.24,2.78,-15,-0.15,-1.74,80,0.79,9.26,95,0.93,10.99
2015/8,-43,-0.42,-4.97,2,0.02,0.23,69,0.68,7.98,67,0.66,7.75
2015/9,470,4.62,56.21,-11,-0.11,-1.31,66,0.65,7.87,77,0.76,9.19
2015/10,75,0.73,8.64,8,0.08,0.92,73,0.71,8.41,65,0.64,7.49
2015/11,38,0.37,4.52,27,0.26,3.21,92,0.9,10.94,65,0.64,7.73
2015/12,-13,-0.13,-1.5,-11,-0.11,-1.27,81,0.79,9.32,92,0.9,10.59
2016/1,51,0.5,5.89,-2,-0.02,-0.23,84,0.82,9.69,86,0.84,9.92
2016/2,-19,-0.19,-2.34,-12,-0.12,-1.48,66,0.64,8.14,78,0.76,9.62
2016/3,-4,-0.04,-0.46,-36,-0.35,-4.15,86,0.84,9.92,122,1.19,14.08
2016/4,37,0.36,4.41,-7,-0.07,-0.83,68,0.66,8.11,75,0.73,8.94
2016/5,27,0.26,3.11,-10,-0.1,-1.15,68,0.66,7.84,78,0.76,8.99
2016/6,-67,-0.65,-7.98,6,0.06,0.72,88,0.86,10.49,82,0.8,9.77
2016/7,28,0.27,3.23,19,0.19,2.19,88,0.86,10.15,69,0.67,7.96
2016/8,49,0.48,5.65,19,0.19,2.19,83,0.81,9.57,64,0.63,7.38
2016/9,474,4.63,56.47,-7,-0.07,-0.83,71,0.69,8.44,78,0.76,9.27
2016/10,112,1.09,12.85,28,0.27,3.21,114,1.11,13.08,86,0.84,9.86
2016/11,112,1.09,13.27,11,0.11,1.3,89,0.86,10.54,78,0.76,9.23
2016/12,159,1.54,18.21,21,0.2,2.4,99,0.96,11.33,78,0.76,8.92
2017/1,40,0.39,4.56,19,0.18,2.17,87,0.84,9.92,68,0.66,7.75
2017/2,-22,-0.21,-2.78,21,0.2,2.65,90,0.87,11.36,69,0.67,8.71
2017/3,62,0.6,7.07,21,0.2,2.39,104,1.01,11.85,83,0.8,9.46
2017/4,42,0.41,4.94,6,0.06,0.71,60,0.58,7.06,54,0.52,6.36
2017/5,49,0.47,5.58,20,0.19,2.28,80,0.77,9.11,60,0.58,6.83
2017/6,-28,-0.27,-3.29,7,0.07,0.82,84,0.81,9.88,77,0.74,9.06
2017/7,13,0.13,1.48,-15,-0.15,-1.71,76,0.73,8.65,91,0.88,10.36
2017/8,-7,-0.07,-0.8,23,0.22,2.62,104,1.01,11.84,81,0.78,9.22
2017/9,431,4.17,50.71,-2,-0.02,-0.23,61,0.59,7.16,63,0.61,7.4
2017/10,113,1.09,12.81,33,0.32,3.74,101,0.97,11.45,68,0.65,7.71
2017/11,49,0.47,5.73,35,0.34,4.1,93,0.89,10.88,58,0.56,6.79
2017/12,68,0.65,7.7,23,0.22,2.6,98,0.94,11.09,75,0.72,8.49
2018/1,32,0.31,3.62,3,0.03,0.34,97,0.93,10.97,94,0.9,10.63
2018/2,-18,-0.17,-2.25,-14,-0.13,-1.75,64,0.61,8.01,78,0.75,9.77
2018/3,-1,-0.01,-0.11,-8,-0.08,-0.9,71,0.68,8.03,79,0.76,8.94
2018/4,35,0.34,4.09,-3,-0.03,-0.35,75,0.72,8.77,78,0.75,9.12
2018/5,-14,-0.13,-1.58,10,0.1,1.13,78,0.75,8.82,68,0.65,7.69
2018/6,-94,-0.9,-10.99,20,0.19,2.34,88,0.85,10.29,68,0.65,7.95
2018/7,28,0.27,3.17,4,0.04,0.45,70,0.67,7.92,66,0.63,7.47
2018/8,-65,-0.62,-7.36,-15,-0.14,-1.7,74,0.71,8.38,89,0.86,10.08
2018/9,416,4,48.68,-6,-0.06,-0.7,62,0.6,7.24,68,0.65,7.94
2018/10,8,0.08,0.9,-3,-0.03,-0.34,80,0.77,9.02,83,0.8,9.36
2018/11,41,0.39,4.78,-15,-0.14,-1.75,61,0.58,7.11,76,0.73,8.86
2018/12,-1,-0.01,-0.11,-1,-0.01,-0.11,61,0.58,6.88,62,0.59,6.99
2019/1,71,0.68,8,-8,-0.08,-0.9,83,0.79,9.35,91,0.87,10.26
2019/2,22,0.21,2.74,-10,-0.1,-1.25,67,0.64,8.36,77,0.74,9.6
2019/3,41,0.39,4.62,6,0.06,0.68,87,0.83,9.8,81,0.77,9.12
2019/4,109,1.04,12.68,-17,-0.16,-1.98,81,0.77,9.42,98,0.94,11.4
2019/5,68,0.65,7.65,-6,-0.06,-0.67,87,0.83,9.78,93,0.89,10.46
2019/6,-75,-0.72,-8.71,6,0.06,0.7,78,0.74,9.06,72,0.69,8.37
2019/7,32,0.31,3.6,7,0.07,0.79,87,0.83,9.78,80,0.76,9
2019/8,3,0.03,0.34,19,0.18,2.14,78,0.74,8.77,59,0.56,6.63
2019/9,441,4.21,51.24,17,0.16,1.97,89,0.85,10.32,72,0.69,8.35
2019/10,40,0.38,4.48,-7,-0.07,-0.78,76,0.72,8.51,83,0.79,9.29
2019/11,44,0.42,5.09,18,0.17,2.08,76,0.72,8.79,58,0.55,6.71
2019/12,-29,-0.28,-3.24,19,0.18,2.13,99,0.94,11.08,80,0.76,8.95
2020/1,-60,-0.57,-6.73,-9,-0.09,-1.01,84,0.8,9.43,93,0.88,10.44
2020/2,-26,-0.25,-3.12,2,0.02,0.24,86,0.82,10.32,84,0.8,10.08
2020/3,-4,-0.04,-0.45,8,0.08,0.9,82,0.78,9.21,74,0.7,8.31
2020/4,-47,-0.45,-5.45,-8,-0.08,-0.93,70,0.67,8.13,78,0.74,9.05
2020/5,-48,-0.46,-5.39,3,0.03,0.34,79,0.75,8.88,76,0.72,8.54
2020/6,6,0.06,0.7,7,0.07,0.81,95,0.9,11.04,88,0.84,10.22
2020/7,146,1.39,16.41,-13,-0.12,-1.46,69,0.66,7.75,82,0.78,9.21
2020/8,103,0.98,11.56,17,0.16,1.91,84,0.8,9.42,67,0.64,7.52
2020/9,517,4.91,59.91,-21,-0.2,-2.43,60,0.57,6.94,81,0.77,9.36
2020/10,118,1.12,13.17,29,0.27,3.23,98,0.93,10.93,69,0.65,7.7
2020/11,-5,-0.05,-0.58,12,0.11,1.38,92,0.87,10.6,80,0.76,9.22
2020/12,45,0.42,5.02,12,0.11,1.34,97,0.92,10.81,85,0.8,9.47
2021/1,-39,-0.37,-4.33,-51,-0.48,-5.67,55,0.52,6.11,106,1,11.78
2021/2,-5,-0.05,-0.62,-24,-0.23,-2.95,47,0.44,5.78,71,0.67,8.74
2021/3,-41,-0.39,-4.56,-15,-0.14,-1.67,68,0.64,7.56,83,0.78,9.23
2021/4,38,0.36,4.37,10,0.09,1.15,89,0.84,10.23,79,0.75,9.08
2021/5,-156,-1.47,-17.34,-7,-0.07,-0.78,80,0.76,8.9,87,0.82,9.68
2021/6,-56,-0.53,-6.44,4,0.04,0.46,92,0.87,10.59,88,0.83,10.13
2021/7,-59,-0.56,-6.57,4,0.04,0.45,75,0.71,8.36,71,0.67,7.91
2021/8,11,0.1,1.23,14,0.13,1.56,79,0.75,8.81,65,0.62,7.24
2021/9,391,3.7,45.03,-5,-0.05,-0.57,76,0.72,8.74,81,0.77,9.31
2021/10,111,1.05,12.33,-17,-0.16,-1.89,71,0.67,7.88,88,0.83,9.77
2021/11,163,1.54,18.68,-1,-0.01,-0.11,90,0.85,10.31,91,0.86,10.42
2021/12,30,0.28,3.32,4,0.04,0.44,85,0.8,9.41,81,0.76,8.97
2022/1,-44,-0.41,-4.87,-2,-0.02,-0.22,82,0.77,9.08,84,0.79,9.3
2022/2,-71,-0.67,-8.71,-27,-0.25,-3.31,55,0.52,6.75,82,0.77,10.06
2022/3,-51,-0.48,-5.65,-32,-0.3,-3.55,65,0.61,7.21,97,0.91,10.75
2022/4,42,0.4,4.81,-7,-0.07,-0.8,68,0.64,7.79,75,0.71,8.59
2022/5,22,0.21,2.44,-32,-0.3,-3.55,56,0.53,6.21,88,0.83,9.75
2022/6,-71,-0.67,-8.13,-32,-0.3,-3.67,73,0.69,8.36,105,0.99,12.03
2022/7,54,0.51,5.99,-26,-0.24,-2.88,67,0.63,7.43,93,0.88,10.31
2022/8,155,1.46,17.18,-32,-0.3,-3.54,58,0.55,6.42,90,0.85,9.97
2022/9,430,4.04,49.18,-15,-0.14,-1.71,75,0.7,8.56,90,0.84,10.27
