y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2014/3,27,0.05,0.56,-3,-0.01,-0.06,512,0.91,10.66,515,0.91,10.72
2014/4,272,0.48,5.85,63,0.11,1.35,503,0.89,10.82,440,0.78,9.46
2014/5,297,0.52,6.18,97,0.17,2.02,459,0.81,9.55,362,0.64,7.53
2014/6,184,0.32,3.95,117,0.21,2.51,467,0.82,10.03,350,0.62,7.52
2014/7,258,0.46,5.36,86,0.15,1.79,469,0.83,9.75,383,0.68,7.96
2014/8,114,0.2,2.37,75,0.13,1.56,461,0.81,9.58,386,0.68,8.02
2014/9,100,0.18,2.15,125,0.22,2.68,519,0.92,11.14,394,0.7,8.46
2014/10,126,0.22,2.62,220,0.39,4.57,604,1.07,12.54,384,0.68,7.97
2014/11,158,0.28,3.39,222,0.39,4.76,531,0.94,11.39,309,0.54,6.63
2014/12,-70,-0.12,-1.45,181,0.32,3.76,613,1.08,12.73,432,0.76,8.97
2015/1,-40,-0.07,-0.83,140,0.25,2.91,596,1.05,12.37,456,0.8,9.47
2015/2,-88,-0.16,-2.02,56,0.1,1.29,426,0.75,9.79,370,0.65,8.51
2015/3,-419,-0.74,-8.7,91,0.16,1.89,566,1,11.76,475,0.84,9.87
2015/4,-386,-0.68,-8.29,77,0.14,1.65,496,0.88,10.65,419,0.74,9
2015/5,-404,-0.71,-8.4,29,0.05,0.6,412,0.73,8.57,383,0.68,7.97
2015/6,-91,-0.16,-1.96,170,0.3,3.66,573,1.01,12.32,403,0.71,8.67
2015/7,-404,-0.71,-8.41,43,0.08,0.9,419,0.74,8.72,376,0.66,7.83
2015/8,-445,-0.79,-9.27,85,0.15,1.77,429,0.76,8.94,344,0.61,7.17
2015/9,-306,-0.54,-6.59,78,0.14,1.68,426,0.75,9.18,348,0.62,7.5
2015/10,-244,-0.43,-5.09,99,0.18,2.07,488,0.86,10.18,389,0.69,8.11
2015/11,-194,-0.34,-4.18,59,0.1,1.27,450,0.8,9.7,391,0.69,8.43
2015/12,-199,-0.35,-4.15,82,0.15,1.71,475,0.84,9.92,393,0.7,8.2
2016/1,-423,-0.75,-8.86,-57,-0.1,-1.19,394,0.7,8.25,451,0.8,9.45
2016/2,-405,-0.72,-9.07,-53,-0.09,-1.19,405,0.72,9.07,458,0.81,10.26
2016/3,-611,-1.09,-12.81,-129,-0.23,-2.71,435,0.77,9.13,564,1,11.83
2016/4,-340,-0.6,-7.37,-87,-0.15,-1.89,381,0.68,8.27,468,0.83,10.15
2016/5,-378,-0.67,-7.94,8,0.01,0.17,428,0.76,8.99,420,0.75,8.82
2016/6,-260,-0.46,-5.65,55,0.1,1.19,455,0.81,9.88,400,0.71,8.69
2016/7,-357,-0.64,-7.51,-48,-0.09,-1.01,325,0.58,6.84,373,0.66,7.85
2016/8,-393,-0.7,-8.27,-17,-0.03,-0.36,404,0.72,8.5,421,0.75,8.86
2016/9,-474,-0.85,-10.31,-44,-0.08,-0.96,355,0.63,7.73,399,0.71,8.68
2016/10,-385,-0.69,-8.11,18,0.03,0.38,380,0.68,8.01,362,0.65,7.63
2016/11,-329,-0.59,-7.17,-7,-0.01,-0.15,377,0.67,8.22,384,0.69,8.37
2016/12,-368,-0.66,-7.76,28,0.05,0.59,417,0.75,8.8,389,0.7,8.21
2017/1,-410,-0.73,-8.63,-59,-0.11,-1.24,298,0.53,6.28,357,0.64,7.52
2017/2,-406,-0.73,-9.47,-108,-0.19,-2.52,317,0.57,7.4,425,0.76,9.92
2017/3,-632,-1.13,-13.33,-178,-0.32,-3.76,375,0.67,7.91,553,0.99,11.67
2017/4,-516,-0.93,-11.26,-148,-0.27,-3.23,252,0.45,5.5,400,0.72,8.73
2017/5,-587,-1.05,-12.4,-135,-0.24,-2.85,299,0.54,6.32,434,0.78,9.18
2017/6,-314,-0.56,-6.86,-28,-0.05,-0.61,351,0.63,7.67,379,0.68,8.29
2017/7,-352,-0.63,-7.45,-110,-0.2,-2.33,305,0.55,6.46,415,0.75,8.79
2017/8,-487,-0.88,-10.31,-99,-0.18,-2.1,336,0.6,7.12,435,0.78,9.22
2017/9,-436,-0.78,-9.55,-56,-0.1,-1.23,318,0.57,6.97,374,0.67,8.19
2017/10,-397,-0.72,-8.42,-36,-0.06,-0.76,330,0.59,7,366,0.66,7.77
2017/11,-385,-0.69,-8.45,-79,-0.14,-1.73,337,0.61,7.39,416,0.75,9.13
2017/12,-460,-0.83,-9.77,-91,-0.16,-1.93,326,0.59,6.93,417,0.75,8.86
2018/1,-562,-1.01,-11.95,-196,-0.35,-4.17,313,0.57,6.66,509,0.92,10.83
2018/2,-438,-0.79,-10.32,-173,-0.31,-4.08,262,0.47,6.18,435,0.79,10.25
2018/3,-646,-1.17,-13.76,-182,-0.33,-3.88,301,0.54,6.41,483,0.87,10.29
2018/4,-370,-0.67,-8.15,-127,-0.23,-2.8,276,0.5,6.08,403,0.73,8.88
2018/5,-454,-0.82,-9.69,-121,-0.22,-2.58,276,0.5,5.89,397,0.72,8.47
2018/6,-255,-0.46,-5.63,-90,-0.16,-1.99,262,0.48,5.78,352,0.64,7.77
2018/7,-257,-0.47,-5.49,-126,-0.23,-2.69,283,0.51,6.05,409,0.74,8.74
2018/8,-439,-0.8,-9.38,-120,-0.22,-2.57,299,0.54,6.39,419,0.76,8.96
2018/9,-301,-0.55,-6.65,-107,-0.19,-2.37,257,0.47,5.68,364,0.66,8.05
2018/10,-287,-0.52,-6.14,-172,-0.31,-3.68,255,0.46,5.46,427,0.78,9.14
2018/11,-393,-0.71,-8.7,-126,-0.23,-2.79,293,0.53,6.49,419,0.76,9.28
2018/12,-542,-0.99,-11.62,-109,-0.2,-2.34,269,0.49,5.77,378,0.69,8.1
2019/1,-460,-0.84,-9.87,-170,-0.31,-3.65,303,0.55,6.5,473,0.86,10.15
2019/2,-279,-0.51,-6.63,-133,-0.24,-3.16,243,0.44,5.78,376,0.69,8.94
2019/3,-432,-0.79,-9.28,-147,-0.27,-3.16,260,0.47,5.59,407,0.74,8.75
2019/4,-305,-0.56,-6.78,-149,-0.27,-3.31,278,0.51,6.18,427,0.78,9.49
2019/5,-350,-0.64,-7.53,-188,-0.34,-4.05,220,0.4,4.73,408,0.75,8.78
2019/6,-347,-0.63,-7.72,-164,-0.3,-3.65,231,0.42,5.14,395,0.72,8.79
2019/7,-229,-0.42,-4.93,-211,-0.39,-4.55,256,0.47,5.51,467,0.85,10.06
2019/8,-37,-0.07,-0.8,-158,-0.29,-3.4,250,0.46,5.39,408,0.75,8.79
2019/9,-331,-0.61,-7.37,-149,-0.27,-3.32,260,0.48,5.79,409,0.75,9.11
2019/10,-241,-0.44,-5.2,-217,-0.4,-4.68,247,0.45,5.33,464,0.85,10.01
2019/11,-207,-0.38,-4.61,-121,-0.22,-2.7,261,0.48,5.82,382,0.7,8.52
2019/12,-186,-0.34,-4.01,-181,-0.33,-3.91,268,0.49,5.78,449,0.82,9.69
2020/1,-26,-0.05,-0.56,-163,-0.3,-3.53,230,0.42,4.98,393,0.72,8.51
2020/2,-275,-0.5,-6.36,-274,-0.5,-6.34,189,0.35,4.37,463,0.85,10.72
2020/3,-396,-0.73,-8.58,-272,-0.5,-5.89,247,0.45,5.35,519,0.95,11.24
2020/4,-214,-0.39,-4.79,-203,-0.37,-4.55,222,0.41,4.97,425,0.78,9.52
2020/5,-209,-0.38,-4.53,-143,-0.26,-3.1,225,0.41,4.88,368,0.68,7.98
2020/6,-204,-0.37,-4.57,-136,-0.25,-3.05,243,0.45,5.45,379,0.7,8.5
2020/7,-332,-0.61,-7.2,-228,-0.42,-4.95,217,0.4,4.71,445,0.82,9.66
2020/8,-92,-0.17,-2,-130,-0.24,-2.82,254,0.47,5.52,384,0.71,8.34
2020/9,-198,-0.36,-4.44,-149,-0.27,-3.34,230,0.42,5.16,379,0.7,8.51
2020/10,-226,-0.42,-4.91,-135,-0.25,-2.93,240,0.44,5.21,375,0.69,8.15
2020/11,-302,-0.56,-6.78,-189,-0.35,-4.25,235,0.43,5.28,424,0.78,9.52
2020/12,-395,-0.73,-8.59,-193,-0.36,-4.2,263,0.48,5.72,456,0.84,9.92
2021/1,-463,-0.85,-10.05,-316,-0.58,-6.86,180,0.33,3.91,496,0.91,10.77
2021/2,-213,-0.39,-5.12,-253,-0.47,-6.08,185,0.34,4.45,438,0.81,10.53
2021/3,-454,-0.84,-9.86,-248,-0.46,-5.39,248,0.46,5.39,496,0.92,10.78
2021/4,-234,-0.43,-5.26,-189,-0.35,-4.25,221,0.41,4.97,410,0.76,9.21
2021/5,-309,-0.57,-6.72,-201,-0.37,-4.37,228,0.42,4.96,429,0.79,9.34
2021/6,-330,-0.61,-7.42,-217,-0.4,-4.88,258,0.48,5.8,475,0.88,10.69
2021/7,-275,-0.51,-5.99,-226,-0.42,-4.92,206,0.38,4.49,432,0.8,9.41
2021/8,-433,-0.8,-9.44,-211,-0.39,-4.6,244,0.45,5.32,455,0.84,9.92
2021/9,-518,-0.96,-11.67,-182,-0.34,-4.1,240,0.44,5.41,422,0.78,9.51
2021/10,-421,-0.78,-9.19,-230,-0.43,-5.02,200,0.37,4.37,430,0.8,9.39
2021/11,-372,-0.69,-8.4,-238,-0.44,-5.37,218,0.4,4.92,456,0.85,10.3
2021/12,-390,-0.72,-8.53,-193,-0.36,-4.22,224,0.42,4.9,417,0.77,9.12
2022/1,-361,-0.67,-7.9,-237,-0.44,-5.19,207,0.38,4.53,444,0.83,9.72
2022/2,-389,-0.72,-9.43,-254,-0.47,-6.16,177,0.33,4.29,431,0.8,10.45
2022/3,-843,-1.57,-18.47,-302,-0.56,-6.62,222,0.41,4.87,524,0.98,11.49
2022/4,-805,-1.5,-18.25,-273,-0.51,-6.19,177,0.33,4.02,450,0.84,10.21
2022/5,-366,-0.68,-8.04,-335,-0.63,-7.36,166,0.31,3.65,501,0.94,11.01
2022/6,-154,-0.29,-3.5,-413,-0.77,-9.39,187,0.35,4.25,600,1.12,13.64
2022/7,-39,-0.07,-0.86,-360,-0.67,-7.92,173,0.32,3.81,533,1,11.72
2022/8,22,0.04,0.48,-336,-0.63,-7.39,190,0.35,4.18,526,0.98,11.57
2022/9,-56,-0.1,-1.27,-288,-0.54,-6.55,208,0.39,4.73,496,0.93,11.28
2022/10,-38,-0.07,-0.84,-282,-0.53,-6.2,201,0.38,4.42,483,0.9,10.63
2022/11,10,0.02,0.23,-287,-0.54,-6.52,191,0.36,4.34,478,0.89,10.87
2022/12,-27,-0.05,-0.59,-324,-0.61,-7.13,194,0.36,4.27,518,0.97,11.4
