y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2012/3,-85,-0.31,-3.7,25,0.09,1.09,188,0.69,8.18,163,0.6,7.09
2012/4,131,0.48,5.89,51,0.19,2.29,162,0.6,7.28,111,0.41,4.99
2012/5,100,0.37,4.35,39,0.14,1.7,181,0.67,7.87,142,0.52,6.17
2012/6,-6,-0.02,-0.27,8,0.03,0.36,156,0.57,7,148,0.54,6.65
2012/7,-101,-0.37,-4.39,5,0.02,0.22,158,0.58,6.87,153,0.56,6.65
2012/8,-189,-0.7,-8.22,17,0.06,0.74,169,0.62,7.35,152,0.56,6.61
2012/9,-60,-0.22,-2.7,32,0.12,1.44,166,0.61,7.46,134,0.49,6.02
2012/10,-51,-0.19,-2.22,69,0.25,3,203,0.75,8.83,134,0.49,5.83
2012/11,-5,-0.02,-0.22,30,0.11,1.35,185,0.68,8.32,155,0.57,6.97
2012/12,-63,-0.23,-2.74,65,0.24,2.83,185,0.68,8.05,120,0.44,5.22
2013/1,36,0.13,1.56,71,0.26,3.08,239,0.88,10.37,168,0.62,7.29
2013/2,-61,-0.22,-2.93,-23,-0.08,-1.11,130,0.48,6.25,153,0.56,7.35
2013/3,45,0.17,1.95,-3,-0.01,-0.13,166,0.61,7.21,169,0.62,7.34
2013/4,98,0.36,4.4,-15,-0.06,-0.67,121,0.45,5.43,136,0.5,6.1
2013/5,-26,-0.1,-1.13,29,0.11,1.26,185,0.68,8.03,156,0.57,6.77
2013/6,-21,-0.08,-0.94,-17,-0.06,-0.76,131,0.48,5.87,148,0.55,6.64
2013/7,-68,-0.25,-2.95,-17,-0.06,-0.74,152,0.56,6.6,169,0.62,7.34
2013/8,37,0.14,1.61,46,0.17,2,172,0.63,7.47,126,0.46,5.47
2013/9,-154,-0.57,-6.91,2,0.01,0.09,148,0.55,6.64,146,0.54,6.55
2013/10,-137,-0.51,-5.95,21,0.08,0.91,176,0.65,7.65,155,0.57,6.73
2013/11,-35,-0.13,-1.57,38,0.14,1.71,182,0.67,8.17,144,0.53,6.47
2013/12,-62,-0.23,-2.69,-3,-0.01,-0.13,178,0.66,7.74,181,0.67,7.87
2014/1,69,0.25,3,6,0.02,0.26,173,0.64,7.52,167,0.62,7.26
2014/2,131,0.48,6.3,-36,-0.13,-1.73,157,0.58,7.55,193,0.71,9.28
2014/3,31,0.11,1.35,-18,-0.07,-0.78,158,0.58,6.86,176,0.65,7.64
2014/4,-40,-0.15,-1.8,6,0.02,0.27,175,0.65,7.85,169,0.62,7.59
2014/5,-80,-0.3,-3.48,12,0.04,0.52,153,0.56,6.65,141,0.52,6.13
2014/6,-142,-0.52,-6.38,-15,-0.06,-0.67,151,0.56,6.78,166,0.61,7.46
2014/7,-23,-0.08,-1,21,0.08,0.91,180,0.66,7.83,159,0.59,6.91
2014/8,67,0.25,2.91,37,0.14,1.61,175,0.65,7.61,138,0.51,6
2014/9,-59,-0.22,-2.65,33,0.12,1.48,182,0.67,8.18,149,0.55,6.69
2014/10,-47,-0.17,-2.04,45,0.17,1.96,204,0.75,8.87,159,0.59,6.91
2014/11,79,0.29,3.55,49,0.18,2.2,198,0.73,8.9,149,0.55,6.69
2014/12,25,0.09,1.09,72,0.27,3.13,226,0.83,9.82,154,0.57,6.69
2015/1,42,0.16,1.83,11,0.04,0.48,209,0.77,9.08,198,0.73,8.61
2015/2,-50,-0.18,-2.41,0,0,0,128,0.47,6.16,128,0.47,6.16
2015/3,-8,-0.03,-0.35,-4,-0.01,-0.17,204,0.75,8.87,208,0.77,9.04
2015/4,142,0.52,6.38,14,0.05,0.63,181,0.67,8.13,167,0.62,7.5
2015/5,-51,-0.19,-2.22,23,0.08,1,192,0.71,8.34,169,0.62,7.34
2015/6,-62,-0.23,-2.78,-7,-0.03,-0.31,175,0.65,7.86,182,0.67,8.17
2015/7,-164,-0.61,-7.13,5,0.02,0.22,181,0.67,7.87,176,0.65,7.65
2015/8,-76,-0.28,-3.31,21,0.08,0.91,185,0.68,8.05,164,0.61,7.13
2015/9,-183,-0.68,-8.23,34,0.13,1.53,180,0.67,8.09,146,0.54,6.57
2015/10,-77,-0.28,-3.35,40,0.15,1.74,207,0.77,9.01,167,0.62,7.27
2015/11,19,0.07,0.85,20,0.07,0.9,167,0.62,7.51,147,0.54,6.61
2015/12,-49,-0.18,-2.13,43,0.16,1.87,215,0.8,9.36,172,0.64,7.49
2016/1,-93,-0.34,-4.06,10,0.04,0.44,184,0.68,8.04,174,0.64,7.6
2016/2,24,0.09,1.12,14,0.05,0.65,182,0.67,8.5,168,0.62,7.84
2016/3,-33,-0.12,-1.44,-4,-0.01,-0.17,236,0.87,10.31,240,0.89,10.48
2016/4,199,0.74,8.98,1,0,0.05,173,0.64,7.81,172,0.64,7.76
2016/5,-168,-0.62,-7.33,34,0.13,1.48,205,0.76,8.95,171,0.63,7.47
2016/6,-41,-0.15,-1.85,-5,-0.02,-0.23,180,0.67,8.13,185,0.68,8.35
2016/7,-129,-0.48,-5.64,1,0,0.04,143,0.53,6.25,142,0.53,6.2
2016/8,-133,-0.49,-5.81,7,0.03,0.31,177,0.66,7.74,170,0.63,7.43
2016/9,-102,-0.38,-4.61,12,0.04,0.54,148,0.55,6.69,136,0.5,6.15
2016/10,-86,-0.32,-3.76,26,0.1,1.14,191,0.71,8.36,165,0.61,7.22
2016/11,11,0.04,0.5,35,0.13,1.58,206,0.76,9.31,171,0.63,7.73
2016/12,59,0.22,2.58,15,0.06,0.66,186,0.69,8.14,171,0.63,7.48
2017/1,5,0.02,0.22,-12,-0.04,-0.52,147,0.54,6.41,159,0.59,6.94
2017/2,-51,-0.19,-2.46,-44,-0.16,-2.13,141,0.52,6.81,185,0.69,8.94
2017/3,110,0.41,4.8,-4,-0.01,-0.17,188,0.7,8.2,192,0.71,8.38
2017/4,11,0.04,0.5,5,0.02,0.23,146,0.54,6.58,141,0.52,6.36
2017/5,-156,-0.58,-6.8,-21,-0.08,-0.92,148,0.55,6.46,169,0.63,7.37
2017/6,-76,-0.28,-3.43,-2,-0.01,-0.09,162,0.6,7.31,164,0.61,7.4
2017/7,-109,-0.4,-4.76,-24,-0.09,-1.05,141,0.52,6.16,165,0.61,7.2
2017/8,-181,-0.67,-7.9,-16,-0.06,-0.7,159,0.59,6.95,175,0.65,7.65
2017/9,-89,-0.33,-4.02,24,0.09,1.08,163,0.61,7.36,139,0.52,6.28
2017/10,26,0.1,1.14,6,0.02,0.26,170,0.63,7.43,164,0.61,7.17
2017/11,-26,-0.1,-1.17,26,0.1,1.17,188,0.7,8.49,162,0.6,7.32
2017/12,60,0.22,2.62,-5,-0.02,-0.22,171,0.63,7.47,176,0.65,7.69
2018/1,-53,-0.2,-2.32,-29,-0.11,-1.27,173,0.64,7.56,202,0.75,8.83
2018/2,-18,-0.07,-0.87,11,0.04,0.53,167,0.62,8.08,156,0.58,7.55
2018/3,-20,-0.07,-0.87,-16,-0.06,-0.7,197,0.73,8.61,213,0.79,9.31
2018/4,-68,-0.25,-3.07,-26,-0.1,-1.17,149,0.55,6.73,175,0.65,7.91
2018/5,-148,-0.55,-6.47,-35,-0.13,-1.53,140,0.52,6.12,175,0.65,7.66
2018/6,-140,-0.52,-6.33,-39,-0.14,-1.76,140,0.52,6.33,179,0.67,8.1
2018/7,22,0.08,0.96,17,0.06,0.74,175,0.65,7.66,158,0.59,6.92
2018/8,-164,-0.61,-7.18,-36,-0.13,-1.58,118,0.44,5.17,154,0.57,6.74
2018/9,-110,-0.41,-4.98,-46,-0.17,-2.08,132,0.49,5.98,178,0.66,8.06
2018/10,42,0.16,1.84,11,0.04,0.48,183,0.68,8.02,172,0.64,7.54
2018/11,-44,-0.16,-1.99,-24,-0.09,-1.09,166,0.62,7.52,190,0.71,8.6
2018/12,-75,-0.28,-3.29,-4,-0.01,-0.18,146,0.54,6.4,150,0.56,6.57
2019/1,-43,-0.16,-1.88,19,0.07,0.83,178,0.66,7.8,159,0.59,6.97
2019/2,-36,-0.13,-1.75,-42,-0.16,-2.04,111,0.41,5.39,153,0.57,7.43
2019/3,-41,-0.15,-1.8,-39,-0.15,-1.71,127,0.47,5.57,166,0.62,7.28
2019/4,-28,-0.1,-1.27,-22,-0.08,-1,153,0.57,6.93,175,0.65,7.93
2019/5,40,0.15,1.75,-14,-0.05,-0.61,134,0.5,5.88,148,0.55,6.49
2019/6,-79,-0.29,-3.58,-28,-0.1,-1.27,141,0.53,6.39,169,0.63,7.66
2019/7,-204,-0.76,-8.95,-56,-0.21,-2.46,151,0.56,6.63,207,0.77,9.08
2019/8,-163,-0.61,-7.16,-17,-0.06,-0.75,152,0.57,6.67,169,0.63,7.42
2019/9,-205,-0.76,-9.3,-35,-0.13,-1.59,155,0.58,7.04,190,0.71,8.63
2019/10,-91,-0.34,-4,-26,-0.1,-1.14,145,0.54,6.37,171,0.64,7.52
2019/11,-39,-0.15,-1.77,-22,-0.08,-1,123,0.46,5.59,145,0.54,6.59
2019/12,-43,-0.16,-1.89,-45,-0.17,-1.98,152,0.57,6.69,197,0.74,8.66
2020/1,-37,-0.14,-1.63,-59,-0.22,-2.6,117,0.44,5.16,176,0.66,7.76
2020/2,-55,-0.21,-2.59,-81,-0.3,-3.82,107,0.4,5.05,188,0.7,8.87
2020/3,-126,-0.47,-5.56,-90,-0.34,-3.97,104,0.39,4.59,194,0.73,8.56
2020/4,-40,-0.15,-1.82,-58,-0.22,-2.65,112,0.42,5.11,170,0.64,7.75
2020/5,-229,-0.86,-10.11,-66,-0.25,-2.91,109,0.41,4.81,175,0.65,7.73
2020/6,-169,-0.63,-7.72,-54,-0.2,-2.47,119,0.45,5.44,173,0.65,7.9
2020/7,-201,-0.75,-8.89,-85,-0.32,-3.76,107,0.4,4.73,192,0.72,8.49
2020/8,-165,-0.62,-7.3,-20,-0.07,-0.89,120,0.45,5.31,140,0.52,6.2
2020/9,-226,-0.85,-10.34,-33,-0.12,-1.51,119,0.45,5.45,152,0.57,6.96
2020/10,-191,-0.72,-8.46,-39,-0.15,-1.73,109,0.41,4.83,148,0.56,6.56
2020/11,-175,-0.66,-8.02,-59,-0.22,-2.7,133,0.5,6.1,192,0.72,8.8
2020/12,-71,-0.27,-3.15,-28,-0.11,-1.24,170,0.64,7.54,198,0.74,8.79
2021/1,-153,-0.58,-6.77,-94,-0.35,-4.16,83,0.31,3.67,177,0.67,7.84
2021/2,-101,-0.38,-4.95,-54,-0.2,-2.65,116,0.44,5.69,170,0.64,8.34
2021/3,-191,-0.72,-8.46,-75,-0.28,-3.32,113,0.43,5.01,188,0.71,8.33
2021/4,-144,-0.54,-6.6,-89,-0.34,-4.08,93,0.35,4.26,182,0.69,8.34
2021/5,-182,-0.69,-8.07,-45,-0.17,-2,122,0.46,5.41,167,0.63,7.41
2021/6,-188,-0.71,-8.62,-81,-0.31,-3.72,117,0.44,5.37,198,0.75,9.09
2021/7,-325,-1.23,-14.44,-41,-0.15,-1.82,111,0.42,4.93,152,0.57,6.76
2021/8,137,0.52,6.09,-56,-0.21,-2.49,112,0.42,4.98,168,0.63,7.47
2021/9,144,0.54,6.61,-45,-0.17,-2.07,119,0.45,5.46,164,0.62,7.53
2021/10,206,0.78,9.15,-34,-0.13,-1.51,122,0.46,5.42,156,0.59,6.93
2021/11,-254,-0.96,-11.65,-46,-0.17,-2.11,140,0.53,6.43,186,0.7,8.54
2021/12,-227,-0.86,-10.09,-40,-0.15,-1.78,125,0.47,5.56,165,0.62,7.34
2022/1,-183,-0.69,-8.14,-74,-0.28,-3.29,106,0.4,4.72,180,0.68,8.01
2022/2,-200,-0.76,-9.86,-59,-0.22,-2.91,90,0.34,4.44,149,0.56,7.34
2022/3,-523,-1.98,-23.3,-133,-0.5,-5.93,106,0.4,4.73,239,0.91,10.66
2022/4,-619,-2.35,-28.55,-77,-0.29,-3.56,92,0.35,4.25,169,0.64,7.8
2022/5,-219,-0.83,-9.8,-99,-0.38,-4.43,77,0.29,3.45,176,0.67,7.88
2022/6,-139,-0.53,-6.43,-119,-0.45,-5.51,105,0.4,4.86,224,0.85,10.37
2022/7,-185,-0.7,-8.29,-119,-0.45,-5.33,106,0.4,4.75,225,0.86,10.08
2022/8,-53,-0.2,-2.38,-87,-0.33,-3.9,104,0.4,4.66,191,0.73,8.56
2022/9,-105,-0.4,-4.86,-63,-0.24,-2.92,129,0.49,5.98,192,0.73,8.9
2022/10,90,0.34,4.04,-105,-0.4,-4.71,97,0.37,4.35,202,0.77,9.06
2022/11,114,0.43,5.28,-118,-0.45,-5.47,99,0.38,4.59,217,0.83,10.05
2022/12,219,0.83,9.82,-119,-0.45,-5.33,91,0.35,4.08,210,0.8,9.41
2023/1,264,1,11.82,-96,-0.36,-4.3,97,0.37,4.34,193,0.73,8.64
2023/2,82,0.31,4.06,-140,-0.53,-6.93,80,0.3,3.96,220,0.84,10.89
2023/3,170,0.65,7.6,-130,-0.49,-5.81,100,0.38,4.47,230,0.87,10.28
2023/4,145,0.55,6.7,-82,-0.31,-3.79,83,0.31,3.83,165,0.63,7.62
2023/5,54,0.2,2.41,-112,-0.42,-5,95,0.36,4.24,207,0.79,9.25
2023/6,68,0.26,3.14,-104,-0.39,-4.8,102,0.39,4.71,206,0.78,9.51
