y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2011/1,-454,-1.18,-13.92,-85,-0.22,-2.61,166,0.43,5.09,251,0.65,7.7
2011/2,-328,-0.85,-11.14,-83,-0.22,-2.82,119,0.31,4.04,202,0.53,6.87
2011/3,-487,-1.27,-14.96,-130,-0.34,-4,189,0.49,5.81,319,0.83,9.8
2011/4,-314,-0.82,-9.98,-69,-0.18,-2.19,162,0.42,5.15,231,0.6,7.34
2011/5,-415,-1.08,-12.77,-70,-0.18,-2.16,163,0.43,5.02,233,0.61,7.18
2011/6,-366,-0.96,-11.65,-57,-0.15,-1.82,154,0.4,4.91,211,0.55,6.72
2011/7,-449,-1.18,-13.85,-42,-0.11,-1.3,161,0.42,4.97,203,0.53,6.26
2011/8,-265,-0.69,-8.18,-59,-0.15,-1.82,169,0.44,5.22,228,0.6,7.04
2011/9,-409,-1.07,-13.06,-10,-0.03,-0.32,176,0.46,5.62,186,0.49,5.94
2011/10,-146,-0.38,-4.52,-25,-0.07,-0.77,175,0.46,5.41,200,0.53,6.19
2011/11,-220,-0.58,-7.03,-59,-0.16,-1.89,181,0.48,5.79,240,0.63,7.68
2011/12,-354,-0.93,-10.96,-61,-0.16,-1.89,160,0.42,4.96,221,0.58,6.85
2012/1,-185,-0.49,-5.75,-83,-0.22,-2.58,139,0.37,4.32,222,0.58,6.9
2012/2,-326,-0.86,-10.83,-46,-0.12,-1.53,180,0.47,5.98,226,0.6,7.51
2012/3,-395,-1.04,-12.29,-71,-0.19,-2.21,202,0.53,6.29,273,0.72,8.5
2012/4,-135,-0.36,-4.35,-8,-0.02,-0.26,204,0.54,6.57,212,0.56,6.83
2012/5,-364,-0.96,-11.34,-48,-0.13,-1.5,182,0.48,5.67,230,0.61,7.17
2012/6,-221,-0.58,-7.12,16,0.04,0.52,214,0.57,6.9,198,0.52,6.38
2012/7,-269,-0.71,-8.4,-60,-0.16,-1.87,180,0.48,5.62,240,0.63,7.49
2012/8,-288,-0.76,-8.99,-55,-0.15,-1.72,178,0.47,5.56,233,0.62,7.28
2012/9,-207,-0.55,-6.69,23,0.06,0.74,202,0.53,6.53,179,0.47,5.78
2012/10,-228,-0.6,-7.13,15,0.04,0.47,243,0.64,7.6,228,0.6,7.13
2012/11,-50,-0.13,-1.62,-4,-0.01,-0.13,230,0.61,7.44,234,0.62,7.57
2012/12,-106,-0.28,-3.32,39,0.1,1.22,245,0.65,7.67,206,0.55,6.45
2013/1,-132,-0.35,-4.12,-48,-0.13,-1.5,218,0.58,6.81,266,0.71,8.31
2013/2,-165,-0.44,-5.7,-47,-0.12,-1.63,178,0.47,6.16,225,0.6,7.78
2013/3,-197,-0.52,-6.15,-41,-0.11,-1.28,191,0.51,5.97,232,0.62,7.25
2013/4,-95,-0.25,-3.07,-68,-0.18,-2.2,173,0.46,5.59,241,0.64,7.79
2013/5,-192,-0.51,-6,-47,-0.12,-1.47,194,0.52,6.07,241,0.64,7.54
2013/6,-290,-0.77,-9.37,-53,-0.14,-1.71,146,0.39,4.72,199,0.53,6.44
2013/7,-248,-0.66,-7.76,-90,-0.24,-2.82,165,0.44,5.17,255,0.68,7.99
2013/8,-79,-0.21,-2.47,-43,-0.11,-1.35,182,0.48,5.7,225,0.6,7.05
2013/9,-342,-0.91,-11.07,-71,-0.19,-2.3,159,0.42,5.15,230,0.61,7.45
2013/10,-209,-0.56,-6.55,-48,-0.13,-1.51,195,0.52,6.12,243,0.65,7.62
2013/11,-141,-0.38,-4.57,-21,-0.06,-0.68,184,0.49,5.97,205,0.55,6.65
2013/12,-149,-0.4,-4.68,-88,-0.23,-2.76,180,0.48,5.65,268,0.71,8.41
2014/1,-115,-0.31,-3.61,-94,-0.25,-2.95,141,0.38,4.43,235,0.63,7.38
2014/2,-141,-0.38,-4.9,-106,-0.28,-3.69,155,0.41,5.39,261,0.7,9.08
2014/3,-230,-0.61,-7.23,-111,-0.3,-3.49,184,0.49,5.78,295,0.79,9.27
2014/4,-159,-0.42,-5.17,-18,-0.05,-0.59,199,0.53,6.47,217,0.58,7.05
2014/5,-271,-0.72,-8.53,-99,-0.26,-3.12,142,0.38,4.47,241,0.64,7.58
2014/6,-212,-0.57,-6.9,-97,-0.26,-3.16,160,0.43,5.21,257,0.69,8.36
2014/7,-84,-0.22,-2.65,-84,-0.22,-2.65,176,0.47,5.54,260,0.7,8.19
2014/8,19,0.05,0.6,-17,-0.05,-0.54,180,0.48,5.67,197,0.53,6.21
2014/9,-124,-0.33,-4.04,-69,-0.18,-2.25,177,0.47,5.76,246,0.66,8.01
2014/10,-134,-0.36,-4.22,-28,-0.07,-0.88,181,0.48,5.71,209,0.56,6.59
2014/11,-123,-0.33,-4.01,-43,-0.12,-1.4,166,0.44,5.41,209,0.56,6.81
2014/12,-263,-0.7,-8.3,-39,-0.1,-1.23,201,0.54,6.34,240,0.64,7.57
2015/1,-66,-0.18,-2.08,-52,-0.14,-1.64,180,0.48,5.68,232,0.62,7.32
2015/2,-55,-0.15,-1.92,-43,-0.12,-1.5,162,0.43,5.66,205,0.55,7.16
2015/3,13,0.03,0.41,-52,-0.14,-1.64,237,0.64,7.48,289,0.77,9.12
2015/4,16,0.04,0.52,-78,-0.21,-2.54,194,0.52,6.33,272,0.73,8.87
2015/5,-194,-0.52,-6.12,-62,-0.17,-1.96,182,0.49,5.75,244,0.65,7.7
2015/6,-4,-0.01,-0.13,-37,-0.1,-1.21,195,0.52,6.36,232,0.62,7.57
2015/7,-167,-0.45,-5.27,-56,-0.15,-1.77,214,0.57,6.76,270,0.72,8.53
2015/8,-16,-0.04,-0.51,-7,-0.02,-0.22,184,0.49,5.81,191,0.51,6.04
2015/9,-93,-0.25,-3.04,28,0.08,0.91,221,0.59,7.22,193,0.52,6.3
2015/10,-156,-0.42,-4.93,-9,-0.02,-0.28,219,0.59,6.92,228,0.61,7.21
2015/11,-129,-0.35,-4.22,-12,-0.03,-0.39,224,0.6,7.32,236,0.63,7.71
2015/12,-121,-0.33,-3.83,-10,-0.03,-0.32,227,0.61,7.18,237,0.64,7.5
2016/1,-86,-0.23,-2.73,-13,-0.03,-0.41,225,0.6,7.14,238,0.64,7.55
2016/2,-105,-0.28,-3.56,-73,-0.2,-2.48,190,0.51,6.45,263,0.71,8.92
2016/3,-32,-0.09,-1.02,-109,-0.29,-3.46,251,0.67,7.97,360,0.97,11.43
2016/4,155,0.42,5.08,-76,-0.2,-2.49,176,0.47,5.77,252,0.68,8.27
2016/5,-159,-0.43,-5.05,-48,-0.13,-1.52,196,0.53,6.22,244,0.66,7.74
2016/6,-41,-0.11,-1.35,-17,-0.05,-0.56,204,0.55,6.69,221,0.59,7.25
2016/7,64,0.17,2.03,12,0.03,0.38,227,0.61,7.21,215,0.58,6.83
2016/8,85,0.23,2.7,-14,-0.04,-0.44,214,0.58,6.79,228,0.61,7.24
2016/9,33,0.09,1.08,-12,-0.03,-0.39,208,0.56,6.82,220,0.59,7.22
2016/10,29,0.08,0.92,-15,-0.04,-0.48,226,0.61,7.17,241,0.65,7.65
2016/11,14,0.04,0.46,-16,-0.04,-0.52,201,0.54,6.59,217,0.58,7.12
2016/12,38,0.1,1.21,-11,-0.03,-0.35,230,0.62,7.3,241,0.65,7.65
2017/1,-56,-0.15,-1.77,-40,-0.11,-1.27,161,0.43,5.09,201,0.54,6.36
2017/2,5,0.01,0.18,-126,-0.34,-4.41,158,0.42,5.54,284,0.76,9.95
2017/3,-76,-0.2,-2.41,-94,-0.25,-2.98,213,0.57,6.74,307,0.83,9.72
2017/4,113,0.3,3.7,-73,-0.2,-2.39,158,0.42,5.17,231,0.62,7.55
2017/5,-105,-0.28,-3.32,-60,-0.16,-1.9,168,0.45,5.32,228,0.61,7.22
2017/6,-105,-0.28,-3.43,-55,-0.15,-1.8,191,0.51,6.25,246,0.66,8.05
2017/7,-23,-0.06,-0.73,-91,-0.24,-2.88,174,0.47,5.51,265,0.71,8.39
2017/8,-34,-0.09,-1.08,-45,-0.12,-1.42,201,0.54,6.36,246,0.66,7.79
2017/9,-61,-0.16,-2,-37,-0.1,-1.21,195,0.52,6.38,232,0.62,7.59
2017/10,-89,-0.24,-2.82,-24,-0.06,-0.76,204,0.55,6.46,228,0.61,7.22
2017/11,-109,-0.29,-3.57,-16,-0.04,-0.52,209,0.56,6.84,225,0.61,7.37
2017/12,-102,-0.27,-3.23,-5,-0.01,-0.16,216,0.58,6.85,221,0.59,7
2018/1,-141,-0.38,-4.47,-127,-0.34,-4.03,166,0.45,5.26,293,0.79,9.29
2018/2,-113,-0.3,-3.97,-98,-0.26,-3.44,154,0.41,5.41,252,0.68,8.85
2018/3,-85,-0.23,-2.7,-108,-0.29,-3.43,206,0.56,6.53,314,0.85,9.96
2018/4,-20,-0.05,-0.66,-80,-0.22,-2.62,166,0.45,5.44,246,0.66,8.07
2018/5,-155,-0.42,-4.92,-50,-0.13,-1.59,190,0.51,6.03,240,0.65,7.62
2018/6,-149,-0.4,-4.89,-67,-0.18,-2.2,161,0.43,5.28,228,0.61,7.48
2018/7,-183,-0.49,-5.81,-67,-0.18,-2.13,175,0.47,5.56,242,0.65,7.69
2018/8,-151,-0.41,-4.8,-35,-0.09,-1.11,203,0.55,6.45,238,0.64,7.56
2018/9,-93,-0.25,-3.05,-44,-0.12,-1.45,177,0.48,5.81,221,0.6,7.26
2018/10,-99,-0.27,-3.15,-51,-0.14,-1.62,217,0.59,6.9,268,0.72,8.52
2018/11,-63,-0.17,-2.07,-54,-0.15,-1.77,193,0.52,6.34,247,0.67,8.12
2018/12,-51,-0.14,-1.62,-70,-0.19,-2.23,172,0.46,5.47,242,0.65,7.7
2019/1,-168,-0.45,-5.34,-76,-0.21,-2.42,224,0.61,7.13,300,0.81,9.54
2019/2,-71,-0.19,-2.5,-89,-0.24,-3.14,133,0.36,4.69,222,0.6,7.82
2019/3,-68,-0.18,-2.16,-104,-0.28,-3.31,175,0.47,5.57,279,0.75,8.88
2019/4,-28,-0.08,-0.92,-106,-0.29,-3.49,156,0.42,5.13,262,0.71,8.62
2019/5,-207,-0.56,-6.59,-86,-0.23,-2.74,155,0.42,4.94,241,0.65,7.68
2019/6,-138,-0.37,-4.54,-108,-0.29,-3.56,157,0.42,5.17,265,0.72,8.72
2019/7,-115,-0.31,-3.66,-123,-0.33,-3.92,163,0.44,5.2,286,0.77,9.12
2019/8,-55,-0.15,-1.75,-97,-0.26,-3.09,179,0.48,5.71,276,0.75,8.8
2019/9,-173,-0.47,-5.7,-23,-0.06,-0.76,187,0.51,6.16,210,0.57,6.92
2019/10,-77,-0.21,-2.46,-95,-0.26,-3.03,184,0.5,5.87,279,0.76,8.9
2019/11,-150,-0.41,-4.95,-95,-0.26,-3.13,170,0.46,5.61,265,0.72,8.74
2019/12,-12,-0.03,-0.38,-62,-0.17,-1.98,201,0.54,6.42,263,0.71,8.39
2020/1,39,0.11,1.25,-84,-0.23,-2.69,152,0.41,4.86,236,0.64,7.55
2020/2,-62,-0.17,-2.12,-130,-0.35,-4.45,162,0.44,5.54,292,0.79,9.99
2020/3,-78,-0.21,-2.5,-138,-0.37,-4.42,163,0.44,5.22,301,0.82,9.64
2020/4,58,0.16,1.92,-84,-0.23,-2.78,159,0.43,5.26,243,0.66,8.04
2020/5,-164,-0.44,-5.25,-80,-0.22,-2.56,160,0.43,5.12,240,0.65,7.68
2020/6,-158,-0.43,-5.23,-64,-0.17,-2.12,182,0.49,6.02,246,0.67,8.14
2020/7,-156,-0.42,-5,-122,-0.33,-3.91,147,0.4,4.71,269,0.73,8.62
2020/8,-188,-0.51,-6.03,-85,-0.23,-2.72,143,0.39,4.58,228,0.62,7.31
2020/9,-164,-0.45,-5.43,-11,-0.03,-0.36,211,0.57,6.99,222,0.6,7.36
2020/10,-130,-0.35,-4.17,-54,-0.15,-1.73,170,0.46,5.45,224,0.61,7.19
2020/11,-150,-0.41,-4.97,-65,-0.18,-2.16,174,0.47,5.77,239,0.65,7.93
2020/12,-163,-0.44,-5.23,-91,-0.25,-2.92,184,0.5,5.91,275,0.75,8.83
2021/1,-198,-0.54,-6.34,-161,-0.44,-5.16,112,0.3,3.59,273,0.74,8.75
2021/2,-110,-0.3,-3.9,-132,-0.36,-4.68,123,0.33,4.37,255,0.69,9.05
2021/3,-91,-0.25,-2.92,-123,-0.33,-3.94,167,0.45,5.35,290,0.79,9.3
2021/4,-90,-0.25,-2.98,-148,-0.4,-4.9,116,0.32,3.84,264,0.72,8.75
2021/5,-445,-1.21,-14.27,-110,-0.3,-3.53,141,0.38,4.53,251,0.68,8.06
2021/6,-447,-1.22,-14.83,-127,-0.35,-4.22,167,0.46,5.55,294,0.8,9.76
2021/7,-305,-0.83,-9.81,-125,-0.34,-4.02,148,0.4,4.76,273,0.75,8.78
2021/8,-300,-0.82,-9.65,-80,-0.22,-2.58,169,0.46,5.44,249,0.68,8.02
2021/9,-474,-1.3,-15.77,-95,-0.26,-3.16,163,0.45,5.43,258,0.71,8.59
2021/10,-351,-0.96,-11.32,-113,-0.31,-3.65,165,0.45,5.32,278,0.76,8.97
2021/11,-416,-1.14,-13.88,-95,-0.26,-3.17,184,0.5,6.14,279,0.77,9.31
2021/12,-373,-1.02,-12.05,-116,-0.32,-3.75,165,0.45,5.33,281,0.77,9.09
2022/1,-383,-1.05,-12.39,-144,-0.4,-4.66,161,0.44,5.21,305,0.84,9.87
2022/2,-503,-1.38,-18.03,-188,-0.52,-6.74,92,0.25,3.3,280,0.77,10.05
2022/3,-852,-2.35,-27.63,-188,-0.52,-6.1,131,0.36,4.25,319,0.88,10.36
2022/4,-627,-1.73,-21.06,-122,-0.34,-4.1,139,0.38,4.67,261,0.72,8.77
2022/5,-292,-0.81,-9.51,-224,-0.62,-7.3,122,0.34,3.97,346,0.96,11.27
2022/6,-241,-0.67,-8.12,-258,-0.71,-8.69,127,0.35,4.28,385,1.07,12.97
2022/7,3,0.01,0.1,-187,-0.52,-6.1,139,0.38,4.53,326,0.9,10.63
2022/8,17,0.05,0.55,-160,-0.44,-5.22,151,0.42,4.92,311,0.86,10.14
2022/9,-93,-0.26,-3.13,-178,-0.49,-6,128,0.35,4.31,306,0.85,10.31
2022/10,108,0.3,3.52,-176,-0.49,-5.74,132,0.37,4.3,308,0.85,10.04
2022/11,148,0.41,4.99,-194,-0.54,-6.53,146,0.4,4.92,340,0.94,11.45
2022/12,264,0.73,8.6,-172,-0.48,-5.6,139,0.38,4.53,311,0.86,10.13
2023/1,365,1.01,11.89,-185,-0.51,-6.02,133,0.37,4.33,318,0.88,10.35
2023/2,119,0.33,4.29,-217,-0.6,-7.82,103,0.28,3.71,320,0.88,11.52
