y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2010/3,3323,0.18,2.07,1388,0.07,0.87,12944,0.69,8.07,11556,0.61,7.2
2010/4,2746,0.15,1.77,1075,0.06,0.69,11050,0.58,7.12,9975,0.53,6.42
2010/5,2084,0.11,1.3,1081,0.06,0.67,10542,0.56,6.57,9461,0.5,5.89
2010/6,4156,0.22,2.68,726,0.04,0.47,10428,0.55,6.71,9702,0.51,6.25
2010/7,407,0.02,0.25,264,0.01,0.16,10399,0.55,6.48,10135,0.54,6.31
2010/8,1845,0.1,1.15,1241,0.07,0.77,11301,0.6,7.04,10060,0.53,6.27
2010/9,-2890,-0.15,-1.86,1269,0.07,0.82,10963,0.58,7.06,9694,0.51,6.24
2010/10,-94,-0,-0.06,1407,0.07,0.88,10889,0.58,6.78,9482,0.5,5.91
2010/11,2878,0.15,1.85,2219,0.12,1.43,12542,0.66,8.07,10323,0.55,6.64
2010/12,-171,-0.02,-0.22,325,0.04,0.41,6157,0.67,7.84,5832,0.63,7.43
2011/1,-2498,-0.27,-3.18,-504,-0.05,-0.64,5936,0.64,7.56,6440,0.7,8.2
2011/2,-2607,-0.28,-3.68,-745,-0.08,-1.05,4909,0.53,6.93,5654,0.61,7.98
2011/3,-2979,-0.32,-3.8,-387,-0.04,-0.49,6894,0.75,8.79,7281,0.79,9.28
2011/4,-2300,-0.25,-3.03,-163,-0.02,-0.21,5835,0.63,7.69,5998,0.65,7.9
2011/5,-2256,-0.24,-2.88,370,0.04,0.47,6253,0.68,7.98,5883,0.64,7.5
2011/6,-1716,-0.19,-2.26,809,0.09,1.07,6213,0.67,8.19,5404,0.59,7.12
2011/7,-159,-0.02,-0.2,1217,0.13,1.55,6177,0.67,7.88,4960,0.54,6.33
2011/8,-837,-0.09,-1.07,976,0.11,1.25,6558,0.71,8.37,5582,0.6,7.12
2011/9,-1004,-0.11,-1.32,1542,0.17,2.03,6798,0.74,8.96,5256,0.57,6.93
2011/10,-27,-0,-0.03,1412,0.15,1.8,6595,0.71,8.42,5183,0.56,6.61
2011/11,531,0.06,0.7,1587,0.17,2.09,7066,0.77,9.32,5479,0.59,7.22
2011/12,552,0.06,0.7,1273,0.14,1.62,7006,0.76,8.94,5733,0.62,7.32
2012/1,-402,-0.04,-0.51,95,0.01,0.12,5894,0.64,7.54,5799,0.63,7.42
2012/2,-1542,-0.17,-2.11,276,0.03,0.38,6669,0.72,9.12,6393,0.69,8.74
2012/3,-1393,-0.15,-1.78,761,0.08,0.97,7331,0.79,9.38,6570,0.71,8.41
2012/4,-34,-0,-0.04,851,0.09,1.13,6559,0.71,8.67,5708,0.62,7.55
2012/5,-155,-0.02,-0.2,1140,0.12,1.46,7125,0.77,9.12,5985,0.65,7.66
2012/6,1106,0.12,1.46,1929,0.21,2.55,7239,0.78,9.57,5310,0.58,7.02
2012/7,-75,-0.01,-0.1,457,0.05,0.58,6401,0.69,8.19,5944,0.64,7.61
2012/8,908,0.1,1.16,1788,0.19,2.29,7404,0.8,9.48,5616,0.61,7.19
2012/9,530,0.06,0.7,1949,0.21,2.58,7046,0.76,9.32,5097,0.55,6.74
2012/10,2305,0.25,2.95,2949,0.32,3.77,8778,0.95,11.23,5829,0.63,7.46
2012/11,2309,0.25,3.05,2838,0.31,3.75,8272,0.9,10.93,5434,0.59,7.18
2012/12,2436,0.26,3.12,2530,0.27,3.24,7794,0.84,9.97,5264,0.57,6.73
2013/1,1220,0.13,1.56,1344,0.15,1.71,8208,0.89,10.47,6864,0.74,8.75
2013/2,246,0.03,0.35,559,0.06,0.79,5831,0.63,8.23,5272,0.57,7.44
2013/3,-513,-0.06,-0.65,135,0.01,0.17,6259,0.68,7.98,6124,0.66,7.81
2013/4,-861,-0.09,-1.13,-160,-0.02,-0.21,5794,0.63,7.63,5954,0.64,7.84
2013/5,-585,-0.06,-0.75,173,0.02,0.22,6024,0.65,7.68,5851,0.63,7.46
2013/6,-161,-0.02,-0.21,36,0,0.05,5112,0.55,6.74,5076,0.55,6.69
2013/7,238,0.03,0.3,-189,-0.02,-0.24,5992,0.65,7.64,6181,0.67,7.88
2013/8,288,0.03,0.37,300,0.03,0.38,5715,0.62,7.29,5415,0.59,6.91
2013/9,-601,-0.07,-0.79,464,0.05,0.61,5992,0.65,7.9,5528,0.6,7.28
2013/10,401,0.04,0.51,773,0.08,0.99,6564,0.71,8.37,5791,0.63,7.38
2013/11,425,0.05,0.56,624,0.07,0.82,6096,0.66,8.03,5472,0.59,7.21
2013/12,678,0.07,0.86,249,0.03,0.32,6461,0.7,8.24,6212,0.67,7.92
2014/1,-267,-0.03,-0.34,-437,-0.05,-0.56,5780,0.63,7.37,6217,0.67,7.93
2014/2,-954,-0.1,-1.35,-1253,-0.14,-1.77,5672,0.61,8.01,6925,0.75,9.78
2014/3,-672,-0.07,-0.86,-509,-0.06,-0.65,6523,0.71,8.32,7032,0.76,8.97
2014/4,1416,0.15,1.87,81,0.01,0.11,6391,0.69,8.42,6310,0.68,8.31
2014/5,1499,0.16,1.91,-127,-0.01,-0.16,5711,0.62,7.28,5838,0.63,7.44
2014/6,1117,0.12,1.47,290,0.03,0.38,6001,0.65,7.91,5711,0.62,7.52
2014/7,1657,0.18,2.11,96,0.01,0.12,6521,0.71,8.31,6425,0.7,8.19
2014/8,1589,0.17,2.03,623,0.07,0.79,6068,0.66,7.73,5445,0.59,6.94
2014/9,885,0.1,1.17,852,0.09,1.12,6878,0.74,9.06,6026,0.65,7.93
2014/10,783,0.08,1,1360,0.15,1.73,7282,0.79,9.28,5922,0.64,7.55
2014/11,1065,0.12,1.4,1457,0.16,1.92,6605,0.71,8.7,5148,0.56,6.78
2014/12,-3341,-0.46,-5.48,467,0.06,0.77,5880,0.82,9.64,5413,0.75,8.87
2015/1,-2309,-0.32,-3.78,-194,-0.03,-0.32,5221,0.73,8.56,5415,0.75,8.88
2015/2,-2487,-0.35,-4.51,-437,-0.06,-0.79,4167,0.58,7.57,4604,0.64,8.36
2015/3,-4,-0.61,-7.18,-597,-0.08,-0.98,5400,0.75,8.86,5997,0.84,9.84
2015/4,-3,-0.52,-6.32,-804,-0.11,-1.36,4518,0.63,7.66,5322,0.74,9.03
2015/5,-2,-0.41,-4.86,-297,-0.04,-0.49,4507,0.63,7.4,4804,0.67,7.89
2015/6,-1733,-0.24,-2.94,-265,-0.04,-0.45,4899,0.68,8.32,5164,0.72,8.77
2015/7,-2802,-0.39,-4.6,-469,-0.07,-0.77,4896,0.68,8.05,5365,0.75,8.82
2015/8,-2100,-0.29,-3.45,33,0,0.05,4811,0.67,7.91,4778,0.67,7.86
2015/9,-1651,-0.23,-2.81,112,0.02,0.19,4715,0.66,8.01,4603,0.64,7.82
2015/10,-1060,-0.15,-1.74,430,0.06,0.71,5548,0.78,9.13,5118,0.71,8.42
2015/11,-615,-0.09,-1.05,636,0.09,1.08,5413,0.76,9.2,4777,0.67,8.12
2015/12,-543,-0.08,-0.89,390,0.05,0.64,5707,0.8,9.39,5317,0.74,8.75
2016/1,-1451,-0.2,-2.39,-516,-0.07,-0.85,4827,0.67,7.96,5343,0.75,8.82
2016/2,-2493,-0.35,-4.4,-1326,-0.19,-2.34,4381,0.61,7.73,5707,0.8,10.07
2016/3,-3014,-0.42,-4.98,-1569,-0.22,-2.59,5434,0.76,8.97,7003,0.98,11.56
2016/4,-1334,-0.19,-2.28,-1021,-0.14,-1.74,4416,0.62,7.54,5437,0.76,9.28
2016/5,-1784,-0.25,-2.95,-474,-0.07,-0.78,4838,0.68,7.99,5312,0.74,8.77
2016/6,-1012,-0.14,-1.73,-393,-0.05,-0.67,4625,0.65,7.9,5018,0.7,8.57
2016/7,-795,-0.11,-1.31,-230,-0.03,-0.38,4699,0.66,7.76,4929,0.69,8.14
2016/8,-1850,-0.26,-3.06,-495,-0.07,-0.82,4731,0.66,7.82,5226,0.73,8.64
2016/9,-1991,-0.28,-3.4,-176,-0.02,-0.3,4641,0.65,7.93,4817,0.67,8.23
2016/10,-1557,-0.22,-2.57,376,0.05,0.62,5459,0.76,9.03,5083,0.71,8.4
2016/11,-1692,-0.24,-2.89,-21,-0,-0.04,5022,0.7,8.58,5043,0.71,8.62
2016/12,-828,-0.12,-1.37,335,0.05,0.55,5624,0.79,9.3,5289,0.74,8.75
2017/1,-1746,-0.24,-2.88,-688,-0.1,-1.14,4162,0.58,6.87,4850,0.68,8
2017/2,-2340,-0.33,-4.28,-1277,-0.18,-2.33,4296,0.6,7.85,5573,0.78,10.18
2017/3,-2981,-0.42,-4.92,-1226,-0.17,-2.02,5234,0.73,8.64,6460,0.91,10.67
2017/4,-2318,-0.33,-3.96,-994,-0.14,-1.7,3921,0.55,6.69,4915,0.69,8.39
2017/5,-2549,-0.36,-4.21,-1029,-0.14,-1.7,4221,0.59,6.97,5250,0.74,8.67
2017/6,-1663,-0.23,-2.84,-846,-0.12,-1.44,4453,0.63,7.6,5299,0.74,9.05
2017/7,-2061,-0.29,-3.41,-1058,-0.15,-1.75,4296,0.6,7.1,5354,0.75,8.85
2017/8,-2403,-0.34,-3.97,-915,-0.13,-1.51,4687,0.66,7.75,5602,0.79,9.26
2017/9,-1772,-0.25,-3.03,-460,-0.06,-0.79,4413,0.62,7.54,4873,0.68,8.33
2017/10,-1349,-0.19,-2.23,-279,-0.04,-0.46,4832,0.68,7.99,5111,0.72,8.46
2017/11,-1587,-0.22,-2.71,-258,-0.04,-0.44,4872,0.68,8.33,5130,0.72,8.77
2017/12,-1596,-0.22,-2.64,-456,-0.06,-0.75,4657,0.65,7.71,5113,0.72,8.46
2018/1,-2826,-0.4,-4.68,-1358,-0.19,-2.25,4819,0.68,7.98,6177,0.87,10.23
2018/2,-2512,-0.35,-4.61,-1677,-0.24,-3.08,3811,0.54,6.99,5488,0.77,10.06
2018/3,-2591,-0.36,-4.29,-1641,-0.23,-2.72,4597,0.65,7.62,6238,0.88,10.34
2018/4,-927,-0.13,-1.59,-1427,-0.2,-2.44,3796,0.53,6.5,5223,0.74,8.95
2018/5,-966,-0.14,-1.6,-1048,-0.15,-1.74,4168,0.59,6.91,5216,0.73,8.65
2018/6,-848,-0.12,-1.45,-913,-0.13,-1.56,3873,0.55,6.63,4786,0.67,8.2
2018/7,-1264,-0.18,-2.1,-1120,-0.16,-1.86,4190,0.59,6.95,5310,0.75,8.8
2018/8,-2392,-0.34,-3.97,-1063,-0.15,-1.76,4189,0.59,6.95,5252,0.74,8.71
2018/9,-1551,-0.22,-2.66,-792,-0.11,-1.36,3906,0.55,6.7,4698,0.66,8.05
2018/10,-1083,-0.15,-1.8,-587,-0.08,-0.97,4797,0.68,7.96,5384,0.76,8.93
2018/11,-1885,-0.27,-3.23,-509,-0.07,-0.87,4506,0.64,7.73,5015,0.71,8.6
2018/12,-3395,-0.48,-5.64,-667,-0.09,-1.11,4071,0.57,6.76,4738,0.67,7.87
2019/1,-3569,-0.5,-5.93,-1310,-0.18,-2.18,4828,0.68,8.02,6138,0.87,10.2
2019/2,-2441,-0.34,-4.49,-1315,-0.19,-2.42,3554,0.5,6.54,4869,0.69,8.96
2019/3,-2694,-0.38,-4.48,-1383,-0.2,-2.3,4130,0.58,6.87,5513,0.78,9.16
2019/4,-2133,-0.3,-3.66,-1360,-0.19,-2.34,4088,0.58,7.02,5448,0.77,9.36
2019/5,-1742,-0.25,-2.9,-1247,-0.18,-2.07,4085,0.58,6.79,5332,0.75,8.87
2019/6,-1914,-0.27,-3.29,-1116,-0.16,-1.92,3699,0.52,6.36,4815,0.68,8.28
2019/7,-1820,-0.26,-3.03,-1462,-0.21,-2.43,4309,0.61,7.17,5771,0.82,9.6
2019/8,-853,-0.12,-1.42,-969,-0.14,-1.61,4160,0.59,6.92,5129,0.73,8.54
2019/9,-2249,-0.32,-3.87,-796,-0.11,-1.37,4252,0.6,7.32,5048,0.71,8.68
2019/10,-1188,-0.17,-1.98,-903,-0.13,-1.5,4612,0.65,7.68,5515,0.78,9.18
2019/11,-1150,-0.16,-1.98,-668,-0.09,-1.15,4232,0.6,7.28,4900,0.69,8.43
2019/12,-723,-0.1,-1.2,-785,-0.11,-1.31,4875,0.69,8.12,5660,0.8,9.43
2020/1,-1670,-0.24,-2.79,-1564,-0.22,-2.61,3678,0.52,6.14,5242,0.74,8.76
2020/2,-2659,-0.38,-4.75,-2071,-0.29,-3.7,3805,0.54,6.8,5876,0.83,10.5
2020/3,-2906,-0.41,-4.86,-1754,-0.25,-2.93,4100,0.58,6.85,5854,0.83,9.79
2020/4,-1764,-0.25,-3.05,-1544,-0.22,-2.67,3708,0.53,6.41,5252,0.74,9.08
2020/5,-1904,-0.27,-3.18,-1330,-0.19,-2.22,3558,0.5,5.95,4888,0.69,8.18
2020/6,-1161,-0.16,-2.01,-857,-0.12,-1.48,4187,0.59,7.24,5044,0.71,8.72
2020/7,-1991,-0.28,-3.33,-1611,-0.23,-2.7,3704,0.53,6.2,5315,0.75,8.9
2020/8,-1599,-0.23,-2.68,-915,-0.13,-1.53,3893,0.55,6.52,4808,0.68,8.05
2020/9,-2409,-0.34,-4.17,-990,-0.14,-1.71,4058,0.58,7.02,5048,0.72,8.73
2020/10,-1774,-0.25,-2.97,-874,-0.12,-1.46,4068,0.58,6.81,4942,0.7,8.28
2020/11,-2037,-0.29,-3.53,-725,-0.1,-1.26,4330,0.61,7.5,5055,0.72,8.75
2020/12,-2289,-0.32,-3.84,-526,-0.07,-0.88,5029,0.71,8.43,5555,0.79,9.31
2021/1,-4365,-0.62,-7.3,-2901,-0.41,-4.85,2917,0.41,4.88,5818,0.83,9.73
2021/2,-3282,-0.47,-6.08,-2060,-0.29,-3.82,3421,0.49,6.34,5481,0.78,10.15
2021/3,-4585,-0.65,-7.67,-1927,-0.27,-3.23,4035,0.57,6.75,5962,0.85,9.98
2021/4,-2783,-0.4,-4.82,-1566,-0.22,-2.71,3575,0.51,6.19,5141,0.73,8.9
2021/5,-3738,-0.53,-6.26,-1775,-0.25,-2.97,3614,0.51,6.06,5389,0.77,9.03
2021/6,-3120,-0.44,-5.4,-1375,-0.2,-2.38,4429,0.63,7.67,5804,0.83,10.05
2021/7,-4158,-0.59,-6.97,-1941,-0.28,-3.26,3480,0.5,5.84,5421,0.77,9.09
2021/8,-4996,-0.71,-8.38,-1553,-0.22,-2.61,3827,0.55,6.42,5380,0.77,9.03
2021/9,-4802,-0.68,-8.33,-878,-0.13,-1.52,4049,0.58,7.03,4927,0.7,8.55
2021/10,-3933,-0.56,-6.61,-1348,-0.19,-2.27,3883,0.55,6.53,5231,0.75,8.79
2021/11,-4393,-0.63,-7.63,-1406,-0.2,-2.44,4173,0.6,7.25,5579,0.8,9.69
2021/12,-4397,-0.63,-7.4,-1495,-0.21,-2.52,4152,0.59,6.99,5647,0.81,9.5
2022/1,-5090,-0.73,-8.57,-1826,-0.26,-3.07,3869,0.55,6.51,5695,0.81,9.59
2022/2,-5806,-0.83,-10.83,-2487,-0.36,-4.64,2874,0.41,5.36,5361,0.77,10
2022/3,-10411,-1.49,-17.55,-2876,-0.41,-4.85,3794,0.54,6.4,6670,0.96,11.25
2022/4,-9875,-1.42,-17.23,-2184,-0.31,-3.81,3122,0.45,5.45,5306,0.76,9.26
2022/5,-2872,-0.41,-4.86,-3274,-0.47,-5.54,2877,0.41,4.87,6151,0.88,10.4
2022/6,-2817,-0.4,-4.92,-4453,-0.64,-7.78,3120,0.45,5.45,7573,1.09,13.24
2022/7,-785,-0.11,-1.33,-3540,-0.51,-5.99,3228,0.46,5.46,6768,0.97,11.45
2022/8,-1197,-0.17,-2.03,-3005,-0.43,-5.09,3502,0.5,5.93,6507,0.94,11.01
2022/9,-1886,-0.27,-3.3,-2430,-0.35,-4.25,3583,0.52,6.27,6013,0.86,10.52
2022/10,39,0.01,0.07,-2531,-0.36,-4.29,3649,0.52,6.18,6180,0.89,10.46
2022/11,484,0.07,0.85,-2734,-0.39,-4.78,3603,0.52,6.3,6337,0.91,11.09
2022/12,1296,0.19,2.19,-2874,-0.41,-4.87,3589,0.52,6.08,6463,0.93,10.94
2023/1,4063,0.58,6.88,-3068,-0.44,-5.19,3255,0.47,5.51,6323,0.91,10.7
2023/2,-1833,-0.26,-3.43,-3616,-0.52,-6.77,2935,0.42,5.5,6551,0.94,12.27
