y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2014/12,2848,0.72,8.46,2064,0.52,6.13,3990,1.01,11.85,1926,0.49,5.72
2015/1,753,0.19,2.24,1226,0.31,3.64,3202,0.81,9.5,1976,0.5,5.86
2015/2,-152,-0.04,-0.5,919,0.23,3.02,2563,0.65,8.42,1644,0.41,5.4
2015/3,-1,-0.45,-5.25,1179,0.3,3.5,3429,0.86,10.18,2250,0.57,6.68
2015/4,-761,-0.19,-2.33,848,0.21,2.6,2820,0.71,8.65,1972,0.5,6.05
2015/5,1038,0.26,3.08,1073,0.27,3.19,2872,0.72,8.53,1799,0.45,5.34
2015/6,126,0.03,0.39,1047,0.26,3.21,2862,0.72,8.78,1815,0.46,5.57
2015/7,19,0,0.06,1111,0.28,3.3,3070,0.77,9.11,1959,0.49,5.82
2015/8,462,0.12,1.37,1132,0.29,3.36,2770,0.7,8.22,1638,0.41,4.86
2015/9,950,0.24,2.91,1205,0.3,3.7,2842,0.72,8.72,1637,0.41,5.02
2015/10,1438,0.36,4.27,1535,0.39,4.55,3352,0.84,9.95,1817,0.46,5.39
2015/11,934,0.24,2.86,1340,0.34,4.11,3115,0.78,9.55,1775,0.45,5.44
2015/12,789,0.2,2.34,1523,0.38,4.52,3416,0.86,10.13,1893,0.48,5.61
2016/1,606,0.15,1.8,892,0.22,2.65,2865,0.72,8.52,1973,0.5,5.87
2016/2,410,0.1,1.3,370,0.09,1.18,2463,0.62,7.83,2093,0.53,6.65
2016/3,-870,-0.22,-2.59,626,0.16,1.86,3157,0.79,9.39,2531,0.64,7.52
2016/4,210,0.05,0.65,651,0.16,2,2682,0.68,8.24,2031,0.51,6.24
2016/5,1003,0.25,2.98,955,0.24,2.84,2902,0.73,8.63,1947,0.49,5.79
2016/6,201,0.05,0.62,888,0.22,2.73,2711,0.68,8.33,1823,0.46,5.6
2016/7,1451,0.37,4.31,1126,0.28,3.35,2798,0.7,8.31,1672,0.42,4.97
2016/8,623,0.16,1.85,988,0.25,2.94,2838,0.71,8.43,1850,0.47,5.5
2016/9,633,0.16,1.94,1043,0.26,3.2,2743,0.69,8.42,1700,0.43,5.22
2016/10,1402,0.35,4.16,1304,0.33,3.87,3117,0.78,9.26,1813,0.46,5.38
2016/11,1592,0.4,4.88,930,0.23,2.85,2851,0.72,8.75,1921,0.48,5.89
2016/12,1303,0.33,3.87,1302,0.33,3.86,3204,0.81,9.51,1902,0.48,5.64
2017/1,755,0.19,2.23,746,0.19,2.21,2462,0.62,7.28,1716,0.43,5.08
2017/2,354,0.09,1.16,483,0.12,1.58,2518,0.63,8.25,2035,0.51,6.67
2017/3,97,0.02,0.29,833,0.21,2.46,3186,0.8,9.42,2353,0.59,6.96
2017/4,453,0.11,1.38,383,0.1,1.17,2346,0.59,7.17,1963,0.49,6
2017/5,1401,0.35,4.14,811,0.2,2.4,2702,0.68,7.99,1891,0.47,5.59
2017/6,166,0.04,0.51,561,0.14,1.71,2549,0.64,7.79,1988,0.5,6.07
2017/7,1617,0.41,4.78,644,0.16,1.9,2642,0.66,7.81,1998,0.5,5.91
2017/8,669,0.17,1.98,492,0.12,1.45,2686,0.67,7.94,2194,0.55,6.48
2017/9,255,0.06,0.78,715,0.18,2.18,2509,0.63,7.66,1794,0.45,5.48
2017/10,723,0.18,2.14,873,0.22,2.58,2665,0.67,7.87,1792,0.45,5.29
2017/11,593,0.15,1.81,850,0.21,2.59,2730,0.68,8.33,1880,0.47,5.74
2017/12,398,0.1,1.18,695,0.17,2.05,2616,0.66,7.73,1921,0.48,5.67
2018/1,-341,-0.09,-1.01,348,0.09,1.03,2712,0.68,8.01,2364,0.59,6.98
2018/2,153,0.04,0.5,54,0.01,0.18,2075,0.52,6.79,2021,0.51,6.61
2018/3,-119,-0.03,-0.35,286,0.07,0.84,2704,0.68,7.99,2418,0.61,7.14
2018/4,-467,-0.12,-1.43,236,0.06,0.72,2150,0.54,6.56,1914,0.48,5.84
2018/5,996,0.25,2.94,463,0.12,1.37,2536,0.64,7.49,2073,0.52,6.12
2018/6,609,0.15,1.86,475,0.12,1.45,2251,0.56,6.87,1776,0.45,5.42
2018/7,1386,0.35,4.09,426,0.11,1.26,2329,0.58,6.88,1903,0.48,5.62
2018/8,1305,0.33,3.85,506,0.13,1.49,2426,0.61,7.16,1920,0.48,5.67
2018/9,1200,0.3,3.66,431,0.11,1.31,2158,0.54,6.58,1727,0.43,5.27
2018/10,880,0.22,2.6,550,0.14,1.62,2606,0.65,7.69,2056,0.52,6.06
2018/11,1581,0.4,4.82,591,0.15,1.8,2534,0.63,7.72,1943,0.49,5.92
2018/12,1845,0.46,5.44,632,0.16,1.86,2446,0.61,7.21,1814,0.45,5.35
2019/1,1472,0.37,4.34,423,0.11,1.25,2727,0.68,8.03,2304,0.58,6.79
2019/2,1169,0.29,3.81,120,0.03,0.39,1990,0.5,6.49,1870,0.47,6.1
2019/3,525,0.13,1.55,225,0.06,0.66,2358,0.59,6.94,2133,0.53,6.28
2019/4,1281,0.32,3.9,125,0.03,0.38,2240,0.56,6.81,2115,0.53,6.43
2019/5,3133,0.78,9.22,330,0.08,0.97,2370,0.59,6.97,2040,0.51,6
2019/6,1301,0.32,3.95,88,0.02,0.27,2053,0.51,6.24,1965,0.49,5.97
2019/7,3216,0.8,9.46,104,0.03,0.31,2385,0.6,7.01,2281,0.57,6.7
2019/8,2843,0.71,8.35,204,0.05,0.6,2223,0.55,6.53,2019,0.5,5.93
2019/9,2261,0.56,6.86,290,0.07,0.88,2151,0.54,6.52,1861,0.46,5.64
2019/10,1642,0.41,4.82,406,0.1,1.19,2686,0.67,7.88,2280,0.57,6.69
2019/11,1917,0.48,5.81,406,0.1,1.23,2420,0.6,7.33,2014,0.5,6.1
2019/12,2219,0.55,6.5,594,0.15,1.74,2784,0.69,8.16,2190,0.55,6.42
2020/1,1876,0.47,5.51,-55,-0.01,-0.16,2013,0.5,5.91,2068,0.51,6.07
2020/2,1878,0.47,5.9,-80,-0.02,-0.25,2179,0.54,6.84,2259,0.56,7.09
2020/3,1170,0.29,3.43,78,0.02,0.23,2334,0.58,6.85,2256,0.56,6.62
2020/4,919,0.23,2.79,-14,-0,-0.04,1973,0.49,5.98,1987,0.49,6.02
2020/5,1868,0.46,5.48,208,0.05,0.61,2049,0.51,6.01,1841,0.46,5.4
2020/6,239,0.06,0.72,274,0.07,0.83,2266,0.56,6.87,1992,0.49,6.04
2020/7,835,0.21,2.45,40,0.01,0.12,2082,0.52,6.1,2042,0.51,5.99
2020/8,843,0.21,2.47,36,0.01,0.11,1928,0.48,5.65,1892,0.47,5.55
2020/9,881,0.22,2.67,103,0.03,0.31,2087,0.52,6.32,1984,0.49,6.01
2020/10,715,0.18,2.1,325,0.08,0.95,2247,0.56,6.58,1922,0.48,5.63
2020/11,674,0.17,2.04,183,0.05,0.55,2243,0.56,6.79,2060,0.51,6.24
2020/12,360,0.09,1.05,583,0.14,1.71,2780,0.69,8.14,2197,0.55,6.44
2021/1,-1180,-0.29,-3.45,-802,-0.2,-2.34,1574,0.39,4.6,2376,0.59,6.94
2021/2,-281,-0.07,-0.91,-252,-0.06,-0.82,1853,0.46,5.99,2105,0.52,6.81
2021/3,-1019,-0.25,-2.98,-127,-0.03,-0.37,2206,0.55,6.45,2333,0.58,6.82
2021/4,-744,-0.18,-2.25,-146,-0.04,-0.44,1937,0.48,5.85,2083,0.52,6.29
2021/5,-1711,-0.42,-5,-348,-0.09,-1.02,1841,0.46,5.38,2189,0.54,6.4
2021/6,-2385,-0.59,-7.21,-248,-0.06,-0.75,2439,0.61,7.37,2687,0.67,8.12
2021/7,-2236,-0.56,-6.54,-592,-0.15,-1.73,1855,0.46,5.43,2447,0.61,7.16
2021/8,-1500,-0.37,-4.39,-223,-0.06,-0.65,2049,0.51,6,2272,0.57,6.65
2021/9,-2266,-0.56,-6.86,121,0.03,0.37,2122,0.53,6.42,2001,0.5,6.06
2021/10,-2763,-0.69,-8.1,-48,-0.01,-0.14,1967,0.49,5.77,2015,0.5,5.91
2021/11,-3283,-0.82,-9.95,-57,-0.01,-0.17,2157,0.54,6.54,2214,0.55,6.71
2021/12,-3473,-0.87,-10.19,-114,-0.03,-0.33,2228,0.56,6.54,2342,0.58,6.88
2022/1,-4301,-1.07,-12.63,-272,-0.07,-0.8,2098,0.52,6.17,2370,0.59,6.97
2022/2,-4507,-1.13,-14.67,-695,-0.17,-2.26,1442,0.36,4.7,2137,0.53,6.96
2022/3,-9425,-2.36,-27.75,-668,-0.17,-1.97,1918,0.48,5.65,2586,0.65,7.62
2022/4,-14077,-3.53,-42.93,-419,-0.11,-1.28,1792,0.45,5.47,2211,0.56,6.75
2022/5,-2962,-0.75,-8.77,-1374,-0.35,-4.07,1449,0.36,4.29,2823,0.71,8.36
2022/6,-570,-0.14,-1.75,-1410,-0.35,-4.32,1739,0.44,5.33,3149,0.79,9.64
2022/7,2412,0.61,7.15,-831,-0.21,-2.46,1673,0.42,4.96,2504,0.63,7.42
2022/8,2157,0.54,6.39,-709,-0.18,-2.1,1893,0.48,5.61,2602,0.65,7.71
2022/9,2378,0.6,7.28,-480,-0.12,-1.47,1868,0.47,5.71,2348,0.59,7.18
2022/10,3145,0.79,9.31,-693,-0.17,-2.05,1848,0.46,5.47,2541,0.64,7.52
2022/11,5313,1.33,16.23,-717,-0.18,-2.19,1958,0.49,5.98,2675,0.67,8.17
2022/12,7875,1.97,23.25,-708,-0.18,-2.09,1879,0.47,5.54,2587,0.65,7.63
